"","Despacho","Lubricantes","Neumaticos","Repuestos","Servicios","% Descuento","cluster"
"6744227",0,0,1,0,0,0,5
"6744620",0,0,0,0.4,0.6,0.05,1
"6744885",0,0.02,0.68,0.3,0,0.03,5
"6745020",0,0,0.97,0.03,0,0.04,5
"6745029",0,0,0,1,0,0.04,2
"6745332",0,1,0,0,0,0,3
"6745525",0,0.06,0,0.94,0,0.05,4
"6745966",0,0,1,0,0,0.02,5
"6746081",0,0,0.83,0,0.17,0.1,5
"6746447",0,0,1,0,0,0.1,5
"6746640",0,0,0,1,0,0,2
"6746849",0,0,1,0,0,0.06,5
"6747039",0,0,0,0,1,0,1
"6747344",0,0,0,0,1,0,1
"6748254",0,0.03,0,0.97,0,0.01,2
"6749016",0,0,0.55,0.42,0.03,0.1,5
"6750453",0,0,0,1,0,0.13,4
"6750619",0,0,0,1,0,0.17,4
"6750859",0,1,0,0,0,0,3
"6751127",0,0,0,1,0,0,2
"6753616",0,0.31,0.31,0.38,0,0.07,5
"6753678",0,0.65,0,0.35,0,0.04,3
"6754231",0,0,0.68,0.16,0.16,0.08,5
"6755109",0,0.05,0,0.95,0,0.08,4
"6755967",0,0,0.94,0,0.06,0.09,5
"6756092",0,0,0,1,0,0.03,2
"6756487",0,0,0,1,0,0,2
"6756596",0,0,0.9,0,0.1,0.14,5
"6756809",0,0,1,0,0,0.17,5
"6756868",0,0,0,1,0,0,2
"6757251",0,0,0.91,0,0.09,0.04,5
"6757258",0,0,0,1,0,0,2
"6757753",0,0.57,0,0,0.43,0,3
"6757833",0,0,0.57,0.43,0,0.04,5
"6757882",0,0,1,0,0,0.14,5
"6758009",0,0,0,1,0,0.12,4
"6758570",0,0,0,1,0,0,2
"6759026",0,0,0,0.06,0.94,0,1
"6759355",0,0,0,0,1,0,1
"6759558",0,0,0,1,0,0.05,2
"6759563",0,0,0,1,0,0.1,4
"6760594",0,0,0,1,0,0.15,4
"6760870",0,0.41,0,0.55,0.04,0.08,4
"6761082",0,0,1,0,0,0.04,5
"6761225",0,1,0,0,0,0,3
"6761447",0,0,0.95,0,0.05,0.11,5
"6762179",0,0,0,1,0,0,2
"6763436",0,0,0.88,0,0.12,0.11,5
"6763754",0,0,0,0,1,0,1
"6763890",0,0,1,0,0,0.02,5
"6764786",0,0,0.94,0,0.06,0,5
"6764819",0,0.12,0.52,0.33,0.03,0.04,5
"6765007",0,0,0.93,0,0.07,0.1,5
"6765699",0,0,0,1,0,0,2
"6765790",0,0.15,0,0.85,0,0.08,4
"6766241",0,0.49,0.46,0.05,0,0.04,5
"6766388",0,0,0,1,0,0.08,4
"6766389",0,1,0,0,0,0,3
"6766752",0,0,0,0.99,0.01,0,2
"6766754",0,0,1,0,0,0.14,5
"6767003",0,0,0.88,0.12,0,0.04,5
"6767306",0,0,0.97,0.03,0,0.03,5
"6767493",0,0.12,0.88,0,0,0.06,5
"6767768",0,0.01,0.96,0.04,0,0.08,5
"6767933",0,0,0.92,0,0.08,0.04,5
"6768029",0,0,0.51,0.49,0,0,5
"6768142",0,0,0.86,0,0.14,0.05,5
"6768630",0,0,0,1,0,0.1,4
"6769139",0,0,0.57,0.4,0.03,0.02,5
"6769318",0,0,0.98,0.02,0,0.06,5
"6769648",0,0,0,1,0,0,2
"6770091",0,0,0,1,0,0.02,2
"6770119",0,0,0,1,0,0,2
"6770190",0,0,0,0,1,0,1
"6770817",0,0,0.71,0.19,0.09,0.06,5
"6770925",0,0,0.74,0.06,0.2,0.06,5
"6771180",0,0,0,0,1,0,1
"6771222",0,0.17,0.68,0.15,0,0.04,5
"6771477",0,1,0,0,0,0,3
"6771726",0,0,0.78,0,0.22,0.1,5
"6771856",0,0,0,0,1,0,1
"6771879",0,0,0,1,0,0.1,4
"6771892",0,0.07,0.88,0,0.05,0.03,5
"6771913",0,0,0.96,0,0.04,0,5
"6772766",0,0.02,0,0.96,0.02,0.16,4
"6772927",0,0,0,1,0,0.02,2
"6774758",0,0,1,0,0,0.13,5
"6775615",0,0.11,0.85,0.03,0,0.05,5
"6775714",0,0,1,0,0,0.14,5
"6775953",0,0.14,0.64,0.22,0,0.05,5
"6776129",0,0,0,1,0,0,2
"6776274",0,0,0.91,0.09,0,0.06,5
"6776661",0,0,0.46,0.54,0,0.13,4
"6776904",0,0,0,1,0,0.1,4
"6777409",0,0,0,1,0,0.07,4
"6777995",0,0,0,1,0,0.08,4
"6778084",0,0,1,0,0,0.06,5
"6779132",0,0,0,0.47,0.53,0,1
"6779491",0,0,0,0,1,0,1
"6779920",0,0,0,1,0,0.12,4
"6780149",0,0.05,0.5,0.45,0,0.04,5
"6780239",0,1,0,0,0,0.01,3
"6780278",0,0.04,0.61,0.35,0,0.05,5
"6780288",0,0,0,1,0,0.11,4
"6780349",0,0,0.94,0,0.06,0,5
"6780423",0,0.16,0.82,0,0.02,0,5
"6780500",0,0,0.38,0.52,0.1,0.08,4
"6780648",0,0,0,0,1,0,1
"6781025",0,0,0,1,0,0,2
"6781257",0,0,0,1,0,0,2
"6782138",0,0,0,1,0,0.11,4
"6782459",0,0,0,1,0,0,2
"6782671",0,1,0,0,0,0,3
"6782892",0,0.52,0,0.48,0,0.05,3
"6782933",0,0,0.8,0.2,0,0.01,5
"6783236",0,0,0,0,1,0,1
"6783238",0,0,0,0,1,0,1
"6783341",0,0,0,0,1,0,1
"6783422",0,0,0.97,0,0.03,0.06,5
"6783544",0,0,0.67,0.33,0,0.06,5
"6783845",0,0,0.92,0.08,0,0.02,5
"6784161",0,0,0,0,1,0,1
"6784181",0,0.39,0.61,0,0,0.03,5
"6784228",0,0,0.53,0,0.47,0.02,5
"6784319",0,0,0.9,0.08,0.03,0.04,5
"6784357",0,0,0,1,0,0.02,2
"6784360",0,0,0,0,1,0,1
"6784620",0,0,0.59,0.41,0,0,5
"6785246",0,0,0,1,0,0.15,4
"6785333",0,0,0,0,1,0,1
"6786223",0,0,0,1,0,0,2
"6786736",0,0.11,0.61,0.27,0,0.06,5
"6786802",0,0.05,0.72,0.22,0,0.11,5
"6786919",0,0.13,0.77,0.08,0.02,0.04,5
"6787087",0,0,0,0,1,0,1
"6787193",0,0,1,0,0,0,5
"6787338",0,0,0.89,0,0.11,0,5
"6787383",0,0.15,0.85,0,0,0.04,5
"6787653",0,0,0,1,0,0.05,2
"6788180",0,0,0,1,0,0.15,4
"6788238",0,0,0,1,0,0,2
"6789999",0,0,0,1,0,0,2
"6790791",0,0.07,0.6,0.3,0.03,0.1,5
"6790849",0,0,0,0,1,0,1
"6791109",0,0.25,0,0.75,0,0.04,2
"6792392",0,0,0.95,0.05,0,0.12,5
"6792725",0,0.31,0.19,0.51,0,0.06,4
"6793196",0,0,0,1,0,0.07,4
"6793340",0,0,1,0,0,0,5
"6793471",0,1,0,0,0,0.01,3
"6795710",0,0,1,0,0,0,5
"6796017",0,0,0,1,0,0,2
"6796115",0,0.06,0.74,0.19,0.01,0.08,5
"6796535",0,0.8,0,0.07,0.13,0.02,3
"6796642",0,0,0,1,0,0.07,4
"6797151",0,0,0.92,0,0.08,0.14,5
"6797733",0,0,0.84,0,0.16,0.04,5
"6798146",0,1,0,0,0,0.04,3
"6799790",0,0,0,1,0,0,2
"6800143",0,0,0,0,1,0,1
"6800449",0,0,0.97,0.03,0,0.2,5
"6800477",0,0.1,0,0.9,0,0.11,4
"6801005",0,0.71,0,0.29,0,0.01,3
"6801035",0,0,0,0,1,0,1
"6801051",0,1,0,0,0,0,3
"6801573",0,0.15,0.46,0.39,0,0.09,5
"6801756",0,0,0,1,0,0,2
"6801939",0,0,1,0,0,0,5
"6802335",0,0,0.23,0.77,0,0.04,2
"6802841",0,0,0,1,0,0.15,4
"6803132",0,0.2,0.4,0.33,0.07,0.02,5
"6803234",0,0,0,1,0,0.05,2
"6803676",0,0,0,1,0,0,2
"6803682",0,0,0,1,0,0.06,4
"6803752",0,0.79,0,0.21,0,0.05,3
"6803810",0,0,0,1,0,0.15,4
"6803811",0,0,1,0,0,0.13,5
"6803936",0,0,0,1,0,0.03,2
"6803986",0,0.52,0,0.48,0,0.04,3
"6804081",0,0.06,0.94,0,0,0.01,5
"6804254",0,0,1,0,0,0,5
"6804454",0,0,0,1,0,0.05,2
"6804554",0,0.99,0,0.01,0,0,3
"6804945",0,0.02,0.97,0.01,0,0.08,5
"6804994",0,0,0,0.94,0.06,0.05,4
"6805088",0,0,0.86,0,0.14,0.06,5
"6805200",0,0,0,0,1,0,1
"6805265",0,0.01,0.81,0.18,0,0.04,5
"6805373",0,0,0,0,1,0,1
"6806051",0,1,0,0,0,0,3
"6806403",0,0,1,0,0,0.04,5
"6807045",0,0.27,0,0.73,0,0.03,2
"6807231",0,0.34,0.63,0,0.03,0,5
"6807464",0,0,0,0,1,0,1
"6807556",0,0,0.95,0,0.05,0.04,5
"6808094",0,0,0,1,0,0,2
"6808503",0,0,0.91,0.07,0.02,0,5
"6808628",0,0,0,0,1,0,1
"6808733",0,0.3,0.6,0,0.1,0.04,5
"6808907",0,0,0,1,0,0,2
"6808980",0,0.83,0,0.17,0,0,3
"6808984",0,0,0,0,1,0,1
"6809223",0,0,0.77,0.23,0,0.11,5
"6809664",0,0,0,1,0,0.08,4
"6810116",0,0.11,0,0.89,0,0.22,4
"6810143",0,0,1,0,0,0.06,5
"6810215",0,0,0.98,0,0.02,0.06,5
"6810499",0,0,0.91,0.09,0,0.03,5
"6810759",0,0,1,0,0,0.28,5
"6810898",0,0,0,1,0,0,2
"6810934",0,0,0,1,0,0.2,4
"6811450",0,0,1,0,0,0.22,5
"6811494",0,0.02,0,0.61,0.37,0.01,2
"6811579",0,0,1,0,0,0.16,5
"6811617",0,0,0,0,1,0,1
"6811839",0,0.31,0.69,0,0,0.06,5
"6812255",0,0,0,1,0,0.14,4
"6812540",0,0,0,1,0,0,2
"6812866",0,0,0.95,0.05,0,0.03,5
"6813099",0,0,0.9,0,0.1,0.08,5
"6813169",0,0.05,0.11,0.84,0,0.03,2
"6813561",0,0,0.22,0.78,0,0.07,4
"6814233",0,0,0.82,0.13,0.04,0.05,5
"6814314",0,0,0,1,0,0,2
"6814337",0,0,0,1,0,0.03,2
"6814404",0,0,0,0,1,0,1
"6814413",0,0,0,0,1,0,1
"6814546",0,0,0.28,0.66,0.05,0.1,4
"6814569",0,0.2,0.37,0.43,0,0.09,5
"6815833",0,0,0,1,0,0,2
"6816085",0,0,0,1,0,0,2
"6817673",0,0,0,1,0,0,2
"6818047",0,0,0,0.9,0.1,0,2
"6819057",0,0,0,0,1,0,1
"6819107",0,0,0,1,0,0.13,4
"6820402",0,0.06,0,0.94,0,0.16,4
"6820867",0,0.18,0.7,0.06,0.06,0.06,5
"6821066",0,0,0.87,0,0.13,0.11,5
"6821072",0,0,0.93,0,0.07,0.11,5
"6821620",0,0,0,0,1,0,1
"6821678",0,0,0,1,0,0.11,4
"6821797",0,0,0,0,1,0,1
"6822000",0,0,0.91,0,0.09,0,5
"6822202",0,0.29,0,0.71,0,0.09,4
"6823540",0,0.12,0,0.78,0.09,0.13,4
"6823563",0,0,0,1,0,0.32,4
"6823776",0,0,0.86,0.14,0,0,5
"6823964",0,0,0,1,0,0,2
"6824074",0,0,1,0,0,0.07,5
"6824494",0,0,0,1,0,0.03,2
"6824526",0,0.54,0,0.07,0.39,0,3
"6824907",0,0,0.73,0.27,0,0.05,5
"6825200",0,0,0,0,1,0,1
"6825446",0,0,0.93,0,0.07,0.02,5
"6825545",0,0,0,1,0,0,2
"6825569",0,0,0,1,0,0.1,4
"6826055",0,0.61,0,0.39,0,0,3
"6826250",0,0,0.92,0,0.08,0,5
"6826390",0,0,0.84,0,0.16,0.06,5
"6826536",0,0,0.86,0.09,0.05,0.08,5
"6827019",0,0,0,1,0,0,2
"6827290",0,0,0,1,0,0.28,4
"6827481",0,0,0,1,0,0.1,4
"6827483",0,0,0,1,0,0.1,4
"6827957",0,0,0,1,0,0,2
"6828291",0,0,0,1,0,0.05,2
"6828328",0,1,0,0,0,0,3
"6828855",0,0,0,0.94,0.06,0.1,4
"6828944",0,0,0,0.22,0.78,0,1
"6829126",0,0.94,0,0.06,0,0,3
"6829204",0,0,0,1,0,0,2
"6829329",0,0,1,0,0,0.07,5
"6829615",0,0,0,0,1,0,1
"6829632",0,0,0.95,0.01,0.04,0.01,5
"6829673",0,0,0,0,1,0,1
"6829686",0,0,0.86,0,0.14,0,5
"6830306",0,0,0,1,0,0,2
"6830644",0,0,0.91,0.05,0.04,0.09,5
"6830801",0,0.04,0.91,0.01,0.05,0.09,5
"6831599",0,0,0.84,0,0.16,0.1,5
"6832225",0,0,0.87,0,0.13,0.07,5
"6832436",0,0,0,1,0,0.14,4
"6833264",0,0.1,0.47,0.43,0,0.15,4
"6833397",0,0,0,1,0,0,2
"6833411",0,0,0,1,0,0,2
"6833415",0,0,0,1,0,0.06,4
"6835059",0,0,0,0.87,0.13,0.11,4
"6836137",0,0,1,0,0,0.13,5
"6836265",0,0.18,0,0.82,0,0.12,4
"6836597",0,0,0.63,0.37,0,0.03,5
"6836784",0,0,0,0,1,0,1
"6836954",0,0.21,0,0.79,0,0.01,2
"6837356",0,0,0,1,0,0,2
"6837526",0,0,0,1,0,0.23,4
"6837983",0,0,0,1,0,0.24,4
"6838366",0,1,0,0,0,0.05,3
"6838795",0,0,0,1,0,0,2
"6838956",0,0,1,0,0,0.03,5
"6839325",0,0,0,1,0,0,2
"6839334",0,0,0,1,0,0,2
"6839623",0,0,1,0,0,0.06,5
"6841821",0,0,0,0,1,0,1
"6843858",0,0.31,0.55,0.14,0,0.08,5
"6844265",0,0,0,1,0,0.03,2
"6844364",0,0,0,1,0,0,2
"6844735",0,0,0,0,1,0,1
"6844740",0,1,0,0,0,0,3
"6844887",0,0,0.19,0.3,0.51,0.02,1
"6845020",0,0,0.71,0.29,0,0.09,5
"6845106",0,0,0,1,0,0.11,4
"6845204",0,0,0,1,0,0,2
"6845380",0,0,0,0.94,0.06,0.08,4
"6845470",0,0,0,1,0,0,2
"6845570",0,0,0.85,0,0.15,0.09,5
"6845861",0,0,0,1,0,0.21,4
"6845955",0,0,1,0,0,0.13,5
"6846354",0,0,0.94,0.06,0,0.01,5
"6846414",0,0.35,0,0.65,0,0,2
"6846441",0,0,0,1,0,0.16,4
"6846557",0,0,1,0,0,0.08,5
"6847034",0,0,0,0,1,0,1
"6847043",0,0,0,1,0,0,2
"6847274",0,0,0,1,0,0.14,4
"6847386",0,0.04,0,0.96,0,0.01,2
"6847576",0,0,0,0.69,0.31,0.02,2
"6848068",0,0,1,0,0,0,5
"6848130",0,0,0,1,0,0.21,4
"6848290",0,0.44,0,0.56,0,0.04,2
"6848863",0,0,1,0,0,0.1,5
"6848965",0,0,0.91,0,0.09,0.07,5
"6849290",0,0,0,0.67,0.33,0,2
"6849338",0,0,0,1,0,0.15,4
"6849354",0,1,0,0,0,0,3
"6849518",0,0,0,1,0,0,2
"6849850",0,1,0,0,0,0.1,3
"6852995",0,0,0.84,0.16,0,0.15,5
"6853071",0,0,0,0.01,0.99,0,1
"6853517",0,0,0.9,0,0.1,0.05,5
"6854363",0,0,1,0,0,0.1,5
"6854430",0,0,0,1,0,0.08,4
"6855201",0,0,0.95,0,0.05,0.2,5
"6855603",0,0,0,0,1,0,1
"6856437",0,0,0,1,0,0.1,4
"6856656",0,0.07,0,0.93,0,0.09,4
"6856718",0,0,1,0,0,0.1,5
"6856911",0,0,0,0,1,0,1
"6857278",0,0,0.87,0,0.13,0,5
"6857388",0,0,0,0,1,0,1
"6859204",0,0,0,1,0,0,2
"6859674",0,0,0,1,0,0.12,4
"6859797",0,0,0.51,0.49,0,0.01,5
"6860169",0,0,1,0,0,0.04,5
"6860522",0,0,0.73,0.19,0.08,0.1,5
"6861870",0,0.05,0.76,0.12,0.07,0.05,5
"6862108",0,0,0,1,0,0,2
"6862571",0,0,0,1,0,0,2
"6863012",0,0.54,0,0.46,0,0.02,3
"6863302",0,0,1,0,0,0,5
"6865019",0,0,0,1,0,0,2
"6865123",0,0,0,1,0,0.1,4
"6865555",0,0,0,1,0,0.12,4
"6866127",0,0,0,1,0,0.02,2
"6866234",0,0,0.86,0,0.14,0.05,5
"6867214",0,0.8,0,0.2,0,0,3
"6867247",0,0.33,0.65,0.01,0.01,0.04,5
"6867255",0,0,0,1,0,0,2
"6867514",0,0.12,0,0.88,0,0.06,4
"6867552",0,1,0,0,0,0,3
"6867636",0,0,0,1,0,0,2
"6871488",0,0,0.08,0.01,0.91,0.01,1
"6871958",0,0,0,0,1,0,1
"6872171",0,0,0,1,0,0.05,2
"6874264",0,0,0,1,0,0.05,2
"6876381",0,0,0,1,0,0,2
"6877254",0,0.88,0,0.12,0,0,3
"6877380",0,0,0,1,0,0,2
"6878263",0,0,0.88,0.12,0,0.06,5
"6879448",0,0,0,1,0,0,2
"6880282",0,0,0,1,0,0,2
"6880579",0,0.02,0.36,0.62,0,0.14,4
"6880703",0,0,1,0,0,0.12,5
"6880732",0,1,0,0,0,0,3
"6880809",0,0.04,0.96,0,0,0.06,5
"6880830",0,0,0.79,0.17,0.03,0.05,5
"6881426",0,0,0,1,0,0.03,2
"6882138",0,0,0,0,1,0,1
"6882192",0,0,0,1,0,0.04,2
"6882197",0,0,1,0,0,0.02,5
"6882422",0,0,0,1,0,0.1,4
"6882451",0,0,0.79,0,0.21,0,5
"6883165",0,0.24,0.23,0.53,0,0.12,4
"6883716",0,0,0,1,0,0,2
"6883845",0,0.21,0.1,0.69,0,0.1,4
"6884224",0,0,0,1,0,0.1,4
"6884354",0,0,0.9,0,0.1,0,5
"6884489",0,1,0,0,0,0,3
"6884501",0,0,0,1,0,0,2
"6884514",0,0,0.99,0,0.01,0.03,5
"6884998",0,0,0,0,1,0,1
"6885764",0,0,0,1,0,0.28,4
"6886616",0,0,0,1,0,0,2
"6887509",0,0,0.06,0.92,0.02,0.14,4
"6888547",0,0,0,1,0,0.16,4
"6888548",0,0,0.88,0,0.12,0.07,5
"6888755",0,0.99,0,0.01,0,0.02,3
"6888817",0,0,0.92,0,0.08,0.11,5
"6888832",0,0,1,0,0,0.12,5
"6889011",0,0,0.55,0,0.45,0,5
"6889358",0,0,1,0,0,0.12,5
"6890120",0,0,0,1,0,0.08,4
"6891155",0,0.95,0,0.05,0,0.02,3
"6891898",0,0,0.44,0.56,0,0.09,4
"6893954",0,0.91,0,0.09,0,0.01,3
"6894414",0,0,0,1,0,0.22,4
"6894978",0,0,0.38,0.62,0,0.11,4
"6895088",0,0,0,0,1,0,1
"6895144",0,0.14,0,0.86,0,0.14,4
"6895255",0,0,0,0,1,0,1
"6895480",0,0,0,1,0,0,2
"6897076",0,0,0.91,0,0.09,0.09,5
"6897235",0,1,0,0,0,0.05,3
"6897308",0,0,1,0,0,0.12,5
"6897318",0,0,0,1,0,0,2
"6897465",0,0,0,1,0,0.26,4
"6898567",0,0.1,0.3,0.6,0,0.08,4
"6898779",0,0,0.63,0.37,0,0.09,5
"6899105",0,0,0,1,0,0.09,4
"6899134",0,1,0,0,0,0,3
"6899241",0,0,0,1,0,0,2
"6900057",0,0,0,1,0,0,2
"6902003",0,1,0,0,0,0,3
"6902106",0,0,0,1,0,0.09,4
"6902156",0,0,0,1,0,0,2
"6902159",0,0.29,0.24,0.47,0,0.07,4
"6902160",0,0,0,0,1,0,1
"6903470",0,0,0.79,0,0.21,0.05,5
"6903847",0,0,1,0,0,0,5
"6903964",0,0,0,0,1,0,1
"6903982",0,0,0,1,0,0.15,4
"6904683",0,0,0,0,1,0,1
"6905336",0,0.02,0.91,0.02,0.05,0.05,5
"6905422",0,0,0,1,0,0,2
"6905877",0,0,0,1,0,0,2
"6906282",0,0,0,1,0,0,2
"6906366",0,0.19,0.33,0.48,0.01,0.05,5
"6906670",0,0,0,1,0,0.1,4
"6907142",0,0.43,0,0.57,0,0.13,4
"6908110",0,0,0.94,0.06,0,0.08,5
"6908225",0,0,0,1,0,0,2
"6908370",0,0,0,1,0,0,2
"6908371",0,0,1,0,0,0.17,5
"6908584",0,0.37,0.63,0,0,0.09,5
"6909055",0,0.72,0,0.28,0,0.01,3
"6909129",0,0,0,0,1,0,1
"6909870",0,0,0,1,0,0.03,2
"6909984",0,0.35,0,0.65,0,0.03,2
"6909991",0,0,0,1,0,0.05,2
"6910699",0,0,0,1,0,0,2
"6911923",0,0,0.98,0,0.02,0.03,5
"6911934",0,0,0,1,0,0,2
"6912000",0,0.36,0,0.43,0.21,0.01,2
"6913593",0,0,1,0,0,0.14,5
"6913697",0,0,0,1,0,0.1,4
"6913743",0,0,0,0,1,0,1
"6914106",0,0,0,1,0,0.19,4
"6914278",0,0,0.98,0.01,0.01,0.1,5
"6914323",0,0,0,0.93,0.07,0.05,4
"6914452",0,0,0.89,0.11,0,0.11,5
"6914457",0,0.18,0.27,0.54,0,0.06,4
"6914661",0,0.03,0,0.97,0,0.12,4
"6914981",0,0,0.89,0,0.11,0.07,5
"6915004",0,0.35,0,0.63,0.02,0.05,4
"6915201",0,0.03,0.78,0.05,0.14,0.07,5
"6915302",0,0,1,0,0,0,5
"6915315",0,0,0,0,1,0,1
"6915405",0,0,0,1,0,0,2
"6915424",0,0,0,1,0,0.09,4
"6916228",0,0.11,0.43,0.47,0,0.04,5
"6916241",0,0,0,1,0,0,2
"6916352",0,0,0,0,1,0,1
"6916533",0,0,0.75,0.23,0.02,0.13,5
"6916703",0,0,0,1,0,0,2
"6916891",0,0,0,1,0,0,2
"6916957",0,0,0,0.65,0.35,0,2
"6916997",0,0,0,1,0,0.18,4
"6917608",0,0,0,0.96,0.04,0.07,4
"6918158",0,0,0,1,0,0,2
"6918467",0,0.21,0.79,0,0,0,5
"6918782",0,0.15,0.27,0.58,0,0.09,4
"6918846",0,0,0.86,0,0.14,0.03,5
"6919759",0,0.02,0.79,0.19,0,0.1,5
"6919797",0,0.56,0,0.44,0,0.05,3
"6921877",0,0,0,1,0,0,2
"6922179",0,0,0,1,0,0,2
"6922874",0,0.85,0,0.15,0,0,3
"6923215",0,0,0,1,0,0,2
"6923830",0,0.06,0.9,0,0.05,0.03,5
"6924301",0,0.03,0.84,0.08,0.04,0.05,5
"6924320",0,0,1,0,0,0.04,5
"6925085",0,0.12,0,0,0.88,0,1
"6925116",0,0,0,1,0,0,2
"6925825",0,0,0,1,0,0,2
"6926136",0,0,0.99,0.01,0,0.08,5
"6926473",0,1,0,0,0,0.03,3
"6928675",0,0,0,0,1,0,1
"6928898",0,0,0.93,0,0.07,0.05,5
"6929665",0,0,1,0,0,0.08,5
"6930102",0,0.01,0.14,0.85,0,0.07,4
"6930245",0,0,0,1,0,0,2
"6930280",0,0,0,1,0,0.1,4
"6931193",0,0,0.34,0.66,0,0.08,4
"6931980",0,1,0,0,0,0,3
"6932327",0,0,0,1,0,0.02,2
"6932398",0,1,0,0,0,0,3
"6932520",0,0,0.92,0,0.08,0.14,5
"6932758",0,0.07,0.79,0.15,0,0.12,5
"6932773",0,0,0.88,0.12,0,0.02,5
"6933408",0,0,0.41,0.59,0,0.12,4
"6933440",0,0,0,1,0,0,2
"6933523",0,0,0.89,0.11,0,0,5
"6934183",0,0.17,0,0.83,0,0.03,2
"6935281",0,0,0,1,0,0,2
"6935571",0,0.12,0,0.88,0,0.04,2
"6935572",0,0.81,0,0.19,0,0,3
"6935673",0,0.16,0.21,0.63,0,0.12,4
"6936136",0,0.01,0.95,0.02,0.02,0.04,5
"6936782",0,0,0,1,0,0,2
"6937932",0,0,0.9,0,0.1,0.21,5
"6937988",0,0,0,1,0,0,2
"6938012",0,0,0,0,1,0,1
"6938083",0,0.47,0,0.53,0,0.04,2
"6938537",0,0,0,1,0,0,2
"6938915",0,0,0.87,0,0.13,0.11,5
"6939512",0,1,0,0,0,0,3
"6939577",0,0,0.5,0.5,0,0.08,5
"6939942",0,0,0,1,0,0.18,4
"6940148",0,0,1,0,0,0.12,5
"6940280",0,0.66,0,0.34,0,0.02,3
"6940316",0,0.09,0.35,0.54,0.02,0.02,2
"6941096",0,0.97,0,0.03,0,0,3
"6941159",0,0.79,0,0.21,0,0,3
"6941283",0,0.13,0,0.87,0,0.04,2
"6941569",0,0,0.93,0,0.07,0.08,5
"6941591",0,0.48,0,0.52,0,0.05,4
"6941672",0,0,0,1,0,0.15,4
"6941694",0,0,0,1,0,0,2
"6941879",0,0,0,1,0,0,2
"6942094",0,0,0,1,0,0.06,4
"6942348",0,0,0.7,0.25,0.05,0.02,5
"6942655",0,0,0.93,0.07,0,0,5
"6942881",0,0.66,0,0.34,0,0,3
"6943069",0,0.07,0.81,0.12,0,0.12,5
"6943281",0,0,0,1,0,0.1,4
"6943450",0,0,0.95,0.05,0,0.09,5
"6943976",0,1,0,0,0,0,3
"6944638",0,0.28,0,0.72,0,0.09,4
"6944968",0,0,0,1,0,0.1,4
"6944980",0,0,0.64,0,0.36,0.09,5
"6945363",0,0,0,1,0,0.15,4
"6945410",0,0.11,0,0.89,0,0,2
"6945493",0,0,0,1,0,0,2
"6945672",0,0.37,0,0.63,0,0.06,4
"6946003",0,0.51,0.18,0.31,0,0.07,3
"6946081",0,0,0,1,0,0,2
"6946775",0,0,0.91,0.03,0.06,0.07,5
"6947243",0,0.15,0,0.85,0,0.04,2
"6947251",0,0,0,1,0,0,2
"6947442",0,0,1,0,0,0,5
"6947545",0,0,0,1,0,0.01,2
"6947600",0,0,0,0,1,0,1
"6947769",0,0,0.79,0.16,0.05,0.06,5
"6948097",0,0,0.87,0,0.13,0.03,5
"6948195",0,0.23,0,0,0.77,0,1
"6948410",0,0,0.66,0.34,0,0.04,5
"6948680",0,0.06,0,0.94,0,0.14,4
"6948958",0,0.52,0,0.48,0,0.05,3
"6949098",0,0,1,0,0,0.04,5
"6949264",0,0.63,0,0.37,0,0,3
"6949329",0,0.34,0.45,0.21,0,0.02,5
"6949636",0,0,0,1,0,0,2
"6949721",0,0,0.95,0,0.05,0.12,5
"6950003",0,0,0.76,0.24,0,0.13,5
"6950016",0,0,1,0,0,0.13,5
"6950533",0,1,0,0,0,0,3
"6951057",0,0,0,1,0,0,2
"6951331",0,0.46,0,0.54,0,0,2
"6951362",0,0,0.86,0.12,0.02,0.02,5
"6951382",0,0,0.83,0.04,0.13,0.18,5
"6951606",0,0,0,1,0,0.25,4
"6951719",0,0.18,0.82,0,0,0.12,5
"6951790",0,0,0.67,0.33,0,0.01,5
"6952047",0,0,0.93,0,0.07,0.14,5
"6952061",0,0,0,1,0,0,2
"6952322",0,0.14,0,0.86,0,0.06,4
"6952380",0,0,0,1,0,0.16,4
"6952615",0,0,0.43,0.57,0,0.07,4
"6952822",0,0,0,1,0,0.03,2
"6953142",0,0.19,0.55,0.27,0,0.08,5
"6953700",0,0.09,0,0.91,0,0.16,4
"6954144",0,0,0,0,1,0,1
"6954169",0,0,0.9,0,0.1,0.05,5
"6954499",0,0,0.76,0.24,0,0,5
"6955371",0,0.24,0,0.76,0,0.11,4
"6955869",0,0,1,0,0,0.12,5
"6955934",0,0,0,1,0,0.12,4
"6956000",0,0,0,1,0,0.1,4
"6956246",0,0,0.43,0.57,0,0.06,4
"6956306",0,0,0,0,1,0,1
"6956429",0,0,1,0,0,0,5
"6956488",0,0,0,1,0,0.01,2
"6956707",0,0,0.74,0,0.26,0.07,5
"6956900",0,0,0,1,0,0,2
"6956902",0,0,0,1,0,0,2
"6957096",0,1,0,0,0,0.03,3
"6957249",0,0,0.99,0.01,0,0.07,5
"6957522",0,0,0.64,0.36,0,0.03,5
"6957541",0,0,1,0,0,0.14,5
"6957608",0,0,0,0,1,0,1
"6957654",0,0.16,0.02,0.82,0,0.15,4
"6958076",0,0,0,0,1,0,1
"6958113",0,0,1,0,0,0.03,5
"6958431",0,0,0,0,1,0,1
"6958745",0,0.2,0.38,0.42,0,0.11,4
