"","Lubricantes","Neumaticos","Repuestos","Servicios","% Descuento","Frecuencia","$ Venta.y","Recencia","cluster"
"19183341",0,1,0,0,0,1,121260,930,4
"19185953",0,0,0,1,0,2,34202,34,1
"19186499",1,0,0,0,0,1,3689,756,3
"19186646",0,1,0,0,0.03,2,164338,235,4
"19189138",0.05,0,0.95,0,0,6,140466,129,2
"19194697",0,0,0,1,0,1,16303,339,1
"19194704",0,0,0,1,0,1,9664,301,1
"19194861",0,0,0,1,0,1,25126,62,1
"19194916",0,0,0,1,0,7,75090,268,1
"19195336",0,0,0,1,0,1,9664,424,1
"19195615",0,0,0,1,0,1,14538,61,1
"19195675",0,1,0,0,0.05,1,186336,299,4
"19196037",0,1,0,0,0.05,2,174252,62,4
"19196501",0,0,0,1,0,2,18067,165,1
"19196813",0,0,0,1,0,1,8740,705,1
"19196863",1,0,0,0,0,3,87369,157,3
"19197373",0,0.92,0,0.08,0.04,8,1033386,245,4
"19197380",0,0,1,0,0,2,18605,143,2
"19197486",0,0,0,1,0,1,14538,614,1
"19197503",0,0.94,0,0.06,0.11,3,204674,342,4
"19197576",1,0,0,0,0,1,2840,808,3
"19197959",0,0,0,1,0,6,56386,135,1
"19198021",0,0,0,1,0,1,4790,539,1
"19198513",0,0,1,0,0,2,39269,619,2
"19200232",0,0,0,1,0,2,37815,146,1
"19200690",0,0,1,0,0,2,294093,430,2
"19201821",0.19,0.2,0.6,0,0.04,87,2760243,25,2
"19202308",0,0,0,1,0,1,14538,186,1
"19202489",0,0.67,0.32,0,0.04,17,1169937,34,4
"19203156",0,0,1,0,0,1,9655,284,2
"19203978",0,0,0,1,0,1,12100,1014,1
"19205026",0,0,1,0,0,1,16798,749,2
"19205998",1,0,0,0,0,1,34445,415,3
"19206615",0,0,1,0,0.01,26,1407098,283,2
"19207625",0.12,0,0.88,0,0,9,129940,38,2
"19208350",0,0,0,1,0,4,62101,83,1
"19210098",0,0,0,1,0,3,56304,219,1
"19210293",0,0.84,0,0.16,0.15,4,184310,88,4
"19211910",0,0.79,0.21,0,0.07,2,319808,384,4
"19212787",0,0.59,0,0.41,0.06,6,88522,33,4
"19214126",1,0,0,0,0.06,1,67378,990,3
"19215531",1,0,0,0,0,1,42008,324,3
"19215572",0.11,0.68,0.21,0,0.07,38,4130763,152,4
"19218144",0,0.78,0,0.22,0.1,8,92790,42,4
"19218161",0,0.92,0,0.08,0.18,4,409216,248,4
"19218175",0,0,0,1,0,1,21008,816,1
"19218199",0,0,0,1,0,1,8403,866,1
"19218245",0,0,1,0,0.12,1,62970,329,2
"19218692",0,0,0,1,0,1,10084,971,1
"19218870",0,0,0,1,0,1,8403,147,1
"19219076",1,0,0,0,0,1,30588,695,3
"19220611",0,0,1,0,0,1,24185,425,2
"19221135",0.45,0,0.55,0,0.06,8,112210,938,5
"19221159",0,1,0,0,0.06,1,48218,916,4
"19221550",0,0.77,0.15,0.08,0.05,7,462490,697,4
"19221620",0,0,0,1,0,6,234453,914,1
"19223397",0,0,1,0,0,4,276798,397,2
"19224154",0,0,0,1,0,1,11765,880,1
"19228860",0,0,1,0,0,5,21949,322,2
"19229117",0,0,0,1,0,6,79898,74,1
"19231067",1,0,0,0,0,5,214933,90,3
"19231554",0,0,0,1,0,4,26555,430,1
"19234998",0.94,0,0.06,0,0.01,5,269236,76,3
"19236761",0,1,0,0,0.36,1,89120,178,4
"19238020",1,0,0,0,0,1,33605,448,3
"19242344",0,0.35,0.65,0,0.2,2,82634,161,2
"19242872",0,0,1,0,0,1,23496,28,2
"19244583",0,1,0,0,0,6,109208,405,4
"19247408",0,1,0,0,0,2,134452,52,4
"19247632",1,0,0,0,0,1,142770,154,3
"19247904",0,0,1,0,0,2,17857,312,2
"19247918",0,0,1,0,0,1,29673,754,2
"19248666",0,0,0,1,0,2,4958,89,1
"19249531",0,0,0.74,0.26,0,3,79235,248,2
"19250344",0,0,1,0,0,1,21630,627,2
"19250348",0,0.87,0.06,0.07,0,4,55253,891,4
"19250481",0,0.97,0,0.03,0.03,5,321950,105,4
"19250580",0,0,1,0,0,1,12765,938,5
"19251352",0,0,1,0,0,1,12067,266,2
"19251688",0,0.15,0.59,0.25,0.03,18,885262,91,2
"19251820",0,0,1,0,0.12,1,27257,563,5
"19251993",0,0,1,0,0,5,50832,905,5
"19252403",0.4,0,0.6,0,0.12,14,267619,409,2
"19253076",0,0,1,0,0,6,53665,345,2
"19253340",0,0.81,0,0.19,0.05,5,90220,52,4
"19253586",0,0,1,0,0,3,15253,704,2
"19253967",0,0,1,0,0,26,608371,54,2
"19254708",0.15,0,0.85,0,0.01,7,326919,91,2
"19254926",0,0,0,1,0,1,3697,84,1
"19255166",0,0,1,0,0,1,8395,606,2
"19255913",0,0,1,0,0.07,4,149499,181,2
"19256127",0,0,0,1,0,2,21344,976,1
"19256817",0,0.89,0,0.11,0.13,2,103432,753,4
"19257103",0,1,0,0,0.07,2,125916,413,4
"19258432",0,0,1,0,0.12,4,52495,26,2
"19261179",0,0,0,1,0,2,21093,147,1
"19261593",0,0,1,0,0.05,1,25898,332,2
"19262229",0.32,0,0.57,0.11,0.06,5,200064,48,2
"19262391",0,0.97,0,0,0,2,247041,49,4
"19262911",0,0,1,0,0.06,1,18697,228,2
"19263566",0,0.25,0.7,0.05,0.06,43,1321916,118,2
"19263803",0,0,0,1,0,1,21849,378,1
"19263983",0,0,0,1,0,1,12353,73,1
"19264059",0,0,0,1,0,2,34455,375,1
"19264315",0,1,0,0,0.2,1,51078,223,4
"19264834",0,0,1,0,0,1,11748,523,2
"19265082",0.17,0.49,0.24,0.09,0.05,57,2323918,27,4
"19266498",1,0,0,0,0,2,67554,331,3
"19266880",0,0,1,0,0,1,63780,217,2
"19267081",0,0,1,0,0.12,1,11034,284,2
"19269874",0.45,0.41,0,0.13,0,7,304739,629,3
"19270312",0,0.95,0,0,0,2,159647,61,4
"19270441",0,0.88,0,0.12,0.04,3,230824,317,4
"19270624",0,0,1,0,0.03,2,174253,132,2
"19270810",0,0.83,0,0.17,0.12,3,166556,116,4
"19272301",0,0,1,0,0,1,126042,90,2
"19272822",0.46,0.54,0,0,0.03,6,373050,102,3
"19273077",0,0,1,0,0,1,48731,187,2
"19273285",0,0.88,0,0.12,0.13,4,318595,117,4
"19273361",0,0,1,0,0,1,13428,39,2
"19274452",0,1,0,0,0.12,1,113556,835,4
"19274459",0.78,0,0.22,0,0.02,5,49522,276,3
"19275308",0,0,1,0,0.09,3,55442,616,5
"19276526",0,0,0,1,0,2,19159,38,1
"19279213",0,0,0,1,0,2,17142,503,1
"19281789",0,0,0.11,0.89,0,3,47379,68,1
"19282021",0,0,1,0,0.14,12,153177,77,2
"19283055",0,0,0,1,0,1,9664,303,1
"19284641",0,0.84,0,0.16,0.1,3,123721,1011,4
"19286141",0,0.91,0,0.09,0.14,3,95844,1012,4
"19286852",0,0,1,0,0,1,9739,110,2
"19287740",0,1,0,0,0.13,2,2412460,140,4
"19288747",0,1,0,0,0.1,1,127028,339,4
"19289081",0,1,0,0,0,2,100808,411,4
"19289613",0,0,1,0,0.12,1,6270,251,2
"19289937",0,0,1,0,0,1,51563,734,2
"19291477",0,0,0,1,0,1,6050,938,1
"19291931",0,1,0,0,0,1,101648,412,4
"19292609",0,0,0,1,0,1,2605,689,1
"19293378",0,1,0,0,0,2,87378,102,4
"19293504",0,0,0,1,0,3,35464,60,1
"19293996",0.81,0,0.19,0,0,2,55882,755,3
"19294073",0,0,0,1,0,3,27798,180,1
"19294265",0,1,0,0,0.12,1,58406,293,4
"19294526",0,1,0,0,0.02,2,814252,58,4
"19294722",0,0.94,0,0.06,0.09,3,187850,576,4
"19294895",0,0.84,0,0.16,0.12,5,227535,741,4
"19295073",0,1,0,0,0.14,1,124204,118,4
"19295760",0.43,0,0.57,0,0.01,2,94093,683,3
"19298492",0,0,1,0,0.07,5,28851,28,2
"19298520",0,1,0,0,0.12,1,69564,431,4
"19298888",0.11,0.5,0.39,0,0.07,17,1096304,320,4
"19299624",0,0,1,0,0.12,4,177146,89,2
"19299732",0,0,1,0,0.1,2,11042,1011,5
"19300188",0,0,1,0,0.05,11,383351,523,2
"19300189",0,0,1,0,0,1,2798,553,2
"19300302",0,0,1,0,0,1,4252,945,5
"19300552",0,1,0,0,0.06,1,50287,51,4
"19300615",0,0,1,0,0.01,3,125709,396,2
"19303927",0.32,0,0.68,0,0.02,2,34400,335,2
"19304028",0,0,0.76,0,0,2,46067,238,2
"19304583",0,0,0,1,0,1,9664,434,1
"19305009",0,0.9,0,0.1,0.05,2,301060,450,4
"19305120",0,0,0,1,0,2,18404,424,1
"19305131",1,0,0,0,0,1,57126,111,3
"19305752",0,0,1,0,0,1,3992,255,2
"19305968",0,0,0,1,0,1,11428,46,1
"19306258",0,0.71,0,0.29,0.18,4,77196,417,4
"19306277",0,0,0,1,0,1,58824,865,1
"19308884",0,0,1,0,0,1,59983,1020,5
"19310042",0,0,1,0,0,1,25370,683,2
"19313438",0,0,0,1,0,1,9664,578,1
"19313548",0,0,1,0,0.12,1,7813,970,5
"19314514",0,0,0,1,0,2,22436,628,1
"19318418",0,0,1,0,0,1,20034,608,2
"19319560",0,0,1,0,0,1,7260,327,2
"19322202",0.14,0,0.86,0,0.07,27,479844,320,2
"19322697",0,0,0,1,0,3,7840,136,1
"19322749",0,0,1,0,0,2,17355,273,2
"19324117",0,0.81,0,0.19,0.1,3,81502,990,4
"19324425",0,1,0,0,0.04,1,354928,504,4
"19324765",0,0,0,1,0,2,16134,138,1
"19325666",0,1,0,0,0.14,1,88724,307,4
"19326659",0,1,0,0,0,1,285698,51,4
"19326813",0,0,1,0,0.03,2,102218,68,2
"19326903",0.3,0,0.7,0,0.09,2,13536,746,5
"19326915",0,0,1,0,0,1,7932,286,2
"19328622",0,0,1,0,0.15,4,46541,280,2
"19330773",0.59,0,0.41,0,0,8,202023,60,3
"19331597",0,1,0,0,0.13,3,107731,681,4
"19332573",0,0.95,0,0.05,0,2,96093,525,4
"19332704",0,0,1,0,0.04,1,68563,68,2
"19333123",0,0.98,0,0.02,0.02,8,2226670,171,4
"19333863",0,0,0,1,0,2,15294,216,1
"19334432",0,0.89,0,0.11,0.19,4,370641,376,4
"19335225",0,0,0,1,0,3,22084,350,1
"19337238",1,0,0,0,0.04,2,66857,546,3
"19337368",0,0,0,1,0,1,9244,961,1
"19337638",0,0,1,0,0.03,5,94033,90,2
"19338285",0.37,0,0.63,0,0.07,3,52780,151,2
"19338348",0,0,1,0,0.09,3,53548,243,2
"19343113",0,0,1,0,0,1,3790,397,2
"19344850",0.01,0.79,0.13,0.07,0.06,20,2469714,180,4
"19345121",0.02,0,0.98,0,0.12,25,1329652,81,2
"19345818",0,0,1,0,0,1,43680,534,2
"19346623",0,0,1,0,0,4,60697,86,2
"19348661",0,0,1,0,0,1,12016,850,5
"19352151",0,0,1,0,0.02,15,203302,332,2
"19352435",0,0,1,0,0.1,1,101192,818,5
"19353249",0,0,0,1,0,2,24452,427,1
"19353340",0,0,1,0,0,1,6714,116,2
"19353521",0,0,0,1,0,3,37059,208,1
"19355293",0,1,0,0,0,1,88218,277,4
"19359378",0,0,1,0,0,4,17117,129,2
"19360511",0,0,0,1,0,2,17815,537,1
"19363258",0,0.88,0.12,0,0.01,3,248625,945,4
"19363346",0,0.68,0.32,0,0.03,2,340374,355,4
"19364045",0,0,0,1,0,1,11428,447,1
"19364705",0,0,1,0,0,2,337967,147,2
"19365193",0,0.88,0,0.12,0.07,4,122832,35,4
"19365223",0.26,0.7,0,0.04,0.06,11,694453,486,4
"19365935",0.09,0.36,0.54,0.01,0.01,30,2223450,24,2
"19365989",0,0,1,0,0,1,34244,135,2
"19366326",0,1,0,0,0,1,85689,244,4
"19366424",0,0.91,0,0.09,0.23,4,115000,1005,5
"19366520",0,0,0,1,0,1,12353,426,1
"19366667",0,1,0,0,0.06,1,334892,444,4
"19366786",0,0,1,0,0.05,5,64633,305,2
"19366819",0.23,0.72,0,0.04,0.06,6,164591,109,4
"19366859",0.13,0,0.87,0,0.01,5,151851,116,2
"19367014",0,0,0,1,0,1,4874,418,1
"19367128",0,0,0,1,0,3,9328,322,1
"19367153",0,0.82,0,0.18,0.06,6,137698,63,4
"19367409",0,0,0,1,0,2,18908,420,1
"19367862",0,0,0,1,0,1,6386,345,1
"19367945",0.38,0.55,0.05,0.02,0.03,39,3126643,68,4
"19368541",0,0,1,0,0,2,5445,42,2
"19369032",0,0,0,1,0,2,15630,926,1
"19369058",0,0,1,0,0,2,27067,221,2
"19369064",0,0,1,0,0,1,3353,61,2
"19369239",0,1,0,0,0,1,25202,697,4
"19369367",0,0,0,1,0,3,35043,595,1
"19369541",0,0.8,0,0.2,0.1,5,195266,676,4
"19370512",0,0,1,0,0.12,5,33698,332,2
"19371025",0,0,1,0,0,1,2294,89,2
"19371386",0.88,0,0.12,0,0,3,79866,262,3
"19372099",0,1,0,0,0.14,1,62102,341,4
"19372287",0,0,1,0,0,1,16378,153,2
"19372754",0,0.92,0,0.08,0,2,43681,132,4
"19373413",0,0.7,0,0.3,0.1,4,76237,446,4
"19373929",0,0,0,1,0,1,7983,915,1
"19374245",0,0,0,1,0,4,39580,383,1
"19374403",0,0,1,0,0,1,2286,812,5
"19376301",0,1,0,0,0,2,147864,88,4
"19379412",1,0,0,0,0.05,1,10479,292,3
"19379491",0,0.87,0,0.13,0.12,8,284271,452,4
"19382483",0,0,0,1,0,1,9244,774,1
"19386213",0,1,0,0,0.14,1,180408,88,4
"19386725",0,0.09,0.89,0.01,0.04,32,3175748,293,2
"19387208",0,0,1,0,0,2,62617,933,5
"19388653",0,0.78,0,0.22,0.09,3,108540,693,4
"19388672",0.02,0.98,0,0,0.05,2,102504,140,4
"19389843",0,1,0,0,0,1,14697,628,4
"19392177",0,0.85,0,0.15,0.11,4,275284,919,4
"19392363",0,0,1,0,0.12,2,200496,244,2
"19392578",0,0,1,0,0.33,3,6126,38,5
"19392615",0,0,1,0,0,1,3899,230,2
"19394741",0.53,0,0.47,0,0.04,4,71043,164,3
"19396985",1,0,0,0,0,1,25194,287,3
"19399536",0,0,1,0,0,1,2504,385,2
"19400163",0,0.81,0,0.19,0.1,3,131300,447,4
"19402784",0,1,0,0,0.14,1,118288,117,4
"19402977",0,1,0,0,0.1,1,75328,954,4
"19403095",0,0,0,1,0,1,21849,34,1
"19403254",0,1,0,0,0.11,2,154494,615,4
"19406861",0,0,1,0,0,5,61422,109,2
"19408665",0,0.89,0.11,0,0.01,2,241375,364,4
"19409433",1,0,0,0,0,2,55798,691,3
"19411501",0,0,1,0,0.15,1,7336,811,5
"19413290",0,0,1,0,0,2,5360,524,2
"19413293",0,0,1,0,0.03,17,667509,67,2
"19413349",0,0,0,1,0,3,33243,280,1
"19413390",0.2,0,0.8,0,0.04,14,224219,38,2
"19414501",0,0.74,0,0.26,0.11,26,636404,136,4
"19414573",0,0,0,1,0,4,17225,79,1
"19414601",0,0,1,0,0,1,70488,404,2
"19414763",0,0,0,1,0,5,14621,492,1
"19414785",0,0,0,1,0,4,30752,234,1
"19414882",0,0,1,0,0.1,1,109436,374,2
"19415076",0,0,0,1,0,3,20672,174,1
"19415129",0,0.94,0,0.06,0.11,5,433264,296,4
"19415187",0,0.8,0,0.2,0.08,4,82134,278,4
"19415238",0,0,0,1,0,3,41900,174,1
"19415372",0,0,0,1,0,1,12353,247,1
"19417069",0,0,1,0,0.12,1,52866,829,5
"19421890",0,0,1,0,0,4,55059,473,2
"19422144",0,1,0,0,0,4,132738,427,4
"19424318",1,0,0,0,0,1,5874,1005,3
"19426933",0,0,0,1,0,2,42857,612,1
"19426957",0,1,0,0,0,1,144522,171,4
"19427045",0.93,0,0.07,0,0,2,39605,201,3
"19428236",0,0,0,1,0,1,7059,355,1
"19431432",0,1,0,0,0,2,38647,182,4
"19434972",0.07,0,0.93,0,0.17,29,2081223,233,2
"19436974",0,1,0,0,0.05,1,271042,487,4
"19437383",0,0,0,1,0,1,18488,809,1
"19437420",0,0.82,0,0.18,0,3,63680,580,4
"19437478",0,0.83,0,0.17,0,3,101344,859,4
"19437595",0,0,1,0,0,1,25512,193,2
"19437643",0,0,1,0,0,14,606415,33,2
"19437701",0,0,1,0,0.06,1,8239,434,2
"19439374",0,0.95,0,0.05,0.04,2,116731,167,4
"19440789",0,0,1,0,0.05,6,102717,116,2
"19442155",0,0,0,1,0,1,9664,235,1
"19442754",0,0,1,0,0,1,210076,817,5
"19442973",0,1,0,0,0.14,1,135306,65,4
"19443654",1,0,0,0,0.05,1,13706,228,3
"19446304",0,1,0,0,0.13,1,282788,993,4
"19446408",0,1,0,0,0.06,1,98976,600,4
"19446536",0,0,1,0,0,1,22613,593,2
"19448661",0,1,0,0,0.07,2,382288,362,4
"19448843",0,0,1,0,0,1,6832,142,2
"19451031",1,0,0,0,0,2,27714,114,3
"19452483",0,0,1,0,0,6,119178,35,2
"19452957",0,0.92,0.08,0,0.08,3,173581,794,4
"19454362",0,0.82,0.18,0,0.04,2,158395,646,4
"19455473",0,1,0,0,0.04,1,451750,35,4
"19457035",0,0,1,0,0,1,2319,863,5
"19457714",0,0.93,0,0.07,0.05,2,42219,531,4
"19457736",0,0.95,0.05,0,0,2,282168,100,4
"19458502",0,1,0,0,0.09,1,166992,987,4
"19459172",1,0,0,0,0.12,1,21925,803,3
"19461080",0.05,0,0.94,0.01,0,59,2821034,75,2
"19461383",0,1,0,0,0,1,40924,283,4
"19462354",0,0,0,1,0,2,21093,719,1
"19463912",0,1,0,0,0.14,2,69514,137,4
"19464318",0,0,0,1,0,1,12353,286,1
"19464746",0,0,0,1,0,1,9664,237,1
"19465268",0.59,0.23,0.18,0,0.01,44,2151397,42,3
"19465869",0,0,0,1,0,1,3109,710,1
"19466263",0,1,0,0,0.14,1,217116,845,4
"19466760",0,0.92,0,0.08,0.09,4,160304,118,4
"19472565",0,0,1,0,0,1,8992,194,2
"19472970",0,0,0,1,0,2,9664,32,1
"19473724",0,0,1,0,0.1,1,23642,688,5
"19476252",0,0,0,1,0,3,48237,269,1
"19476313",0,0,0,1,0,1,11428,200,1
"19476517",0,0,0,1,0,1,9664,481,1
"19476923",0,0,0,1,0,2,29833,194,1
"19477289",0.12,0.84,0.04,0,0.27,10,224049,53,4
"19477672",0,0,0,1,0,4,54201,581,1
"19477861",0,0,0,1,0,1,14788,413,1
"19477886",0,0,0,1,0,2,20925,734,1
"19478215",0,0,0,1,0,3,33613,48,1
"19478419",0,0,0,1,0,1,14538,525,1
"19478548",0,0,0,1,0,1,10924,108,1
"19478797",0,0,0,1,0,4,26384,72,1
"19479100",0,0,0,1,0,2,18404,171,1
"19479578",0,0,0,1,0,3,29076,144,1
"19479808",0,0.84,0,0.16,0.07,7,229809,236,4
"19480126",0,0,0,1,0,1,16303,387,1
"19480377",0,0,0,1,0,5,43698,154,1
"19482347",0,0,0,1,0,1,1933,308,1
"19482748",0,0,1,0,0.06,6,41734,245,2
"19483611",1,0,0,0,0,1,65370,408,3
"19484938",0,0,1,0,0,1,8395,130,2
"19484975",1,0,0,0,0,1,13437,360,3
"19486257",0,0,1,0,0.12,1,10792,930,5
"19486677",0,1,0,0,0.04,1,726016,245,4
"19486942",0,0,1,0,0.05,1,116966,124,2
"19487303",0,1,0,0,0,3,164032,945,4
"19488506",0,0,1,0,0,1,8395,312,2
"19497144",0,0,1,0,0,2,18470,55,2
"19497534",0.37,0,0,0.63,0,3,54781,143,1
"19501304",0,0,0,1,0,2,20252,608,1
"19502676",0,0,0,1,0,1,16807,107,1
"19502941",0,0,1,0,0,5,64244,96,2
"19505844",1,0,0,0,0,1,42429,375,3
"19507553",0,0.68,0,0.32,0.22,4,64926,262,4
"19507647",0.01,0,0.88,0.12,0.03,10,197286,248,2
"19508363",0,1,0,0,0.1,1,114186,280,4
"19508443",0,0,1,0,0,1,25966,839,5
"19509605",0,0.9,0,0,0,4,84437,101,4
"19510713",0,0,1,0,0,1,2513,87,2
"19511847",0,0,0,1,0,3,45376,83,1
"19512589",0,0,0,1,0,3,29159,972,1
"19514776",0,0,1,0,0,3,25126,930,5
"19515138",0,0,0,1,0,1,3530,443,1
"19516567",0,0,1,0,0,2,31764,790,5
"19517525",1,0,0,0,0,1,41168,89,3
"19518427",0,0,0,1,0,3,20337,480,1
"19518655",0,0,0,1,0,1,1008,720,1
"19518715",0,0,1,0,0.26,9,368843,347,5
"19518827",0,1,0,0,0.04,1,185816,572,4
"19519772",1,0,0,0,0.09,1,239656,359,3
"19519955",0,0,0,1,0,1,11428,376,1
"19520135",0,0,0,1,0,2,25125,482,1
"19520340",0,0,0,1,0,1,6386,217,1
"19520430",0,0,0,1,0,3,23428,404,1
"19523515",0,0,1,0,0,1,19319,81,2
"19525648",0,0,0,1,0,3,33243,402,1
"19526897",0,0,1,0,0,1,118479,235,2
"19530131",0,0.78,0,0.22,0.04,3,111932,681,4
"19531028",0,0,0,1,0,1,1933,147,1
"19531736",0.75,0,0.25,0,0,5,84396,272,3
"19533895",0,0.81,0,0.19,0.12,4,161348,125,4
"19534111",0,1,0,0,0.12,2,196640,89,4
"19534225",0,1,0,0,0.24,8,322655,73,4
"19534421",0,0.81,0,0.19,0.12,3,67128,494,4
"19534647",0,0,0,1,0,1,4874,125,1
"19534894",0,0,1,0,0,1,6807,465,2
"19535138",0,0.95,0.02,0.03,0.11,4,1445650,682,4
"19535151",0,1,0,0,0,2,31084,376,4
"19535294",0,0,0,1,0,2,29160,469,1
"19535467",0,1,0,0,0,4,297445,273,4
"19535895",0.09,0,0,0.91,0,44,766705,77,1
"19536484",0,0,0,1,0,3,22438,392,1
"19536604",0,0,0.49,0.51,0,7,182463,157,1
"19536834",0,0.85,0,0.15,0.12,3,187260,215,4
"19537170",0,1,0,0,0.03,3,147176,60,4
"19537813",0,0,1,0,0,1,130244,46,2
"19538161",0,1,0,0,0.04,1,274270,329,4
"19540567",0.01,0,0.92,0.07,0.02,18,223500,208,2
"19540938",0,0.76,0,0.24,0.05,4,62837,843,4
"19541186",0.07,0.19,0.74,0,0.03,40,653761,665,2
"19541258",0,0,0,1,0,2,20670,286,1
"19541293",0,0.83,0,0.17,0.08,3,72708,194,4
"19541302",0.87,0,0.13,0,0.01,2,31867,826,3
"19541610",0,1,0,0,0,1,141144,123,4
"19541839",0,0,0,1,0,1,9664,117,1
"19542003",0,0,0,1,0,1,9664,209,1
"19542475",0.01,0,0.99,0,0.27,22,175322,38,5
"19542925",0,0,1,0,0,1,25210,810,5
"19543166",0,0,0,1,0,1,9244,746,1
"19543177",0,0,0,1,0,2,30588,129,1
"19543850",0,0.96,0.04,0,0,4,150370,75,4
"19548598",0,0,1,0,0,1,16798,952,5
"19549616",0,0,1,0,0,1,42286,137,2
"19550744",0,0,1,0,0.15,1,50629,146,2
"19550780",0,0,0.76,0,0,4,34420,377,2
"19550849",0,0,1,0,0,1,81084,259,2
"19551660",0,0,1,0,0.14,4,86524,629,5
"19552418",0.25,0.52,0.23,0,0.05,103,11524005,55,4
"19552517",0,0,0,1,0,2,20420,370,1
"19552749",0,0,0,1,0,5,34781,84,1
"19552845",0,0,0,1,0,2,18404,292,1
"19553024",0,0.93,0,0.07,0.05,5,579926,264,4
"19553716",0,0.83,0,0,0,5,198286,178,4
"19553976",0,1,0,0,0.02,2,56822,98,4
"19554262",0,0.87,0.13,0,0,5,306909,342,4
"19554275",0,0,0,1,0,2,15378,426,1
"19555160",0,1,0,0,0,1,268890,87,4
"19555242",0,0,0,1,0,5,35881,574,1
"19555365",0,0,1,0,0.05,1,24540,47,2
"19555366",0,0,0,1,0,1,7563,762,1
"19555428",0.43,0.5,0.07,0,0,5,183808,194,3
"19555838",0,0,1,0,0.12,1,11057,272,2
"19556080",0,0.89,0,0.11,0.11,3,210724,649,4
"19556658",0,0,1,0,0.06,1,46095,34,2
"19559194",0,1,0,0,0.1,1,62758,277,4
"19561541",0,0,0,1,0,1,9664,474,1
"19562119",0.35,0,0.63,0.03,0.08,39,987843,34,2
"19562153",0,0,0.84,0,0,2,16034,222,2
"19562538",0,0,0,1,0,1,6723,780,1
"19567221",1,0,0,0,0,1,84025,75,3
"19571554",0,1,0,0,0.1,1,124004,427,4
"19573311",0,0,0,1,0,4,79833,833,1
"19574802",0,0,1,0,0,1,11748,978,5
"19578975",0,0.87,0,0.13,0,3,169058,35,4
"19579085",0.31,0,0.69,0,0.05,9,206963,238,2
"19579313",1,0,0,0,0.02,1,27169,608,3
"19579702",0.05,0.42,0.53,0,0.05,28,2944733,628,2
"19582925",0,0,0.02,0.98,0,5,44881,391,1
"19583207",0,1,0,0,0,1,74774,289,4
"19584309",0,0,0,1,0,2,17564,277,1
"19585933",1,0,0,0,0,1,26874,304,3
"19588130",0,0,0,1,0,2,21175,686,1
"19589064",0,0.85,0,0.15,0.11,5,157122,804,4
"19589251",0,0,0,1,0,1,9664,283,1
"19590523",0,1,0,0,0.1,1,51043,280,4
"19592271",0,0,0,1,0,4,39832,686,1
"19592681",0,0,0,1,0,2,5151,558,1
"19594019",0,0,1,0,0.12,1,17864,864,5
"19594185",0.57,0,0.43,0,0,8,116690,812,3
"19594985",0,0.85,0,0.15,0.12,4,102356,493,4
"19596045",0,0,0,1,0,1,9664,480,1
"19597166",0,0.88,0,0.12,0.16,3,120306,179,4
"19597509",1,0,0,0,0,1,39487,349,3
"19599811",0,0,0,1,0,4,34843,154,1
"19600722",0,0,0.25,0.75,0,3,21748,72,1
"19601208",0,0,1,0,0.12,1,68060,273,2
"19601375",0.04,0.86,0.05,0.05,0.08,5,738071,153,4
"19601851",0,1,0,0,0.04,1,96792,633,4
"19604465",0,0,1,0,0,1,10059,382,2
"19606927",0,0,1,0,0,1,58815,139,2
"19607056",0.01,0,0.99,0,0.02,170,3840386,104,2
"19608609",1,0,0,0,0.05,1,79042,361,3
"19609293",0,0.6,0,0.4,0,7,138971,164,4
"19609972",0,1,0,0,0.34,1,22935,73,4
"19610499",0,0,1,0,0.12,1,11534,115,2
"19610925",0,0,1,0,0.17,1,6550,692,5
"19611123",0,0,1,0,0,1,67140,132,2
"19612996",0,1,0,0,0,1,151252,167,4
"19613983",0,0,1,0,0.1,1,40001,265,2
"19614727",0,0,1,0,0.06,1,6060,529,2
"19617685",1,0,0,0,0.05,1,30647,102,3
"19619365",1,0,0,0,0.02,3,106429,87,3
"19623852",0,0,0,1,0,3,32858,284,1
"19624104",0,0,0,1,0,1,7983,366,1
"19624241",0,0,1,0,0,2,12084,304,2
"19624667",0,0,1,0,0,1,21176,773,5
"19625075",0,0.82,0,0.18,0.03,3,99980,917,4
"19625301",0,0.44,0.52,0.04,0,6,556266,37,4
"19630726",0,0,0,1,0,1,9244,873,1
"19632001",1,0,0,0,0,1,34445,404,3
"19639056",0,1,0,0,0,1,152924,33,4
"19640681",0,0.33,0.65,0.02,0.03,9,301155,93,2
"19640746",0,0,0.94,0.06,0.01,19,698738,168,2
"19640996",0,0.91,0,0.09,0.12,4,92226,920,4
"19641722",0,1,0,0,0,1,38647,408,4
"19642112",0,0,1,0,0,1,44588,927,5
"19642472",0,0,1,0,0,1,55446,957,5
"19642686",1,0,0,0,0,1,36966,235,3
"19644745",1,0,0,0,0,1,27723,539,3
"19645515",0,0.8,0,0.2,0.12,4,152979,285,4
"19646984",0.07,0.66,0,0.27,0,7,177054,845,4
"19647378",0,0,0,1,0,1,2941,1007,1
"19648075",1,0,0,0,0,1,27723,833,3
"19648203",0,0.9,0,0.1,0.04,5,176588,594,4
"19650885",0,0,1,0,0,1,92429,88,2
"19651951",0,0,0,1,0,7,71637,262,1
"19652239",0,0.92,0.04,0.04,0,6,1334700,262,4
"19652990",1,0,0,0,0.05,1,38714,273,3
"19654809",0,1,0,0,0.14,1,138996,158,4
