"","Lubricantes","Neumaticos","Repuestos","Servicios","% Descuento","Frecuencia","$ Venta.y","Recencia","cluster"
"76995345",0,0,1,0,0.09,3,156687,187,2
"76995418",0,0.92,0.03,0.05,0.05,22,2762253,96,4
"76995465",0,0.98,0.02,0,0,5,2321711,506,4
"76995523",1,0,0,0,0,5,243142,146,3
"76995532",0,0,1,0,0,4,20973,209,2
"76995549",0.02,0.46,0.52,0,0.04,9,338785,202,2
"76995563",0,1,0,0,0.12,7,541106,79,4
"76995611",0,0.87,0,0.13,0,3,170234,65,4
"76995653",0,0,1,0,0.07,1,15928,221,2
"76995735",0,0.81,0.11,0.08,0.06,11,1099903,168,4
"76995813",0.06,0.35,0.6,0,0.07,17,1233276,153,2
"76995815",0,0,1,0,0,2,21914,823,5
"76995969",0,0.49,0.51,0,0.01,21,2182709,149,4
"76995991",0,0,0,1,0,8,123279,91,1
"76996010",0,0,1,0,0,1,8319,102,2
"76996137",0.42,0,0.58,0,0.04,4,80849,53,3
"76996145",0,0.39,0.61,0,0,9,563976,76,2
"76996224",0,0,1,0,0.12,1,83208,740,5
"76996396",0,0,1,0,0.02,4,162354,160,2
"76996402",0,0,1,0,0.15,3,23473,164,2
"76996517",0.2,0,0.8,0,0.15,18,541281,154,2
"76996566",0,0,1,0,0,1,210076,325,2
"76996633",0,0,1,0,0.04,1,112924,450,2
"76996676",0,0,1,0,0.05,38,1059239,318,2
"76996738",0,0,1,0,0.09,20,633582,84,2
"76996753",0,0,1,0,0.15,1,16385,168,2
"76996838",0.04,0.55,0.3,0.11,0.02,67,3529473,61,4
"76996885",0.01,0.99,0,0,0.09,17,13642676,91,4
"76996903",0,0,1,0,0,5,324293,787,5
"76996912",0,0,1,0,0.04,1,140354,284,2
"76996914",0,0.88,0,0.12,0.07,3,1028005,538,4
"76996949",0,0,1,0,0.11,10,242960,67,2
"76997001",0,0,0,1,0,3,22605,249,1
"76997111",0.19,0,0.81,0,0.07,11,1182218,242,2
"76997205",0,0.7,0.15,0.15,0.09,6,223229,33,4
"76997320",0,0.67,0.33,0,0.08,3,188183,508,4
"76997357",0,0,1,0,0,6,89530,54,2
"76997445",0.09,0,0.91,0,0.09,8,384554,182,2
"76997499",0,0.9,0,0.1,0,4,387381,514,4
"76997506",0,1,0,0,0,1,191580,284,4
"76997554",0.45,0,0.55,0,0,2,73916,164,3
"76997559",0.65,0,0.35,0,0.06,6,98111,249,3
"76997593",1,0,0,0,0,2,75278,614,3
"76997605",0,1,0,0,0.01,2,430900,217,4
"76997635",0.92,0,0.08,0,0,6,209638,46,3
"76997659",0,0.94,0.06,0,0.04,11,2085993,140,4
"76997671",0,0,1,0,0.07,5,190643,81,2
"76997730",0,0.84,0,0.16,0.17,3,151200,419,4
"76997757",0.93,0,0,0.07,0,4,136605,280,3
"76997758",0,0.9,0,0.1,0.05,4,246352,433,4
"76997837",0,0,1,0,0.27,3,112130,817,5
"76997856",0,0.9,0,0.1,0.04,4,393429,146,4
"76997894",0,0.05,0.94,0.01,0.1,53,2632812,25,2
"76997918",0.54,0.26,0.2,0,0.05,15,3392720,523,3
"76997963",1,0,0,0,0.02,2,81924,271,3
"76997964",0.07,0.85,0.08,0,0.08,9,599342,42,4
"76997965",0,0,1,0,0,13,371878,567,2
"76997966",0,1,0,0,0.02,2,536370,265,4
"76997974",0.26,0,0.74,0,0.01,11,336233,63,2
"76998046",0,0.99,0.01,0,0.04,5,2100449,142,4
"76998053",0,0.91,0.09,0,0.14,2,419906,670,4
"76998082",0,0,1,0,0.05,24,267542,551,2
"76998087",0.08,0,0.92,0,0.03,6,411230,196,2
"76998108",0.01,0.66,0.31,0.02,0.04,17,1380433,296,4
"76998150",0.59,0,0.41,0,0,4,133311,398,3
"76998152",0,0,1,0,0.18,6,176896,24,2
"76998219",0,0,1,0,0,1,10916,87,2
"76998307",0,0.88,0.09,0.03,0.04,11,1473615,132,4
"76998315",0.24,0.28,0.48,0,0.09,20,1112859,89,2
"76998375",0.05,0.75,0.17,0.03,0,11,717877,63,4
"76998387",0,0,0,1,0,2,21009,882,1
"76998411",0,0,1,0,0.07,4,50781,65,2
"76998413",0,0,1,0,0,1,29681,627,2
"76998434",0,0,1,0,0.07,3,169279,418,2
"76998448",0.05,0,0.79,0.16,0.03,14,221313,105,2
"76998559",0,0,1,0,0.14,2,229049,861,5
"76998591",0,0,1,0,0,6,72662,46,2
"76998720",0,0.87,0,0.13,0.09,3,94782,863,4
"76998731",0.07,0,0.93,0,0.12,14,812633,72,2
"76998740",0,1,0,0,0.12,2,640092,755,4
"76998757",0,0,1,0,0.05,1,19183,117,2
"76998765",0,0.91,0,0.09,0.04,7,476508,34,4
"76998840",0.07,0.74,0.17,0.03,0.04,35,8096644,62,4
"76998863",0,0,0,1,0,3,70588,271,1
"76998864",0,0.37,0.59,0.04,0.05,3,153640,441,2
"76998922",0,0.99,0.01,0,0.07,13,3508640,571,4
"76998947",0,0,0.64,0.36,0.02,45,1151892,26,2
"76999019",0,0.47,0.53,0,0.04,24,3831661,76,2
"76999088",0,0.82,0.18,0,0.11,3,250872,794,4
"76999138",0,0,1,0,0,1,1672,347,2
"76999157",0.12,0.01,0.87,0,0.01,5,590801,700,2
"76999206",0.04,0.61,0.35,0,0.04,10,288709,574,4
"76999224",0,0,1,0,0,2,4319,180,2
"76999326",0,0,1,0,0.09,10,586542,126,2
"76999331",0.05,0.31,0.64,0,0.03,15,3393023,194,2
"76999368",0.24,0.33,0.43,0,0.02,19,2765571,133,2
"76999386",0.07,0.87,0.06,0,0.06,8,1629049,70,4
"76999474",0,0.42,0.45,0.13,0.05,9,176613,278,4
"76999511",0.73,0,0.27,0,0.05,9,475747,153,3
"76999546",0,0,1,0,0.04,1,235548,273,2
"76999608",0.48,0,0.52,0,0.03,7,229263,67,3
"76999675",0.05,0.71,0.24,0,0.02,20,1404313,90,4
"76999770",0.68,0,0.32,0,0,6,106840,143,3
"76999795",0,0,1,0,0.15,2,6220,586,5
"76999826",0.17,0.58,0.21,0.05,0.05,16,493503,38,4
"76999864",0,0.7,0,0.3,0.04,5,102826,61,4
"76999874",0.43,0,0.57,0,0,4,351479,86,3
"76999887",0,0.69,0.31,0,0.07,30,1632941,87,4
"76999891",0,0,1,0,0.14,4,75893,336,2
"76999924",0.15,0.48,0.37,0,0.01,8,482252,241,4
"76999987",0,0.94,0,0.06,0.11,2,59547,158,4
"77000024",0,0,1,0,0,1,12622,545,2
"77000043",0.19,0.7,0.02,0.09,0.06,41,5161961,46,4
"77000107",0.02,0.22,0.76,0,0.12,101,11534165,42,2
"77000154",0,1,0,0,0.22,1,740044,838,5
"77000213",0,0.89,0,0.11,0.06,11,562455,272,4
"77000221",0,0.83,0,0.17,0,4,27538,823,4
"77000261",0.25,0.31,0.44,0,0.11,17,678292,355,2
"77000263",0,0,1,0,0.1,4,206720,362,2
"77000267",0,0.38,0.62,0,0.05,6,597171,45,2
"77000356",1,0,0,0,0,1,29824,665,3
"77000402",0,0.86,0,0.14,0.1,11,484711,86,4
"77000426",0.01,0.64,0.35,0,0.07,43,5088521,49,4
"77000465",0,0,0,1,0,2,33108,752,1
"77000475",0,0,1,0,0,1,40336,206,2
"77000503",0,0,1,0,0.2,7,570575,865,5
"77000552",0,1,0,0,0.13,1,203244,843,4
"77000596",0,0,1,0,0,1,84016,210,2
"77000599",0,0.8,0.14,0.06,0.05,31,1819993,240,4
"77000663",0,0,1,0,0,2,156209,203,2
"77000669",0,0.67,0,0.33,0.18,9,257752,641,4
"77000685",1,0,0,0,0,1,19319,622,3
"77000688",0.27,0.7,0,0.03,0.04,4,459038,152,4
"77000731",0,0,1,0,0,1,4647,247,2
"77000787",0,0,1,0,0.02,10,2947091,285,2
"77000815",0.57,0,0.43,0,0,2,70463,241,3
"77000821",0.54,0,0.46,0,0,4,109588,431,3
"77000917",0,0.88,0,0.12,0.04,3,566534,420,4
"77000934",0,0,1,0,0.04,21,940238,161,2
"77000970",0.19,0,0.81,0,0.08,13,209614,231,2
"77001028",1,0,0,0,0,1,27723,434,3
"77001040",0.7,0,0.3,0,0.06,19,849392,124,3
"77001041",0,0.91,0.04,0.04,0.06,12,1225081,326,4
"77001087",0.27,0,0.73,0,0.01,30,945714,53,2
"77001089",0,0,0,1,0,1,100840,531,1
"77001243",0,0,1,0,0.05,3,148529,193,2
"77001264",0.73,0,0.27,0,0,12,157579,136,3
"77001267",0,0,0,1,0,4,95630,33,1
"77001273",0,0,1,0,0.05,2,103346,581,2
"77001383",0,0,0,1,0,4,44960,292,1
"77001582",0,0,1,0,0.1,3,41261,641,5
"77001598",1,0,0,0,0,1,3344,191,3
"77001605",0,0,1,0,0.03,3,204018,131,2
"77001620",0,0,1,0,0.17,15,561118,117,2
"77001737",0,0,1,0,0.1,1,26062,70,2
"77001754",0,0.97,0,0.03,0.05,5,1801026,213,4
"77001809",0,0,1,0,0.1,1,21116,908,5
"77001897",0,1,0,0,0.07,2,136284,620,4
"77001901",1,0,0,0,0,1,19319,516,3
"77001917",0,0.21,0.79,0,0.07,6,139858,167,2
"77001926",1,0,0,0,0,1,129394,159,3
"77002032",0,0.84,0,0.16,0.03,4,210909,658,4
"77002069",0,0.45,0.55,0,0.06,13,870618,244,2
"77002158",0,0,1,0,0,7,128922,167,2
"77002195",0,0,1,0,0.11,10,662204,39,2
"77002335",0,0,1,0,0,1,12866,291,2
"77002342",0,0,1,0,0,1,9202,738,2
"77002361",0,0,1,0,0,2,106269,864,5
"77002365",0,0.88,0.12,0,0.02,5,1604953,89,4
"77002370",0,0,1,0,0.03,3,344905,60,2
"77002389",0,0,1,0,0.15,1,67028,534,5
"77002535",0.5,0,0.5,0,0.06,10,417450,54,3
"77002577",0,1,0,0,0,1,302488,445,4
"77002863",0,0,1,0,0.05,3,95376,33,2
"77002875",0.61,0,0.39,0,0,10,98406,103,3
"77003119",0.15,0,0.85,0,0.1,8,286304,462,2
"77003124",1,0,0,0,0.04,1,32261,132,3
"77003131",0.19,0.37,0.44,0,0.11,22,1100364,56,2
"77003285",0.9,0,0.1,0,0,4,107353,241,3
"77003302",0,0,1,0,0.11,2,38834,32,2
"77003326",0,0,0,1,0,3,48237,318,1
"77003398",0,0,1,0,0,2,68033,60,2
"77003439",0,0,1,0,0.1,2,109408,159,2
"77003447",0,0,0,1,0,2,25798,752,1
"77003448",0,0,1,0,0.09,2,56772,160,2
"77003509",0,0,0,1,0,4,21344,313,1
"77003648",0,1,0,0,0.09,2,618516,560,4
"77003687",0,0,1,0,0,1,25992,98,2
"77003714",0,0.94,0,0.06,0.05,6,1147838,108,4
"77003757",0.28,0,0.72,0,0.02,4,328765,357,2
"77003953",0,0,0.26,0.74,0,8,188474,143,1
"77003988",0,0,0,1,0,1,18488,560,1
"77003996",0,1,0,0,0,1,206706,721,4
"77004066",0,0,1,0,0,2,336100,259,2
"77004067",0,1,0,0,0,3,68059,544,4
"77004141",0,0,0,1,0,2,106218,210,1
"77004214",0,0,0,1,0,3,67561,609,1
"77004302",0,1,0,0,0.18,2,700092,748,4
"77004351",1,0,0,0,0.01,11,467859,104,3
"77004391",0,0,1,0,0,1,84025,203,2
"77004464",0,1,0,0,0.02,2,855766,151,4
"77004466",0,0,1,0,0,1,9218,704,2
"77004491",0,0,0,1,0,1,19664,327,1
"77004545",0,0,1,0,0,2,33532,75,2
"77004601",0.02,0.96,0,0.02,0.04,13,2478761,158,4
"77004613",0,0,1,0,0.03,5,117745,192,2
"77004622",0,0.85,0,0.15,0.14,19,863269,265,4
"77004648",0.1,0.81,0.09,0,0.06,30,14444311,26,4
"77004656",0,0.92,0,0.08,0.11,4,423316,251,4
"77004804",0,1,0,0,0,1,403328,362,4
"77004866",0,1,0,0,0.07,4,115782,27,4
"77004883",0,1,0,0,0.08,1,324690,139,4
"77004993",0.41,0,0.54,0.05,0.09,21,589112,86,2
"77005054",0,0.86,0,0.14,0.03,4,301662,642,4
"77005055",0,0,0.91,0.09,0.28,4,253900,658,5
"77005138",0,0,1,0,0.13,17,229680,122,2
"77005159",0,0,0.97,0.03,0.05,4,446443,550,2
"77005204",0,0.78,0,0.22,0.03,5,344120,389,4
"77005219",0,0.46,0.54,0,0.04,5,1048031,609,2
"77005222",0,0,0,1,0,3,43698,424,1
"77005226",0.07,0,0.93,0,0.01,3,285382,151,2
"77005255",0,0.84,0,0.16,0,3,76268,399,4
"77005319",0,0.95,0,0.05,0.04,9,3934842,96,4
"77005328",0.29,0,0.71,0,0.03,9,254643,545,2
"77005338",0,0,1,0,0,1,61706,52,2
"77005347",0,0,1,0,0.07,1,53135,341,2
"77005493",0,0,1,0,0.02,5,108601,431,2
"77005572",0.21,0.24,0.54,0.01,0.06,44,1808093,27,2
"77005611",0,0,1,0,0,2,19319,733,2
"77005656",0.24,0,0.76,0,0.11,7,409038,398,2
"77005660",0,0.97,0,0.03,0.07,4,158137,115,4
"77005786",0,0.63,0,0.37,0.03,4,84137,279,4
"77005802",0,0,1,0,0.14,67,3438889,245,2
"77005839",0,0.88,0.12,0,0.04,24,2738544,55,4
"77005841",0,0.8,0,0.2,0,3,168900,67,4
"77005929",1,0,0,0,0,2,100808,641,3
"77005962",0,0.85,0.15,0,0.1,11,243121,559,4
"77006063",0.06,0.8,0.14,0,0.06,4,816750,26,4
"77006075",0,1,0,0,0.04,1,1071264,415,4
"77006167",0,0.95,0.05,0,0,3,496597,48,4
"77006191",0.14,0.69,0.17,0,0.01,4,372736,647,4
"77006324",0.08,0,0.92,0,0.08,20,893624,523,2
"77006360",0,0,0,1,0,5,96304,208,1
"77006432",1,0,0,0,0,1,38638,369,3
"77006515",0.08,0.24,0.68,0,0.09,44,1511936,87,2
"77006564",0,0,1,0,0,2,88990,296,2
"77006718",0.1,0,0.87,0.03,0.21,7,382510,287,5
"77006887",0,0,1,0,0.23,12,1070948,39,2
"77007055",0.01,0.06,0.93,0,0.12,147,13232967,24,2
"77007114",0,0,1,0,0.33,4,17584,592,5
"77007176",0,1,0,0,0.29,3,209516,542,4
"77007177",1,0,0,0,0,1,63024,853,3
"77007187",0,0,0,1,0,3,54455,217,1
"77007288",0.18,0.69,0.13,0,0.09,11,774118,217,4
"77007374",0.05,0.95,0,0,0.08,2,553407,219,4
"77007438",0,0,1,0,0,1,58815,490,2
"77007469",0.11,0,0.89,0,0.05,11,257044,129,2
"77007552",0,0,1,0,0.03,12,265268,27,2
"77007562",0,0,1,0,0,1,105739,203,2
"77007647",0,0,0,1,0,2,27731,306,1
"77007694",0,0.99,0.01,0,0.04,3,545976,178,4
"77007726",0,0.6,0.4,0,0.12,26,1706445,336,4
"77007742",0.82,0,0.18,0,0.01,6,338311,42,3
"77007802",0,0,1,0,0,1,43882,641,2
"77007865",0.03,0.42,0.51,0.04,0.03,30,2292598,54,2
"77007912",0.17,0,0.83,0,0,5,361334,229,2
"77007918",0,0,1,0,0,1,31513,91,2
"77007926",0,0,1,0,0.13,4,164587,697,5
"77007993",0,1,0,0,0.08,2,375684,26,4
"77008029",0,0,1,0,0,1,84016,335,2
"77008148",0.56,0,0.31,0.14,0,11,377485,40,3
"77008156",0,0,1,0,0.1,1,23462,131,2
"77008178",0.17,0.79,0.04,0,0.05,18,2197958,33,4
"77008241",0,0,1,0,0.05,9,146282,334,2
"77008249",0,1,0,0,0.08,1,1360616,146,4
"77008259",0.45,0.48,0,0.07,0.02,22,660491,279,3
"77008359",0.68,0,0.32,0,0,6,120293,846,3
"77008385",0,1,0,0,0.05,3,1690796,140,4
"77008441",0,0.89,0,0.11,0.03,6,448294,124,4
"77008484",0,0,0.84,0.16,0,9,226734,40,2
"77008487",0,0.65,0.35,0,0.05,22,1660029,41,4
"77008502",0,0,1,0,0.05,15,428854,67,2
"77008634",0,1,0,0,0.29,7,1194007,89,4
"77008663",0.24,0,0.76,0,0.05,25,550036,97,2
"77008739",0,0,0,1,0,4,67732,137,1
"77008786",0,0,0,1,0,1,14538,271,1
"77008805",0,0,0,1,0,6,78068,227,1
"77008842",0.03,0,0.97,0,0.13,7,602488,146,2
"77009215",0.07,0,0.87,0.06,0.01,5,471508,390,2
"77009365",0,0,1,0,0.09,8,262129,311,2
"77009375",0,0,1,0,0,2,403345,44,2
"77009434",0,0,0.79,0.21,0.01,25,1201781,81,2
"77009455",0,0.66,0.24,0.1,0.03,5,354418,241,4
"77009518",0,0,1,0,0,1,56034,809,5
"77009556",1,0,0,0,0,1,57126,126,3
"77009588",0,0,1,0,0,1,84025,398,2
"77009643",0,0,1,0,0.05,1,64816,237,2
"77009725",0.31,0,0.64,0.05,0.01,29,509244,160,2
"77009788",0,0,1,0,0,1,130244,499,2
"77009901",0,0.82,0.1,0.08,0.04,35,2730143,81,4
"77009989",0.01,0.92,0.04,0.03,0.05,35,6684778,23,4
"77010022",0.1,0,0.9,0,0.02,19,552888,115,2
"77010096",0,0.98,0.02,0,0.08,5,3949381,27,4
"77010119",0,0,1,0,0,2,33732,745,2
"77010135",0,0,1,0,0,1,168059,684,2
"77010182",1,0,0,0,0,2,361328,635,3
"77010191",0,0,1,0,0,1,361336,161,2
"77010233",0,1,0,0,0,1,438620,452,4
"77010311",0,0,1,0,0,1,23496,531,2
"77010340",0.52,0.44,0.05,0,0,8,399520,223,3
"77010458",0,0,1,0,0,3,40840,433,2
"77010524",0,0,1,0,0.09,2,30740,500,2
"77010586",0.16,0.59,0.25,0,0.02,16,3373718,60,4
"77010631",0,0.75,0.19,0.06,0.01,7,895606,359,4
"77010635",0.72,0.22,0.05,0,0.03,15,661264,63,3
"77010642",0.02,0.53,0.45,0,0.05,29,6018706,40,4
"77010773",0,0,0,1,0,1,14538,82,1
"77010831",0,0.4,0.6,0,0.05,7,620795,695,5
"77010876",0.78,0,0.22,0,0,4,64218,770,3
"77010933",0,0,1,0,0,1,41538,641,2
"77010994",0,0,1,0,0.2,2,47785,769,5
"77011021",0,0,1,0,0.15,1,142850,439,5
"77011033",0,0.83,0.17,0,0.06,5,385108,166,4
"77011036",1,0,0,0,0,1,24874,791,3
"77011046",0.09,0,0.91,0,0.12,10,392344,416,2
"77011171",0.97,0,0.03,0,0.04,5,344974,224,3
"77011205",0,0.63,0.29,0.08,0.04,14,1569106,348,4
"77011240",0,0,1,0,0,2,57168,692,2
"77011259",0.21,0.39,0.4,0,0.05,16,569119,264,4
"77011395",1,0,0,0,0,1,42429,213,3
"77011527",0,0.84,0.05,0.11,0.03,14,622127,686,4
"77011566",0,0,1,0,0,3,22177,49,2
"77011713",0,1,0,0,0.08,8,3280180,132,4
"77011741",0.09,0.76,0.1,0.04,0.05,49,5379891,81,4
"77011819",0,0.57,0.38,0.05,0.12,7,1041385,374,4
"77011843",0.1,0.65,0.25,0,0.07,34,4119907,263,4
"77011943",0,0.86,0,0.14,0.03,4,338305,52,4
"77011966",0,1,0,0,0.29,30,5414218,24,4
"77012044",1,0,0,0,0,1,19319,447,3
"77012053",0,0.64,0.28,0.08,0.05,51,5043302,77,4
"77012109",0.22,0,0.07,0.71,0.01,20,274227,72,1
"77012134",1,0,0,0,0,1,34445,102,3
"77012176",0.44,0,0.56,0,0.02,61,1494449,42,3
"77012183",0,0,1,0,0.12,18,911441,158,2
"77012232",0,0,0,1,0,1,21008,847,1
"77012349",0.92,0,0.08,0,0.01,9,386236,131,3
"77012363",0,0,1,0,0,5,174672,802,5
"77012497",0,0,1,0,0.08,2,123170,294,2
"77012516",0,0.62,0,0.38,0.13,7,170359,80,4
"77012559",0,0.35,0.65,0,0.02,7,487659,80,2
"77012572",0,0.89,0.05,0.06,0.04,13,1784261,206,4
"77012586",0,1,0,0,0.04,1,238774,590,4
"77012629",0,0,1,0,0.14,5,240132,742,5
"77012666",0.35,0.43,0.22,0,0.02,15,420370,601,4
"77012679",0.41,0,0.59,0,0.04,4,122113,146,2
"77012760",0,0,1,0,0.12,3,315443,626,5
"77012766",0,0,1,0,0,1,9983,236,2
"77012862",0.01,0.99,0,0,0.03,9,4995626,24,4
"77013026",0,0,1,0,0.08,1,91923,866,5
"77013069",0.54,0,0.46,0,0,4,37958,364,3
"77013139",0,0.79,0,0.21,0.1,6,180222,801,4
"77013170",0,0.71,0.21,0.08,0.04,19,1738846,321,4
"77013187",0,0,0,1,0,2,20756,709,1
"77013347",0,0,1,0,0.09,2,88679,682,5
"77013493",0,0.97,0,0.03,0.19,11,650549,675,4
"77013510",0.44,0,0.56,0,0.01,10,565200,620,3
"77013554",0,0,1,0,0,5,26287,629,2
"77013603",0,1,0,0,0,1,605008,424,4
"77013614",0,0.88,0.12,0,0.04,6,191546,367,4
"77013682",0,0,1,0,0,2,168050,229,2
"77013696",0.05,0.82,0.05,0.08,0.03,9,723035,612,4
"77013744",0,0.7,0.25,0.05,0.12,15,616619,192,4
"77013746",0,1,0,0,0,1,177464,524,4
"77013749",0.25,0.64,0.11,0,0,20,1380984,126,4
"77013755",0,0.8,0,0.2,0.1,4,137868,209,4
"77013958",0.28,0,0.72,0,0.04,2,207338,665,5
"77014016",0.03,0.94,0.03,0,0.05,7,2566254,646,4
"77014024",0,0,1,0,0.08,2,147932,606,5
"77014122",0,0.93,0.06,0,0.08,7,1110359,178,4
"77014132",0.3,0.38,0.31,0,0.07,33,1194544,307,4
"77014169",0.16,0.48,0.32,0.04,0.05,46,1743609,131,4
"77014242",0,1,0,0,0.03,2,241664,669,4
"77014277",0,0,1,0,0,1,197244,514,2
"77014361",0,1,0,0,0,2,226890,52,4
"77014381",0,0,0.55,0.45,0,2,27724,396,2
"77014473",1,0,0,0,0,1,36966,249,3
"77014501",0,0,1,0,0.1,1,73982,593,5
"77014529",0.07,0,0.93,0,0.08,12,485479,273,2
"77014563",0.9,0,0.1,0,0,2,29278,752,3
"77014574",0.1,0.23,0.67,0,0.05,37,1224265,157,2
"77014579",0,0,0,1,0,5,79831,163,1
"77014601",0.07,0,0.93,0,0.11,14,483244,96,2
"77014602",0.07,0.85,0.01,0.06,0.07,82,10648755,54,4
"77014621",0,0.95,0.05,0,0.07,4,479746,95,4
"77014622",0,0.38,0.45,0.17,0.03,13,754943,32,4
"77014665",1,0,0,0,0,1,56294,23,3
"77014682",0.02,0,0.98,0,0,5,75857,60,2
"77014694",1,0,0,0,0,1,41168,625,3
"77015018",0,0,0.08,0.92,0.04,34,486854,95,1
"77015081",0,1,0,0,0.15,4,1994784,756,4
"77015194",0,0,1,0,0,1,13916,601,2
"77015273",0.73,0,0.21,0.06,0.01,11,281780,175,3
"77015328",0,1,0,0,0,1,117639,257,4
"77015408",0,0,1,0,0,1,73101,411,2
"77015417",0,0,1,0,0,1,15118,703,2
"77015482",0,0.93,0,0.07,0.06,7,409027,89,4
"77015526",0,0,0,1,0,3,28487,419,1
"77015609",0.76,0,0.24,0,0.04,5,237341,713,3
"77015666",0,1,0,0,0,1,346184,426,4
"77015681",0.08,0.87,0.05,0,0.01,8,1573585,62,4
"77015731",0.64,0,0.36,0,0,4,58033,325,3
"77015910",0,0,1,0,0.15,1,78558,545,5
"77015912",0,0,0.94,0.06,0.03,5,483025,489,2
"77015925",0,0,1,0,0.02,2,105633,187,2
"77015944",0.27,0,0.73,0,0.11,10,584768,173,2
"77015950",0,0.66,0.27,0.07,0.09,4,309108,823,4
"77016129",0.02,0.34,0.63,0.01,0.07,119,7276690,37,2
"77016164",0,0.93,0.02,0.04,0.04,3,518217,563,4
"77016210",0.08,0.77,0.04,0.11,0.08,6,339224,570,4
"77016315",0,0,1,0,0,7,81336,630,2
"77016329",0,0,0.31,0.69,0,7,79471,348,1
"77016363",0.6,0,0.23,0.17,0,6,97774,187,3
"77016496",0.47,0,0.53,0,0.05,3,126001,574,3
"77016562",0,1,0,0,0,1,285698,124,4
"77016679",1,0,0,0,0,1,35462,689,3
"77016741",0.85,0,0.15,0,0.02,7,163875,175,3
"77016805",0,0,1,0,0,1,16798,374,2
"77016836",0,1,0,0,0,1,438620,455,4
"77016838",0,1,0,0,0.15,1,174279,738,4
"77016927",0,0,1,0,0,1,23496,490,2
"77017003",1,0,0,0,0,3,78126,334,3
"77017022",0,0,0,1,0,3,26387,809,1
"77017109",1,0,0,0,0,1,61328,475,3
"77017120",1,0,0,0,0,2,85689,178,3
"77017145",1,0,0,0,0,1,35286,285,3
"77017190",0,0,1,0,0.09,154,6681413,207,2
"77017203",0,0,0,1,0,3,40758,251,1
"77017205",0,0,1,0,0,4,66546,104,2
"77017286",0,0,0,1,0,11,181783,173,1
"77017458",0,0,1,0,0,2,20151,839,5
"77017482",0,0,1,0,0,3,23504,140,2
"77017507",0,0.67,0.33,0,0.06,7,1455436,171,4
"77017557",0.26,0,0.74,0,0.06,23,780139,47,2
"77017567",0,0,1,0,0,5,29865,39,2
"77017588",0.71,0,0.29,0,0.05,19,547460,24,3
"77017626",0,0.84,0.16,0,0.05,37,9492422,168,4
"77017683",0.28,0.3,0.42,0,0.04,104,3262372,24,2
"77017697",0,0,1,0,0.18,8,67438,277,5
"77017783",0,0.82,0,0.18,0.1,3,137240,480,4
"77017812",0,0,1,0,0,1,300042,537,2
"77017857",0,0,0,1,0,1,18067,461,1
"77017932",0.05,0,0.95,0,0.1,19,1315118,439,2
"77018002",1,0,0,0,0.04,1,106456,325,3
"77018039",0,1,0,0,0.06,1,244866,347,4
"77018060",0,0.9,0,0.1,0.03,14,1536353,269,4
"77018088",0,0,1,0,0,1,11008,763,2
"77018137",0,0,0,1,0,2,22269,864,1
"77018138",0,0.9,0.1,0,0.16,7,509667,665,4
"77018164",0,0.99,0,0.01,0.06,10,2146449,91,4
"77018186",0,0,1,0,0,2,74588,658,2
"77018376",1,0,0,0,0,1,33605,672,3
"77018438",0,0.93,0,0.07,0,4,75117,224,4
"77018655",0.2,0.49,0.17,0.14,0.02,44,1576067,91,4
"77018718",0,0.93,0.01,0.06,0.07,47,17740655,54,4
"77018755",0,0,1,0,0.04,4,56530,77,2
"77018843",1,0,0,0,0.01,4,582990,812,3
"77018849",0,0,1,0,0,1,26890,698,2
"77018851",0,1,0,0,0.09,3,936734,51,4
"77018852",0,1,0,0,0.04,1,251682,560,4
"77018854",0,0.98,0,0.02,0.04,7,2082426,65,4
"77018905",0,0,1,0,0,8,148763,84,2
"77018963",0,0.86,0,0.14,0.03,6,375615,115,4
"77019071",0.67,0,0.14,0.19,0.01,15,289179,76,3
"77019088",0.56,0,0,0.44,0.02,4,110762,53,3
"77019133",0.37,0.52,0.11,0,0.02,49,3216991,24,4
"77019199",0.04,0,0.59,0.37,0.07,59,1809135,24,2
"77019206",0.22,0.72,0.06,0,0.04,10,1326249,35,4
"77019211",0,0.82,0.09,0.08,0.03,10,1230647,208,4
"77019229",0,0,1,0,0,1,12597,510,2
"77019232",1,0,0,0,0,1,33109,745,3
"77019291",0,0,1,0,0.03,4,112707,608,2
"77019343",0.28,0.36,0.36,0,0.07,24,1108952,523,4
"77019494",0.3,0.15,0.52,0.03,0.02,93,2075030,32,2
"77019652",0.01,0.96,0.03,0,0.04,34,7387536,91,4
"77019677",0.08,0,0.89,0.03,0.03,35,2259100,75,2
"77019725",0,0.94,0,0.06,0,2,308540,135,4
"77019744",0.15,0,0.59,0.26,0.04,11,394585,88,2
"77019752",0,0,0,1,0,1,21849,303,1
"77019764",0,0,1,0,0.05,17,327447,283,2
"77019847",0,0,1,0,0,3,55488,140,2
"77019852",0.03,0,0.97,0,0.03,27,1391831,46,2
"77019920",0,0,1,0,0.1,12,161009,567,5
"77019949",0.12,0.5,0.34,0.04,0.03,30,1627752,334,4
"77020108",0,0,0,1,0,3,40169,44,1
"77020135",1,0,0,0,0,1,31924,73,3
"77020358",0.05,0.57,0.31,0.07,0.04,40,2707408,111,4
"77020361",0,1,0,0,0,1,371076,524,4
"77020411",0,0,1,0,0.01,6,66965,510,2
"77020429",0,0,1,0,0,1,107560,651,2
