"","Frecuencia","$ Margen","$ Venta","Recencia","cluster"
"14357888",1,70576,225866,257,1
"14358001",2,21621,113184,658,3
"14358114",5,10480,18771,613,3
"14358383",5,98480,220201,52,2
"14358806",1,7982,7983,492,3
"14358884",1,11988,19407,762,4
"14358889",2,3128,3193,725,3
"14358906",3,35039,35042,96,2
"14358913",1,157652,428876,280,1
"14358945",12,520054,1676535,35,2
"14359096",43,2126808,7393392,25,2
"14359122",66,1527791,4575146,46,2
"14359234",1,1894,3790,304,1
"14359273",4,81654,131901,115,2
"14359328",6,94746,167363,60,2
"14359489",2,24553,31345,194,2
"14359897",1,144804,308700,48,2
"14360079",25,918348,1935323,321,1
"14360129",3,62547,164908,436,1
"14360395",2,152224,588168,69,2
"14360472",1,13865,13866,930,4
"14360738",53,1051117,2197777,66,2
"14360994",1,39914,83824,657,3
"14361233",3,144505,532312,58,2
"14361344",22,397958,1586083,39,2
"14361872",2,79380,247104,41,2
"14362331",1,5514,10218,153,2
"14362365",1,36361,81084,272,1
"14362609",2,7209,18145,440,1
"14364227",1,9272,20160,81,2
"14364305",3,4922,6908,630,3
"14364419",2,16090,69126,368,1
"14364588",1,31701,70496,325,1
"14364731",1,3838,13428,104,2
"14364852",2,7207,22421,67,2
"14364966",1,16116,104184,70,2
"14365224",4,84913,141750,161,2
"14365429",6,7809,18457,245,1
"14365574",13,288729,732628,69,2
"14365786",7,303813,1339824,871,4
"14365954",61,1043389,2853256,56,2
"14366599",2,13229,27791,804,4
"14366683",14,142796,395281,104,2
"14366707",5,149798,369373,213,1
"14366721",11,769750,2957717,25,2
"14367247",7,49289,125138,193,2
"14367317",7,31666,52495,762,4
"14367585",12,498265,1482022,172,2
"14367631",2,12241,34429,138,2
"14367823",51,708086,1796024,61,2
"14367922",9,120827,120838,321,1
"14368118",1,10922,10924,766,4
"14368368",1,76768,140490,203,1
"14368390",1,35254,127454,585,3
"14368442",1,23867,63857,132,2
"14368456",3,8892,8992,560,3
"14368501",9,571897,2027140,72,2
"14368512",7,162022,288925,49,2
"14368558",1,53418,141966,264,1
"14368618",3,59918,129489,438,1
"14368639",1,3648,6706,586,3
"14368645",7,139573,251433,152,2
"14368669",9,225688,785298,641,3
"14368708",4,230068,406101,362,1
"14368718",3,14962,15293,487,3
"14369024",21,221054,588071,252,1
"14369271",3,29971,113260,376,1
"14369972",1,3782,3782,899,4
"14370029",4,87559,160883,600,3
"14370061",2,5217,5883,875,4
"14370261",2,18906,18908,397,1
"14370393",8,151288,487512,924,4
"14370410",1,15075,30198,871,4
"14370455",4,91779,158844,419,1
"14370480",1,615,2092,971,4
"14370500",1,16302,16303,587,3
"14371302",4,97650,242840,177,2
"14371518",2,13688,23950,67,2
"14371614",2,85677,164800,439,1
"14371824",44,1798929,5351629,90,2
"14372604",1,5516,13437,230,1
"14372993",1,9663,9664,719,3
"14373041",9,611164,2101937,447,1
"14373204",3,65098,114422,161,2
"14373262",7,204908,653899,126,2
"14373331",1,37888,168050,427,1
"14373527",1,15252,56462,308,1
"14373782",3,30086,30086,405,1
"14374275",6,95359,184421,586,3
"14374328",8,85208,85211,728,3
"14374337",3,5384,10597,522,3
"14374450",4,30511,77843,906,4
"14374484",1,1174,3908,306,1
"14374629",2,21243,60958,342,1
"14374871",20,336047,874767,62,2
"14375364",1,22788,63857,102,2
"14375428",2,21926,66346,228,1
"14375745",1,1400,4193,173,2
"14375749",2,45858,124056,829,4
"14375867",1,6372,11920,776,4
"14376337",3,33238,33243,163,2
"14376724",1,2733,3403,1017,4
"14376877",11,82126,319615,254,1
"14376882",1,17646,17648,851,4
"14376987",39,628224,1599404,369,1
"14377050",4,98696,177759,165,2
"14377076",1,44196,105852,606,3
"14377482",4,124247,250750,387,1
"14377502",21,364092,393583,89,2
"14377525",3,18497,82185,769,4
"14377553",7,98306,98315,319,1
"14377991",4,33331,69918,979,4
"14378111",1,3480,6706,275,1
"14378116",1,25918,67218,101,2
"14378159",1,39400,74850,48,2
"14378265",3,45669,95950,938,4
"14378291",13,389737,600370,228,1
"14378338",43,3321086,11507544,44,2
"14378436",10,626894,1622027,138,2
"14378493",2,18372,54958,979,4
"14378494",1,776,1244,920,4
"14378782",6,103317,209503,609,3
"14379106",1,22788,63857,299,1
"14379202",8,119342,251626,48,2
"14379259",30,345063,754233,480,3
"14379262",3,32915,76143,600,3
"14379317",4,82541,310213,69,2
"14379487",4,13079,31076,711,3
"14379678",13,107219,230739,138,2
"14380001",2,7189,31832,734,3
"14380132",20,347729,1117403,286,1
"14380218",8,147145,277780,48,2
"14380225",1,985,4160,362,1
"14380256",39,851504,2518548,123,2
"14380443",12,619007,1723986,293,1
"14380468",5,52336,77739,193,2
"14380521",5,69286,131380,425,1
"14380531",2,7371,14882,41,2
"14380556",1,1499,2933,705,3
"14381198",1,21848,21849,88,2
"14381206",28,992900,3673188,59,2
"14381285",1,35438,67210,614,3
"14381287",17,407607,1170582,214,1
"14381448",2,63359,63362,202,1
"14381657",8,438525,1613871,96,2
"14382196",2,28402,28404,480,3
"14382367",1,1444,3353,329,1
"14382571",1,24611,42008,54,2
"14382575",7,63146,154812,388,1
"14382779",1,12352,12353,272,1
"14383239",1,6020,12597,315,1
"14384574",4,32029,110218,66,2
"14384642",2,8736,9076,107,2
"14384845",3,65965,65966,846,4
"14384895",1,12352,12353,658,3
"14385103",1,7013,16798,719,3
"14385153",2,20923,37285,846,4
"14385206",9,169813,560664,40,2
"14386143",1,16054,24681,585,3
"14386249",1,1613,6134,1015,4
"14386472",1,49048,68017,816,4
"14386571",1,3508,7764,321,1
"14386682",3,38186,42572,110,2
"14386816",1,25295,41438,950,4
"14386872",3,21799,39635,725,3
"14386922",6,77770,118204,380,1
"14386934",11,266578,510541,586,3
"14386994",1,5646,14202,259,1
"14387049",53,1719018,4127630,56,2
"14387053",1,47185,108899,108,2
"14387070",1,26934,60490,179,2
"14387079",2,7564,7564,863,4
"14387148",7,168536,382030,130,2
"14387209",3,20711,82303,772,4
"14387487",3,52357,89539,892,4
"14387617",3,28698,51375,900,4
"14387625",3,65628,206130,388,1
"14388312",7,109408,333380,279,1
"14388664",1,1728,3168,212,1
"14388673",14,756256,2309150,126,2
"14389241",1,1827,3101,625,3
"14389292",1,6865,13101,241,1
"14389428",4,91076,318550,60,2
"14389474",1,19785,56462,342,1
"14389816",6,223245,860174,262,1
"14389944",2,26467,26470,893,4
"14389999",1,97520,172422,51,2
"14390048",1,47850,102842,703,3
"14390113",5,26218,26219,907,4
"14390123",1,960,1760,777,4
"14390144",13,421522,1142437,41,2
"14390534",1,24606,56934,234,1
"14390817",1,9156,20078,889,4
"14391135",2,19326,19328,336,1
"14391338",2,20312,36467,38,2
"14391362",3,24902,56491,531,3
"14391379",5,29661,67530,383,1
"14391486",1,54072,133588,182,2
"14391717",1,6050,6050,801,4
"14391864",84,1253022,4300262,46,2
"14391936",2,22462,53607,200,1
"14391967",2,22435,22436,354,1
"14392022",5,16487,16975,640,3
"14392289",13,876320,2937519,109,2
"14392654",3,37656,154664,161,2
"14392910",1,68068,146211,182,2
"14393291",2,199040,600304,206,1
"14393783",1,175276,369720,453,1
"14393900",36,834999,2854363,25,2
"14394222",2,42268,42269,129,2
"14394280",35,2339061,7576620,84,2
"14394370",2,11854,12268,230,1
"14394373",1,61824,147868,138,2
"14394462",10,164744,470906,75,2
"14394463",6,275270,597838,151,2
"14394465",41,598967,1551497,157,2
"14394479",13,68147,259248,26,2
"14394646",5,109979,525991,357,1
"14394900",1,9663,9664,711,3
"14395205",2,19401,32429,384,1
"14395437",1,20160,39244,343,1
"14395498",2,158244,262128,81,2
"14395747",26,298388,711063,136,2
"14395827",2,11608,47261,495,3
"14395927",2,21509,21512,42,2
"14395975",5,50611,172757,173,2
"14396095",3,48234,48237,500,3
"14396552",5,78212,126680,272,1
"14396663",6,53322,151934,326,1
"14396712",3,35843,35848,357,1
"14397135",2,26554,26555,320,1
"14397533",6,211133,756418,292,1
"14397741",2,117526,418672,532,3
"14397938",6,61395,287666,213,1
"14398140",8,61637,200783,350,1
"14398146",3,2691,11244,712,3
"14398202",1,99332,171396,242,1
"14398298",4,146493,300871,620,3
"14398364",1,137100,260272,160,2
"14398552",4,63213,115757,1011,4
"14398557",2,18836,111739,522,3
"14398589",3,314075,1009169,103,2
"14398670",1,3008,4941,678,3
"14398707",6,55856,261595,444,1
"14398817",1,59703,282345,468,3
"14398971",13,1388577,4938333,67,2
"14399109",2,16848,49857,277,1
"14399728",2,13943,67638,238,1
"14400011",81,2168724,5872322,24,2
"14400792",7,1211410,3489098,24,2
"14400963",2,18907,18908,868,4
"14401390",1,8404,8404,902,4
"14401724",4,3519,7488,234,1
"14401801",1,138520,306524,200,1
"14402358",6,104403,412774,74,2
"14402805",1,13810,53780,745,3
"14402871",20,235491,540804,502,3
"14403458",1,24664,80664,341,1
"14403978",1,5229,7776,1008,4
"14404111",3,2948,7062,318,1
"14404324",3,21619,40928,196,2
"14404331",3,43306,137630,444,1
"14404344",1,7650,18910,597,3
"14404402",18,300296,838823,66,2
"14405876",4,191911,545695,44,2
"14405941",1,13362,30244,221,1
"14405964",1,26312,36404,675,3
"14406014",1,2240,4479,936,4
"14406389",43,528546,1653002,201,2
"14406394",6,174546,487454,221,1
"14406637",14,262559,443667,160,2
"14406722",3,181676,580490,194,2
"14406770",2,17646,17647,992,4
"14407357",1,12352,12353,115,2
"14407407",7,41389,147337,240,1
"14407585",16,316084,635919,24,2
"14407983",4,198632,681560,258,1
"14408411",15,305221,860321,81,2
"14408859",3,64307,117781,285,1
"14409064",4,45511,75782,412,1
"14409078",3,37436,67471,391,1
"14409698",1,5348,7933,580,3
"14410004",53,684370,1432668,23,2
"14410048",1,111108,231460,686,3
"14410133",29,1399942,4243164,46,2
"14411196",3,52938,52940,185,2
"14411341",4,27402,108134,285,1
"14411751",1,8688,21832,146,2
"14411985",2,26468,26469,238,1
"14412122",7,112297,450865,53,2
"14412195",5,274369,651564,235,1
"14413168",1,7656,26856,39,2
"14413217",3,39908,39913,233,1
"14413765",1,20234,61303,342,1
"14414015",9,44154,104796,52,2
"14414041",1,71796,188036,954,4
"14414064",1,21007,21008,909,4
"14414121",2,29242,94026,695,3
"14414319",1,3065,7555,265,1
"14414321",4,27644,27646,545,3
"14414493",6,426563,1857252,370,1
"14414520",14,298149,1010685,87,2
"14414810",3,68272,146638,948,4
"14415159",1,35158,139478,251,1
"14415433",15,404490,1182692,254,1
"14415803",2,44322,81494,259,1
"14415865",1,51132,145194,613,3
"14416289",33,974279,2436003,38,2
"14416620",1,19912,53773,125,2
"14416752",3,33211,78808,35,2
"14417462",10,321972,972921,139,2
"14417925",1,19914,68890,178,2
"14418013",1,1790,3193,891,4
"14418468",1,13865,13866,947,4
"14418646",1,65019,176445,398,1
"14419187",3,4941,17622,384,1
"14419269",1,72288,198302,56,2
"14419376",2,33260,119294,328,1
"14419510",7,38636,79880,61,2
"14419619",1,2410,10404,731,3
"14420205",9,159367,386808,108,2
"14420443",7,229278,906657,412,1
"14420628",2,23109,23110,978,4
"14421368",1,6891,6891,649,3
"14421408",1,110474,455458,962,4
"14421765",4,219596,867830,188,2
"14421924",2,6373,12925,894,4
"14422046",2,119112,209448,74,2
"14422303",3,52355,83184,107,2
"14422314",3,27944,61544,752,3
"14422378",1,8402,8403,615,3
"14422682",3,39609,200849,81,2
"14423080",3,14088,31191,103,2
"14423203",7,43988,50252,207,1
"14423337",51,982355,3068784,23,2
"14424554",1,5378,5378,537,3
"14424739",5,178527,410277,423,1
"14424863",5,176674,525055,28,2
"14425131",4,16089,55495,747,3
"14425139",18,378372,925894,49,2
"14425703",1,21700,49445,77,2
"14426029",2,216648,659655,637,3
"14426498",2,4989,5151,359,1
"14426572",1,23182,70177,391,1
"14426871",8,162338,546370,335,1
"14427485",5,83538,276867,166,2
"14427764",2,29072,57102,997,4
"14428410",2,92629,262783,840,4
"14428778",2,16131,29133,903,4
"14429065",2,40769,139478,409,1
"14429321",2,40334,40337,481,3
"14429898",1,142224,464740,994,4
"14430592",4,260827,458000,293,1
"14431269",2,62600,141178,914,4
"14431409",3,106258,461095,221,1
"14431505",1,13865,13866,893,4
"14432055",9,62639,121617,775,4
"14432069",2,13025,13026,293,1
"14432292",3,234668,420640,97,2
"14432321",3,236228,777278,51,2
"14432743",1,5157,7076,1005,4
"14433234",4,27881,74322,123,2
"14433318",10,336818,1273352,341,1
"14433427",1,71144,289336,998,4
"14433457",1,6944,9706,951,4
"14434195",8,384546,1182936,203,1
"14434358",13,353658,927598,332,1
"14435279",7,529941,2610113,49,2
"14435292",6,133958,221497,77,2
"14435450",1,6337,11109,396,1
"14435822",2,11107,39925,571,3
"14435857",20,181033,530524,202,2
"14436030",1,7480,12749,776,4
"14436058",1,13596,47471,284,1
"14436547",3,184910,445109,144,2
"14436659",22,176185,480745,230,1
"14436754",3,94465,329043,167,2
"14436940",3,7882,8067,952,4
"14437010",1,5481,8458,403,1
"14437363",5,96504,199842,724,3
"14437669",1,15474,68890,427,1
"14437853",13,276391,1024466,23,2
"14437950",16,325511,847045,147,2
"14437972",3,137808,265697,313,1
"14438284",8,31598,63892,473,3
"14438454",2,93660,214732,467,3
"14438536",10,129451,254386,326,1
"14438607",1,2510,25126,900,4
"14438971",3,44638,84276,354,1
"14439163",71,2628989,8521513,45,2
"14439195",1,67951,106015,662,3
"14439199",1,37606,77916,893,4
"14439684",5,97686,222006,336,1
"14439686",5,50974,191555,110,2
"14439984",8,196134,489478,252,1
"14440060",3,39417,80379,829,4
"14440132",6,177453,514060,87,2
"14441307",4,621766,1846309,436,1
"14441436",4,55456,55462,294,1
"14441627",1,782,1672,52,2
"14441825",4,40164,40168,69,2
"14441862",20,342282,1018902,132,2
"14441896",6,124651,282903,602,3
"14442024",1,6588,23496,508,3
"14442063",15,136388,283794,710,3
"14442281",5,31211,88589,416,1
"14442519",2,101530,202627,219,1
"14442618",5,128216,244186,268,1
"14442734",1,37888,168050,79,2
"14443115",7,63014,186252,307,1
"14443405",10,857633,2972124,215,1
"14443504",18,137116,506438,40,2
"14443722",1,43097,81673,48,2
"14443730",39,673583,979984,95,2
"14443746",8,360364,895090,25,2
"14443790",1,21007,21008,845,4
"14443879",1,11960,28820,639,3
"14443983",4,63306,150261,999,4
"14443984",13,209168,513883,329,1
"14443985",3,44032,85633,517,3
"14444435",5,247146,618528,187,2
"14444824",1,26106,73101,124,2
"14445189",5,223493,729980,494,3
"14445426",1,8660,23496,522,3
"14445721",2,16311,47634,146,2
"14446840",3,74923,137360,370,1
"14447667",4,69471,178958,362,1
"14448695",1,79732,295764,52,2
"14448824",6,175551,358102,95,2
"14449423",11,360274,1065594,329,1
"14449846",1,33590,54076,513,3
"14449935",2,27728,27731,458,1
"14450330",1,2639,5536,185,2
"14450467",1,35624,144522,111,2
"14450592",9,64783,175028,220,1
"14451005",1,9392,13984,989,4
"14451127",7,100793,317990,214,1
"14451128",2,44390,124329,532,3
"14451313",75,2503466,8753518,131,2
"14451543",5,282201,787262,675,3
"14451560",20,716602,1903166,103,2
"14451566",4,146397,404359,608,3
"14451813",4,235386,578068,335,1
"14451949",1,36128,86556,738,3
"14452144",2,12050,54257,714,3
"14452338",1,9880,35286,399,1
"14452343",5,45190,52923,153,2
"14452552",1,16302,16303,124,2
"14452556",8,430230,1371402,299,1
"14452902",1,6020,12597,404,1
"14453186",24,635575,2695712,70,2
"14453408",1,7007,13437,292,1
"14453423",2,26467,26470,739,3
"14453897",1,52712,308856,962,4
"14453909",1,1438,2613,110,2
"14454110",1,55044,101632,259,1
"14454140",1,2703,5355,828,4
"14454425",3,1371,3496,374,1
"14454827",1,2924,46210,406,1
"14454872",3,47286,96754,45,2
"14454995",1,8124,22563,700,3
"14455006",4,213688,390924,487,3
"14455042",1,102788,332336,494,3
"14455293",2,60779,163548,738,3
"14455324",4,92124,194809,46,2
"14455594",1,1559,5874,342,1
"14455710",7,251098,536683,614,3
"14455747",1,9748,9748,499,3
"14455753",5,68566,68571,601,3
"14455792",16,221058,673160,115,2
"14455917",3,44796,76270,634,3
"14455991",29,1140086,4141415,132,2
"14456477",8,70287,191386,34,2
"14456602",2,7066,22504,740,3
"14456784",3,23872,91572,167,2
"14456856",3,35041,35042,200,1
"14457048",8,67745,222031,144,2
"14457364",1,37574,86982,906,4
"14457441",8,109269,181363,74,2
"14457461",3,35966,35968,342,1
"14457470",1,70052,272104,307,1
"14457625",6,89497,205784,318,1
"14457813",10,129643,411622,399,1
"14458053",5,86532,183899,672,3
"14458823",2,17266,58446,997,4
"14459073",5,159231,293496,553,3
"14459087",1,2986,4689,136,2
"14459220",1,44153,147622,511,3
"14459415",3,27060,72278,186,2
"14459490",5,115678,466397,552,3
"14460256",56,744831,2139772,181,2
"14460367",81,1808567,5022636,26,2
"14460997",4,71228,171084,201,1
"14461114",5,135925,419884,355,1
"14461315",1,7953,34034,997,4
"14461424",1,40228,99800,696,3
"14461665",1,5139,11336,734,3
"14462282",5,68538,165283,360,1
"14462375",1,30006,69428,990,4
"14462852",1,86218,339988,936,4
"14462949",3,28651,28654,917,4
"14463825",1,23306,117630,445,1
"14463846",3,27652,113840,248,1
"14464021",3,35941,62720,63,2
"14464299",2,11096,24129,669,3
"14464477",1,80118,164690,104,2
"14464809",17,1592685,6242670,283,1
"14464826",1,2252,6303,262,1
"14464921",4,31585,113260,286,1
"14465521",12,98937,295403,264,1
"14465608",4,49643,106143,826,4
"14466176",7,547149,2041537,87,2
"14466329",11,241545,576603,283,1
"14466333",1,8659,45370,355,1
"14466471",3,51302,109906,857,4
"14466695",38,506151,1209120,319,1
"14466704",1,56416,250076,285,1
"14466723",8,114825,532086,213,1
"14467088",1,26953,87655,809,4
"14467145",2,10156,18017,304,1
"14467212",2,2041,3748,188,2
"14467334",4,31374,97462,63,2
"14467386",7,210347,464646,187,2
"14467557",16,165485,340621,172,2
"14467805",138,1605706,3797962,35,2
"14468080",5,79430,157555,404,1
"14468962",19,772047,3305908,73,2
"14468963",2,22677,66135,83,2
"14469042",2,182316,424908,248,1
"14469255",2,79464,247034,93,2
"14469392",15,916605,2920620,503,3
"14469564",4,26421,42529,465,3
"14469869",3,106474,264422,116,2
"14469968",6,64125,190371,51,2
"14469977",1,65216,145330,128,2
"14470111",3,83304,161204,854,4
"14470188",1,24450,55278,607,3
"14470394",4,93952,204546,35,2
"14470568",3,33288,34284,163,2
"14470646",43,1254602,3334696,107,2
"14470734",6,158916,920521,677,3
"14470909",25,547195,1061745,28,2
"14470912",1,3614,6112,546,3
"14471285",1,11764,11765,942,4
"14471335",17,137834,339659,38,2
"14471387",1,1297,5034,986,4
"14471604",2,127996,236640,108,2
"14471728",2,18690,31878,468,3
"14472362",5,26366,44451,133,2
"14472386",4,374870,1377136,81,2
"14472398",1,1435,2538,255,1
"14472578",13,1377813,5536731,187,2
"14472914",1,4396,7737,891,4
"14473274",1,101316,190674,417,1
"14473674",6,98794,160825,487,3
"14473945",2,10219,17436,697,3
"14474114",1,5755,26890,616,3
"14474289",2,995,2680,650,3
"14474605",1,6158,13001,292,1
"14474670",1,4999,11336,657,3
"14474720",55,1431297,3706851,215,2
"14474898",1,14537,14538,151,2
"14475246",1,11382,42429,217,1
"14475653",2,41114,92520,882,4
"14475785",1,9285,25202,875,4
"14475787",2,126307,453371,221,1
"14476018",7,37509,56824,595,3
"14476080",7,134967,476584,269,1
"14476148",15,107497,361503,65,2
"14476221",2,93532,268288,770,4
"14476242",5,98810,287664,53,2
"14476458",4,57142,57145,44,2
"14476865",6,322149,1032774,49,2
"14477010",1,33446,88732,215,1
"14477139",3,8494,25533,831,4
"14477159",1,45012,137925,80,2
"14477243",1,64774,99280,438,1
"14477367",2,16774,59008,217,1
"14477536",2,65368,257116,748,3
"14477549",8,112397,281330,65,2
"14477778",1,31943,68567,189,2
"14478196",3,2603,4775,821,4
"14478341",4,20198,34722,27,2
"14478460",3,325752,943702,532,3
"14478617",1,12670,18386,325,1
"14478955",1,37980,86430,676,3
"14479170",15,131668,439129,464,3
"14479287",1,17972,62168,628,3
"14479347",11,292513,683028,166,2
"14479418",1,6020,12597,399,1
"14479848",4,15032,58013,264,1
"14480158",1,47716,83395,783,4
"14480161",16,289440,691175,536,3
"14480301",2,11803,57470,702,3
"14480626",1,14537,14538,159,2
"14480889",8,46477,85017,431,1
"14480904",4,104035,273220,137,2
"14481050",7,62341,123932,54,2
"14481355",40,2240201,7151356,34,2
"14481556",8,234980,412817,497,3
"14481580",2,13047,42328,502,3
"14481638",1,1100,1930,504,3
"14481689",9,237971,641572,255,1
"14481690",3,66468,170636,915,4
"14481732",3,23277,54055,397,1
"14481744",1,13356,20443,916,4
"14482133",1,6724,6724,800,4
"14482163",5,50156,81665,434,1
"14482405",1,17270,36295,362,1
"14483038",2,3736,9434,621,3
"14483120",2,15005,28555,409,1
"14483530",2,4387,4454,527,3
"14483968",1,122264,266188,273,1
"14484152",3,50810,106838,1007,4
"14485168",5,84322,172084,696,3
"14485318",1,13865,13866,767,4
"14485452",3,188099,483180,95,2
"14485593",2,22386,63122,336,1
"14486575",4,104472,236336,780,4
"14486700",2,30335,30335,53,2
"14486812",2,33105,33108,906,4
"14486951",120,5372653,17732667,80,2
"14487309",2,146606,615047,690,3
"14487451",3,8841,8908,223,1
"14487452",1,96739,197271,182,2
"14487490",4,20225,21596,500,3
"14488017",7,128810,366364,46,2
"14488566",1,8740,8740,287,1
"14488574",1,73040,199136,312,1
"14488796",14,167955,379691,633,3
"14488797",1,110132,316204,587,3
"14488984",1,2079,3513,53,2
"14489179",2,123524,531024,70,2
"14489425",3,62178,111498,69,2
"14489584",1,16929,35988,702,3
"14489883",1,66370,144749,341,1
"14490007",4,67244,122859,426,1
"14490592",4,29410,29411,733,3
"14490672",1,4941,17622,493,3
"14491052",2,26664,75379,237,1
"14491468",1,609,2689,767,4
"14491568",3,24691,25208,270,1
"14491825",1,225616,672261,181,2
"14491940",18,1045929,4092764,216,1
"14492241",7,945174,2415496,87,2
"14492325",1,16896,32284,681,3
"14492677",2,24789,24790,924,4
"14492928",2,19224,27043,436,1
"14493230",8,63566,181242,363,1
"14493409",1,83840,190556,733,3
"14493855",4,125348,313132,132,2
"14493918",1,3732,10052,122,2
"14494493",1,180918,475144,75,2
"14494624",4,104346,161679,61,2
"14494635",3,13399,40126,282,1
"14495248",1,5792,9933,608,3
"14495425",1,9663,9664,276,1
"14495777",2,10958,52924,644,3
"14496021",16,218370,688067,129,2
"14496269",2,23210,42195,142,2
"14496598",8,59935,239580,286,1
"14496972",16,111797,341848,90,2
"14497415",1,75205,279118,984,4
"14497642",153,6032885,23338696,293,1
"14497657",10,92119,356142,61,2
"14498138",2,14704,14706,839,4
"14498361",1,516,6723,938,4
"14498699",3,85733,135886,682,3
"14498703",11,514066,1871890,108,2
"14499122",1,9663,9664,440,1
"14499210",1,21848,21849,272,1
"14499275",5,246940,518505,215,1
"14499504",9,98767,453228,630,3
"14499830",2,34482,114202,377,1
"14499834",12,243579,489795,144,2
"14500136",10,475454,2150178,89,2
"14500239",3,38350,70119,272,1
"14500279",71,1995320,5367936,164,2
"14500372",1,6386,6386,361,1
"14500779",2,29832,29833,350,1
"14501326",11,824337,1801578,195,2
"14501489",2,21785,56398,962,4
"14501636",3,116716,287952,987,4
"14501785",4,115694,194201,115,2
"14502031",24,518765,1398594,843,4
"14502042",1,5353,25202,257,1
"14502876",1,58324,163008,552,3
"14503113",58,643060,2073706,44,2
"14503383",7,94309,196529,475,3
"14503597",19,784867,2157288,118,2
"14503613",126,1628196,3968624,44,2
"14503727",117,3108194,9986536,46,2
"14503729",21,366335,1022120,649,3
"14504573",1,12627,31563,431,1
"14504865",2,1758,4185,256,1
"14505129",25,323159,950744,133,2
"14505159",3,45115,45124,934,4
"14505173",8,94027,94032,52,2
"14505363",2,201680,658784,342,1
"14505593",1,39170,147882,62,2
"14505726",1,181012,632436,271,1
"14506073",2,154121,384938,598,3
"14506357",3,47826,91076,721,3
"14507289",1,7065,32261,685,3
"14507378",103,1488692,3775647,45,2
"14507534",14,103804,194145,279,1
"14507786",3,102374,260798,686,3
"14507822",3,30075,31595,472,3
"14508013",1,20234,61303,320,1
"14508174",1,88068,402832,922,4
"14508301",4,38830,158863,307,1
"14508357",10,585732,1994820,245,1
"14508468",4,79505,319899,425,1
"14508508",2,24285,24286,731,3
"14508568",2,22435,22436,486,3
"14509009",11,469663,1255567,679,3
"14509355",3,333266,1256752,48,2
"14509581",1,6513,7934,389,1
"14509927",24,1260573,5123281,219,1
"14510047",2,64466,150256,734,3
"14510073",1,4671,7139,648,3
"14510414",1,35642,90772,805,4
"14510416",5,164438,428567,66,2
"14510459",2,13861,33554,388,1
"14510928",2,6740,12857,969,4
"14511337",14,287213,900321,446,1
"14511395",5,86757,292831,399,1
"14511549",8,21401,42579,163,2
"14511587",4,144798,285355,335,1
"14511658",1,4941,17622,494,3
"14511957",23,1165652,3600236,33,2
"14512103",1,191972,378120,133,2
"14512104",1,18348,35014,777,4
"14512415",20,530135,955217,80,2
"14512686",12,1666498,6405917,60,2
"14512852",1,64904,189564,327,1
"14512895",3,207421,503982,73,2
"14513155",2,10918,26874,681,3
"14513447",1,14412,48554,801,4
"14513708",13,109196,256071,215,1
"14513765",6,54703,227152,244,1
"14514002",1,5231,8210,279,1
"14514107",4,19494,72957,434,1
"14514149",1,7815,19656,745,3
"14514198",8,44398,136870,485,3
"14514463",4,91731,154172,507,3
"14514504",10,312951,1086646,130,2
"14514512",1,7290,13437,217,1
"14514830",46,1612451,4762351,68,2
"14514943",2,5196,9474,852,4
"14515328",5,47989,90243,278,1
"14515481",2,18518,39706,237,1
"14515637",4,35104,67060,847,4
"14516025",12,76753,221669,504,3
"14516101",9,430696,728721,336,1
"14516117",5,34043,74242,958,4
"14516324",4,41565,46358,595,3
"14516412",1,4407,9235,102,2
"14516501",5,202558,479709,167,2
"14516536",3,11546,36966,125,2
"14516716",1,9663,9664,192,2
"14516753",24,193472,463170,63,2
"14516930",1,38160,109226,775,4
"14517322",1,32814,99916,908,4
"14517958",7,314453,600017,220,1
"14518077",4,72475,153064,837,4
"14518107",1,3153,5400,230,1
"14518498",14,302343,903672,62,2
"14518762",5,119423,242008,788,4
"14518792",10,184275,444672,209,1
"14518939",1,1170,2134,25,2
"14519141",14,364372,979683,90,2
"14519349",3,69562,133682,152,2
"14519937",4,340408,738088,69,2
"14520080",3,543107,1833907,132,2
"14520088",1,2318,3420,1001,4
"14520333",1,25509,81504,543,3
"14520405",2,7803,13523,937,4
"14520619",10,634766,2235751,216,1
"14521079",1,9629,19319,446,1
"14521092",1,10918,26874,688,3
"14521184",7,202089,462974,143,2
"14521287",1,523,1765,313,1
"14521290",1,5293,43950,354,1
"14521385",6,198923,858310,489,3
"14522497",7,117558,361636,683,3
"14523553",1,2172,9412,935,4
"14523642",3,15080,43199,415,1
"14523672",5,367660,1257456,367,1
"14523733",5,38449,109156,741,3
"14523915",6,122051,446077,780,4
"14523976",1,9663,9664,650,3
"14524112",1,5404,9336,399,1
"14524249",3,66450,155387,707,3
"14524345",3,29572,53858,259,1
"14524738",1,105,1429,999,4
"14524790",1,11408,26952,426,1
"14525112",4,67928,125132,886,4
"14525802",5,83455,166168,251,1
"14525842",4,23958,45412,230,1
"14525854",26,390187,1089522,95,2
"14526207",2,41754,168050,899,4
"14526502",1,9663,9664,137,2
"14526570",2,79060,181024,779,4
"14526751",4,141084,307649,725,3
"14526813",3,26638,26639,623,3
"14526954",2,75274,211492,969,4
"14527276",1,4055,6756,118,2
"14527565",2,26800,137648,959,4
"14527643",10,298095,754828,168,2
"14527692",104,1741803,5656928,35,2
"14528298",4,241790,770626,142,2
"14528392",4,62713,121496,164,2
