"","Frecuencia","$ Margen","$ Venta","Recencia","cluster"
"14528691",4,72865,168974,349,1
"14529414",2,25147,95621,25,2
"14529445",1,4726,25202,997,4
"14529679",2,8183,8344,600,3
"14529698",9,138105,253557,53,2
"14529945",3,187256,377048,63,2
"14530069",5,97026,159044,80,2
"14530354",11,79596,210659,41,2
"14530436",1,48450,159684,565,3
"14530496",2,32259,95663,180,2
"14530923",5,49080,51177,159,2
"14531093",2,39211,94321,206,1
"14531167",2,21403,72252,154,2
"14531493",38,796308,2205510,146,2
"14531685",42,232501,669113,37,2
"14531698",1,16454,43689,88,2
"14531766",31,448317,1519569,102,2
"14531906",2,49328,54874,104,2
"14533252",2,78553,201705,997,4
"14533932",15,365775,969355,328,1
"14533995",2,17238,35790,59,2
"14534105",3,47826,238876,392,1
"14534126",1,56354,112924,682,3
"14534158",7,116721,198905,185,2
"14534206",1,7342,22050,503,3
"14534446",36,851815,1758563,23,2
"14534659",1,8296,22412,437,1
"14535051",33,602743,1306111,153,2
"14535209",4,43660,152093,136,2
"14535292",6,304303,1189644,445,1
"14535372",10,195627,617818,114,2
"14535455",4,110591,285528,446,1
"14535620",1,13552,25193,658,3
"14535835",3,22289,89158,307,1
"14536049",1,2536,4118,606,3
"14536479",2,63961,148465,605,3
"14536593",2,116492,254936,82,2
"14536736",3,52266,124354,892,4
"14536975",2,224432,416272,84,2
"14537086",2,5112,5631,504,3
"14537088",2,94808,311900,82,2
"14537102",6,50038,110872,938,4
"14537122",1,11212,31916,383,1
"14537531",1,7013,16798,745,3
"14537793",4,66873,107782,293,1
"14537844",1,9864,51024,214,1
"14538593",2,2644,7546,207,1
"14538710",87,1190971,3313433,68,2
"14539030",2,63282,129697,202,1
"14539478",6,19693,43972,261,1
"14539799",18,106044,302289,308,1
"14539827",1,1588,5462,129,2
"14540937",3,133272,307660,999,4
"14541151",1,1861,6202,75,2
"14541190",82,7178787,23994646,39,2
"14541367",5,47622,50076,636,3
"14541450",65,4044842,11760155,26,2
"14542153",7,281709,879386,422,1
"14542194",4,21690,22687,133,2
"14542334",1,9243,9244,865,4
"14542360",29,637186,2012495,27,2
"14542718",1,547,1109,856,4
"14543123",1,2802,4798,1012,4
"14543338",7,197812,527308,107,2
"14543357",9,33114,99512,62,2
"14543490",121,4580929,15045235,25,2
"14543630",1,4344,10916,145,2
"14543651",2,24367,24368,75,2
"14544022",11,577499,1325444,80,2
"14544457",1,46750,161337,228,1
"14545042",3,8434,8597,458,1
"14545203",45,299473,1174872,581,3
"14545392",2,29832,29833,91,2
"14545501",61,946015,2908003,34,2
"14545649",1,9244,9244,900,4
"14545891",18,496524,1572255,286,1
"14545990",1,29726,59161,998,4
"14546023",4,82112,148529,305,1
"14546124",2,15126,15126,599,3
"14546634",4,26274,85613,278,1
"14547133",2,22857,76521,318,1
"14547499",2,42017,42017,793,4
"14547858",2,300,67210,104,2
"14547874",1,71848,295764,34,2
"14548099",1,2920,4412,138,2
"14548195",1,4932,25512,172,2
"14548398",11,320256,737648,605,3
"14548734",1,115692,537856,947,4
"14548822",1,4753,8563,174,2
"14548908",3,5618,7875,798,4
"14548993",3,18167,18343,902,4
"14549177",51,1702883,6229375,122,2
"14549267",44,1280548,3855561,72,2
"14549602",64,4530998,17352818,102,2
"14549925",26,460753,1794934,104,2
"14550040",1,17777,64697,39,2
"14550155",2,25124,25125,511,3
"14550390",3,9572,36126,521,3
"14550790",1,1513,2655,607,3
"14551029",17,550766,1342510,349,1
"14551296",5,55526,115566,430,1
"14551391",1,35286,71078,184,2
"14551528",5,183219,511342,266,1
"14551951",6,126084,415014,243,1
"14552023",1,1520,3210,416,1
"14552057",1,16302,16303,251,1
"14552313",17,330425,743160,147,2
"14552476",49,1275347,3925059,26,2
"14552933",14,483057,1495281,83,2
"14553567",2,123644,530170,493,3
"14553793",1,75236,309228,388,1
"14553867",1,36641,125966,801,4
"14554045",9,165259,846432,294,1
"14554369",4,50619,135839,35,2
"14554603",1,12352,12353,706,3
"14554664",1,52715,134454,1015,4
"14554947",3,13646,18520,349,1
"14554974",30,781370,2038676,53,2
"14555942",5,52673,132228,838,4
"14556082",6,252708,456086,73,2
"14556554",1,16918,33829,483,3
"14556775",3,38532,69598,511,3
"14556971",1,53768,141966,276,1
"14557318",1,127592,286896,734,3
"14558487",2,110932,228912,886,4
"14558553",3,32276,72994,546,3
"14558767",7,68787,74815,481,3
"14558940",13,124811,405150,377,1
"14559016",27,451549,1206391,74,2
"14559048",6,227318,705996,273,1
"14559322",6,72845,72855,244,1
"14560420",264,6963175,22752460,35,2
"14560724",1,75116,380020,745,3
"14560981",2,14747,85697,23,2
"14561331",1,21512,21512,578,3
"14561491",6,238821,969268,300,1
"14561719",3,85168,168028,840,4
"14561961",1,13865,13866,854,4
"14562095",2,21006,21008,1014,4
"14562149",1,9663,9664,259,1
"14562333",29,1342681,4755945,38,2
"14562462",42,1030794,3172952,83,2
"14562667",1,16599,37791,504,3
"14562683",3,28083,90253,874,4
"14562978",1,22788,63857,214,1
"14563463",6,99375,260052,335,1
"14564262",4,28971,28974,110,2
"14564726",3,74230,263068,364,1
"14564783",7,170795,617648,191,2
"14565337",2,39608,167714,930,4
"14565538",5,350683,797342,131,2
"14565735",6,158806,424280,152,2
"14565869",3,170912,354016,888,4
"14566421",9,620458,2203852,238,1
"14567277",8,478079,1760819,158,2
"14567344",3,25758,102344,573,3
"14567541",26,353331,1160158,287,1
"14567599",7,129456,386193,107,2
"14568440",2,10242,18186,593,3
"14568501",17,820372,3386712,408,1
"14568704",1,12772,12772,133,2
"14568731",4,37092,56539,277,1
"14568933",3,79106,276996,270,1
"14569344",1,9663,9664,289,1
"14569364",2,14788,14790,859,4
"14569558",1,38200,82808,143,2
"14570091",3,225479,782480,67,2
"14570095",1,9106,59496,719,3
"14570425",9,92214,296599,220,1
"14570752",8,158793,315423,985,4
"14571165",1,4168,7600,62,2
"14571175",11,221964,531044,347,1
"14571305",1,18156,52866,852,4
"14571491",92,1320064,5301048,32,2
"14571580",2,19264,45215,145,2
"14571703",2,24169,78134,542,3
"14572014",1,16302,16303,245,1
"14572034",3,71247,144793,213,1
"14572064",1,2380,12597,574,3
"14572608",9,274827,1164320,72,2
"14572934",2,45071,89059,180,2
"14573010",1,15719,42429,266,1
"14573122",2,6053,14773,62,2
"14573152",13,480962,2192995,25,2
"14573282",3,32112,112707,118,2
"14573703",1,15309,42008,644,3
"14573923",1,62029,210076,165,2
"14574271",2,30948,90720,405,1
"14574548",4,172092,358186,115,2
"14574668",20,671502,1680665,27,2
"14575199",50,1105773,3533561,38,2
"14575219",2,13357,65446,814,4
"14575399",1,28566,52076,160,2
"14575673",2,1402,3151,313,1
"14575728",3,148340,265920,441,1
"14575904",2,2570,3840,360,1
"14576211",3,69688,208538,294,1
"14576510",15,40884,168009,261,1
"14576520",1,12956,27850,416,1
"14576869",140,1207782,3351239,41,2
"14577232",1,7914,33109,734,3
"14577484",1,4372,7592,500,3
"14577809",1,4873,4874,201,1
"14578290",2,242542,769244,122,2
"14578302",1,125268,248440,227,1
"14578353",1,1996,2353,746,3
"14578945",28,380390,1009340,23,2
"14579617",1,10172,18166,811,4
"14579619",1,152866,626204,684,3
"14580709",2,34452,34455,261,1
"14581707",2,63748,155551,126,2
"14581818",2,24510,41704,359,1
"14582117",5,41660,59860,665,3
"14582446",2,125740,452258,560,3
"14582703",1,3823,6235,920,4
"14582731",1,51114,252084,126,2
"14582960",1,5100,8697,460,1
"14584038",1,3666,7555,408,1
"14584429",8,676516,2676916,207,1
"14584752",9,67566,164633,42,2
"14584791",1,37902,95772,109,2
"14584857",1,9663,9664,236,1
"14585158",4,102426,316781,40,2
"14585888",15,172592,481428,241,1
"14587280",2,84432,204018,201,1
"14587574",89,691539,2391679,53,2
"14587583",1,13595,68824,935,4
"14588177",5,17195,17396,632,3
"14588378",1,649,6429,384,1
"14589013",2,441352,1523784,497,3
"14589094",21,817813,2673678,130,2
"14589105",29,201459,445493,66,2
"14589319",1,65932,233932,548,3
"14589835",1,138700,367832,182,2
"14590152",2,20745,85278,375,1
"14590859",18,262644,836919,151,2
"14591093",1,3098,9739,161,2
"14591284",2,57402,231763,966,4
"14591681",1,25865,55748,88,2
"14592016",6,63519,169872,571,3
"14592778",22,81029,240052,237,1
"14592782",3,165600,349552,756,3
"14592988",1,32970,115941,384,1
"14593044",1,3802,7613,434,1
"14593235",9,259421,537081,525,3
"14593796",1,9243,9244,955,4
"14594372",1,5823,28697,381,1
"14594800",2,15292,15294,375,1
"14594900",1,10422,46286,1020,4
"14595694",8,106149,166693,47,2
"14595727",1,162828,304640,42,2
"14595864",2,223864,393244,111,2
"14595963",10,39629,61373,644,3
"14596187",1,9663,9664,334,1
"14596489",1,16804,35636,915,4
"14596677",2,14396,27312,635,3
"14596888",5,51544,141692,217,1
"14597282",2,111520,552202,968,4
"14597348",1,3802,7613,356,1
"14597425",4,71714,132965,878,4
"14597472",11,120807,361222,202,1
"14597930",1,95192,309748,675,3
"14598152",18,171463,532499,567,3
"14598458",43,634842,973075,135,2
"14598528",1,46273,460076,591,3
"14598805",2,22688,22689,877,4
"14598918",2,31498,83803,585,3
"14598978",1,179772,337180,161,2
"14599171",59,1562629,5870369,324,1
"14599330",10,281355,841109,240,1
"14599416",36,1264905,4553423,45,2
"14599435",2,12592,13781,843,4
"14599903",5,27952,57728,32,2
"14599928",8,377057,1499790,180,2
"14599933",2,1510,36050,788,4
"14600249",27,503955,972959,126,2
"14600823",4,75204,126860,153,2
"14601766",1,44878,121000,185,2
"14602208",266,19829775,62895306,26,2
"14602536",1,42551,137135,223,1
"14602729",13,93424,271687,128,2
"14603146",3,97814,481296,600,3
"14603287",5,13452,28568,137,2
"14603528",1,60294,242000,606,3
"14604574",22,421654,1168230,192,2
"14605139",2,35504,125983,630,3
"14605581",4,139521,557430,52,2
"14605586",1,43127,131118,392,1
"14605616",4,115228,190724,147,2
"14605936",1,8600,34706,692,3
"14606077",10,74961,186711,132,2
"14606177",1,13810,53780,711,3
"14607028",12,598850,1987736,89,2
"14607031",8,75290,180139,270,1
"14607295",1,8856,18546,410,1
"14607804",2,6223,14554,622,3
"14608114",33,479422,2219165,311,1
"14608732",28,215397,794001,108,2
"14609389",8,53858,211135,250,1
"14609689",2,18992,18992,1007,4
"14610046",1,113124,233652,221,1
"14610489",3,34532,56774,996,4
"14612578",1,12368,21496,28,2
"14613241",1,15800,15800,196,2
"14613355",1,60286,176254,308,1
"14613369",33,880940,2499142,51,2
"14613722",2,97598,208294,649,3
"14614096",5,35876,88008,61,2
"14614129",41,845117,2320288,28,2
"14614243",11,1206198,4864014,214,1
"14614469",8,252948,1360914,293,1
"14614560",6,72308,119546,133,2
"14614898",13,2201770,5930694,164,2
"14615364",2,21846,21848,40,2
"14615730",1,37888,168050,305,1
"14616121",32,663271,1519857,52,2
"14616303",26,166751,483197,319,1
"14617457",6,106791,353297,128,2
"14617469",2,47696,196868,1013,4
"14617470",4,76164,157689,742,3
"14617772",3,42085,86252,880,4
"14618946",2,18277,68554,195,2
"14618978",1,3736,10345,525,3
"14619052",2,16049,16050,173,2
"14619421",2,27728,27731,416,1
"14619475",11,535775,1503502,118,2
"14619491",1,14537,14538,397,1
"14619884",2,15324,23635,929,4
"14620271",1,119192,236608,161,2
"14620511",2,17648,17648,835,4
"14620516",8,28999,54144,26,2
"14620556",8,571935,2154554,143,2
"14621272",1,49189,69210,488,3
"14621805",1,1462,2580,132,2
"14622301",1,29354,112268,884,4
"14623205",3,1255,2161,103,2
"14623711",1,21137,55803,772,4
"14624148",1,2426,5538,158,2
"14624938",2,24789,24790,133,2
"14626082",2,21766,80218,854,4
"14626180",3,24319,97484,724,3
"14626600",2,11062,18294,186,2
"14628828",46,924458,1914270,227,1
"14630140",2,49326,49327,357,1
"14630164",1,18944,84025,90,2
"14630345",1,34840,184840,359,1
"14630368",4,82098,140489,611,3
"14630539",30,258814,584788,172,2
"14630687",4,29667,59764,384,1
"14630744",1,51168,105364,655,3
"14631847",5,44050,81343,747,3
"14632407",4,38643,65166,907,4
"14635456",1,1440,4008,536,3
"14639264",8,51980,130066,238,1
"14640145",13,324879,1179369,413,1
"14640546",5,96664,206832,202,1
"14640556",15,954252,2349243,475,3
"14640684",1,13865,13866,949,4
"14643770",5,62648,150033,675,3
"14647674",1,12352,12353,635,3
"14647716",1,21848,21849,90,2
"14648440",1,92664,285696,300,1
"14649243",23,1407238,4562925,95,2
"14651704",3,99552,207548,836,4
"14653459",2,5820,25170,930,4
"14655547",3,54590,98983,368,1
"14657008",1,69794,133094,223,1
"14657951",3,45009,68135,41,2
"14659096",68,2862245,6339629,52,2
"14660472",1,7642,13084,934,4
"14660802",1,6949,31924,325,1
"14661256",9,26985,69504,319,1
"14662635",1,1498,2513,93,2
"14664068",1,2852,4891,544,3
"14664638",27,1485173,4736478,82,2
"14674102",2,56936,200438,524,3
"14677818",15,361564,1177985,23,2
"14679854",28,206981,599909,661,3
"14679960",1,16302,16303,710,3
"14680211",1,17588,47891,97,2
"14682161",3,30839,61186,54,2
"14682171",4,88061,391763,600,3
"14683889",7,79577,219034,67,2
"14685884",4,286800,1065675,448,1
"14686646",1,4817,10454,275,1
"14688340",2,6757,12806,961,4
"14688509",5,169494,542362,151,2
"14690400",21,406719,1522468,23,2
"14690849",4,61281,109236,658,3
"14691203",5,64294,183171,623,3
"14691652",2,23518,72220,780,4
"14692547",1,7770,28563,66,2
"14693695",9,62176,63051,27,2
"14695030",2,87599,327688,75,2
"14695306",7,68716,251168,263,1
"14695762",1,19487,19487,75,2
"14696692",1,17503,58815,368,1
"14696901",2,49250,107606,425,1
"14698026",5,188368,656334,273,1
"14699392",1,7735,34445,333,1
"14699402",6,103959,384738,90,2
"14701539",4,42562,78342,600,3
"14701793",2,2034,3764,76,2
"14703930",1,42590,101192,805,4
"14704282",1,2941,2941,872,4
"14705920",3,15492,60530,812,4
"14712377",2,166824,289040,88,2
"14712774",3,46868,78666,277,1
"14713979",3,32822,34116,174,2
"14715363",1,19872,76866,222,1
"14715412",2,4387,4454,415,1
"14715784",4,42689,139259,328,1
"14718371",35,260280,529403,53,2
"14725010",1,16302,16303,633,3
"14728622",1,155048,350896,275,1
"14731127",1,3696,3697,619,3
"14731511",9,97889,180046,326,1
"14735054",1,39130,72143,51,2
"14741203",13,189731,594915,49,2
"14744524",1,18857,54445,542,3
"14750972",5,38291,102621,115,2
"14752905",1,111828,406488,859,4
"14754870",1,12352,12353,341,1
"14756895",1,16698,100672,810,4
"14900317",2,17045,52924,392,1
"14900673",12,140332,218272,542,3
"14900928",2,34452,34455,609,3
"14901260",4,126151,369571,181,2
"14901347",8,124520,263496,160,2
"14901832",1,81835,260496,846,4
"14901932",4,19509,38603,374,1
"14902497",4,114062,438234,570,3
"14902520",1,1789,5286,990,4
"14902873",8,129782,396549,158,2
"14902944",8,61672,185385,55,2
"14903021",1,14175,45841,699,3
"14903566",6,61115,198094,348,1
"14904257",1,63556,122452,301,1
"14904612",2,13296,21441,61,2
"14904908",1,4622,4622,807,4
"14905441",2,2285,6521,775,4
"14906184",1,14537,14538,360,1
"14906312",1,3747,10445,594,3
"14906518",1,7401,17622,33,2
"14906939",6,23609,71420,164,2
"14907049",1,34634,134445,181,2
"14907057",7,255012,921533,361,1
"14907273",3,18717,31788,843,4
"14907620",2,81998,139464,682,3
"14908259",1,16874,50404,404,1
"14908285",5,151796,425192,856,4
"14908370",4,36447,94291,461,1
"14908377",2,17814,17815,142,2
"14908842",2,2709,5252,315,1
"14909602",4,22738,94311,301,1
"14909887",3,47285,161143,339,1
"14910264",31,229774,507934,33,2
"14912800",1,60636,109226,242,1
"14912906",1,12098,12100,769,4
"14919221",4,3845,9832,784,4
"15000170",1,30260,124200,319,1
"15001113",11,208587,750998,270,1
"15001301",1,66757,122884,808,4
"15004914",3,55993,107099,461,1
"15005353",2,56517,226178,384,1
"15006469",5,126406,621763,707,3
"15008247",4,21786,57816,355,1
"15008470",11,131346,154743,73,2
"15009051",5,1019316,4540980,517,3
"15011152",3,86515,213615,135,2
"15012464",2,40334,40337,665,3
"15012704",2,171922,357114,89,2
"15012870",11,98569,379215,235,1
"15013050",1,40516,72252,250,1
"15013656",6,55458,202772,131,2
"15013668",5,87543,329557,919,4
"15014011",1,35800,97444,132,2
"15014130",9,682665,1989788,640,3
"15014489",2,33588,75193,674,3
"15015386",1,51220,139487,406,1
"15015629",1,4602,9235,660,3
"15016008",1,47302,177464,221,1
"15016053",1,7787,13151,762,4
"15016150",1,6454,30420,991,4
"15016261",27,1195455,5230361,217,1
"15016750",7,107281,229828,108,2
"15017556",1,6367,10992,124,2
"15017917",2,311970,1088089,223,1
"15018294",1,10941,48235,706,3
"15018390",19,31798,237946,32,2
"15018419",1,7736,34445,366,1
"15018498",15,342409,1324396,121,2
"15018506",4,30298,115613,311,1
"15018641",2,26236,65497,495,3
"15018827",3,13895,26546,391,1
"15019059",2,29436,72113,706,3
"15019256",3,33271,33276,703,3
"15019616",1,20006,70412,777,4
"15019655",7,667572,3213840,105,2
"15019923",2,97582,184874,25,2
"15020685",5,111267,354398,58,2
"15020802",1,62915,137004,157,2
"15021069",3,100804,320129,185,2
"15021379",13,275877,819357,353,1
"15021708",1,6749,27723,915,4
"15022010",1,97410,418434,220,1
"15022313",2,23609,71420,217,1
"15022363",1,6780,10590,528,3
"15022480",7,316524,1147081,131,2
"15024687",18,1840709,6891722,45,2
"15024780",10,378692,1205837,83,2
"15025575",4,67989,135185,209,1
"15025764",2,265823,837607,42,2
"15026600",1,23700,49460,810,4
"15026726",5,43054,114772,69,2
"15026763",230,11906668,34294403,24,2
"15026987",2,36692,60496,27,2
"15027368",13,1716614,6549052,69,2
"15027526",6,117065,649782,79,2
"15027637",1,3696,3697,312,1
"15027759",3,8528,18706,54,2
"15027948",1,99828,181484,42,2
"15029351",3,192061,386288,93,2
"15029352",4,106692,268589,565,3
"15029582",1,6260,12597,614,3
"15029664",18,121198,288008,80,2
"15029721",2,10178,49143,707,3
"15029910",2,16806,16807,765,4
"15029957",2,12957,21835,903,4
"15030307",2,68969,129664,111,2
"15030406",177,1861731,5454736,84,2
"15030636",1,6407,24361,991,4
"15030650",2,27540,125033,802,4
"15030766",1,12563,16798,670,3
"15030767",1,26149,67218,27,2
"15030838",4,22350,36925,574,3
"15031016",14,97741,244301,245,1
"15031045",2,4279,14286,139,2
"15031434",9,154024,411089,61,2
"15031445",3,62776,125516,279,1
"15031576",5,58227,125966,132,2
"15031715",7,113723,421537,35,2
"15031722",2,359480,1379748,84,2
"15031904",11,291862,685194,27,2
"15031924",2,118607,191563,105,2
"15031952",31,881420,2409379,87,2
"15031959",6,167955,628404,28,2
"15032286",15,198524,505567,108,2
"15033053",1,3139,7555,327,1
"15033472",1,19222,36295,473,3
"15033950",2,28025,99613,319,1
"15034165",34,672108,1827083,45,2
"15034174",2,21999,88219,637,3
"15034327",1,14441,31502,896,4
"15034680",1,199772,500136,200,1
"15034961",1,17443,29824,124,2
"15035055",1,15719,42429,303,1
"15035183",1,4510,12756,144,2
"15035381",2,10988,21487,67,2
"15035667",2,48303,132756,73,2
"15035756",4,19263,51149,77,2
"15036078",1,40796,84706,639,3
"15036382",2,246548,1216724,419,1
"15036481",7,76318,148437,153,2
"15036584",2,35694,125833,186,2
"15037574",3,54739,142115,546,3
"15037668",2,281143,470555,252,1
"15037790",1,8563,39487,388,1
"15037845",2,184331,285679,138,2
"15037941",1,167998,530808,683,3
"15038277",1,21429,21429,929,4
"15038293",1,7805,19656,742,3
"15038418",31,491885,1517343,620,3
"15038741",13,43545,121486,283,1
"15039098",9,33412,74438,58,2
"15039819",31,529446,1606388,27,2
"15040267",2,193132,544622,147,2
"15041189",2,139210,435582,63,2
"15041238",1,25730,68000,565,3
"15041812",3,70302,343496,217,1
"15042311",2,18448,37006,811,4
"15043000",3,57904,162072,1008,4
"15043075",1,13416,30156,145,2
"15043744",1,9694,65866,580,3
"15044279",1,40418,79238,950,4
"15044864",6,38233,102897,581,3
"15045558",3,94208,191910,77,2
"15046424",1,4794,5908,668,3
"15046504",23,475720,1143595,41,2
"15046683",1,2478,7378,730,3
"15046874",1,117696,450388,601,3
"15046969",1,13100,40320,189,2
"15046987",1,1193,4706,1018,4
"15047003",3,41154,75623,132,2
"15047037",1,28985,67371,47,2
"15047039",12,212161,410724,39,2
"15047200",1,7845,33570,145,2
"15047588",66,1785286,6469300,103,2
"15047642",11,72826,143478,154,2
"15047710",6,165373,567279,44,2
"15048116",33,639233,1938221,49,2
"15049346",1,11545,36966,214,1
"15049658",1,75698,161328,101,2
"15049718",2,79764,170248,90,2
