"","BUS","CAMION","CHASIS CABINADO","MINIBUS","REMOLQUE","SEMIREMOLQUE","TAXIBUS","TRACTOCAMION","cluster"
"76400582",0,0,0,0,0,0,0,1,6
"76764606",1,0,0,0,0,0,0,0,3
"76490300",0,1,0,0,0,0,0,0,1
"76407214",0,1,0,0,0,0,0,0,1
"76490339",0,1,0,0,0,0,0,0,1
"76764902",0,1,0,0,0,0,0,0,1
"76708278",0,1,0,0,0,0,0,0,1
"76392324",1,0,0,0,0,0,0,0,3
"76447236",0,0,1,0,0,0,0,0,8
"76407531",0,1,0,0,0,0,0,0,1
"76490556",0,1,0,0,0,0,0,0,1
"76765325",1,0,0,0,0,0,0,0,3
"76566635",0,1,0,0,0,0,0,0,1
"76765457",0,0,0,0,0,0,0,1,6
"76420557",0,1,0,0,0,0,0,0,1
"76407566",0,1,0,0,0,0,0,0,1
"76566721",0,0,1,0,0,0,0,0,8
"76765821",0,0,0,0,0,0,0,1,6
"76709070",0,1,0,0,0,0,0,0,1
"76606001",0,1,0,0,0,0,0,0,1
"76709418",0,1,0,0,0,0,0,0,1
"76606158",0,0,0,0,0,1,0,0,2
"76709447",0,1,0,0,0,0,0,0,1
"76606513",0,0,0,0,0,0,0,1,6
"76709454",0,1,0,0,0,0,0,0,1
"76766522",0,1,0,0,0,0,0,0,1
"76709557",0,1,0,0,0,0,0,0,1
"76606832",0,1,0,0,0,0,0,0,1
"76709593",0,0,0,0,0,0,0,1,6
"76515216",0,1,0,0,0,0,0,0,1
"76709739",0,0,0,0,0,0,0,1,6
"76607179",0,1,0,0,0,0,0,0,1
"76709803",0,1,0,0,0,0,0,0,1
"76430321",0,0,0,0,0,1,0,0,2
"76566746",0,1,0,0,0,0,0,0,1
"76607886",0,1,0,0,0,0,0,0,1
"76490697",0,1,0,0,0,0,0,0,1
"76515247",0,1,0,0,0,0,0,0,1
"76490908",0,0,0,1,0,0,0,0,7
"76460791",0,0,0,0,0,0,0,1,6
"76710356",0,1,0,0,0,0,0,0,1
"76515381",0,1,0,0,0,0,0,0,1
"76710520",0,0,0,0,1,0,0,0,4
"76370108",0,1,0,0,0,0,0,0,1
"76400703",0,0,1,0,0,0,0,0,8
"76609074",0,0,0,0,0,1,0,0,2
"76710535",1,0,0,0,0,0,0,0,3
"76769594",0,1,0,0,0,0,0,0,1
"76566995",1,0,0,0,0,0,0,0,3
"76609279",0,1,0,0,0,0,0,0,1
"76491171",0,1,0,0,0,0,0,0,1
"76461260",0,1,0,0,0,0,0,0,1
"76710638",1,0,0,0,0,0,0,0,3
"76770525",0,1,0,0,0,0,0,0,1
"76447356",0,0,1,0,0,0,0,0,8
"76430616",0,0,0,0,0,0,0,1,6
"76491432",0,1,0,0,0,0,0,0,1
"76610210",0,0,1,0,0,0,0,0,8
"76374501",0,0,0,1,0,0,0,0,7
"76770727",0,1,0,0,0,0,0,0,1
"76711785",0,0,1,0,0,0,0,0,8
"76610289",0,1,0,0,0,0,0,0,1
"76447401",0,0,0,0,0,0,0,1,6
"76771069",0,1,0,0,0,0,0,0,1
"76712422",0,1,0,0,0,0,0,0,1
"76610309",0,1,0,0,0,0,0,0,1
"76447437",0,1,0,0,0,0,0,0,1
"76610560",0,1,0,0,0,0,0,0,1
"76567711",0,1,0,0,0,0,0,0,1
"76461567",0,1,0,0,0,0,0,0,1
"76712622",0,1,0,0,0,0,0,0,1
"76771557",0,1,0,0,0,0,0,0,1
"76447474",0,1,0,0,0,0,0,0,1
"76407695",0,0,0,1,0,0,0,0,7
"76712664",0,0,0,0,1,0,0,0,4
"76461809",0,0,0,0,0,0,0,1,6
"76712774",0,1,0,0,0,0,0,0,1
"76611187",0,1,0,0,0,0,0,0,1
"76712785",0,1,0,0,0,0,0,0,1
"76516808",0,1,0,0,0,0,0,0,1
"76420707",0,1,0,0,0,0,0,0,1
"76382921",0,0,0,0,1,0,0,0,4
"76420863",0,1,0,0,0,0,0,0,1
"76376519",0,1,0,0,0,0,0,0,1
"76713527",0,1,0,0,0,0,0,0,1
"76517283",0,1,0,0,0,0,0,0,1
"76713661",0,0,1,0,0,0,0,0,8
"76364389",0,0,0,0,0,1,0,0,2
"76713757",0,0,0,0,0,0,0,1,6
"76773372",0,1,0,0,0,0,0,0,1
"76567772",0,1,0,0,0,0,0,0,1
"76612552",0,1,0,0,0,0,0,0,1
"76713823",0,1,0,0,0,0,0,0,1
"76773504",0,1,0,0,0,0,0,0,1
"76401065",1,0,0,0,0,0,0,0,3
"76430953",0,1,0,0,0,0,0,0,1
"76447627",0,1,0,0,0,0,0,0,1
"76517903",0,1,0,0,0,0,0,0,1
"76492646",0,1,0,0,0,0,0,0,1
"76773856",0,1,0,0,0,0,0,0,1
"76714475",1,0,0,0,0,0,0,0,3
"76613226",0,0,0,0,0,0,0,1,6
"76492752",0,1,0,0,0,0,0,0,1
"76774376",0,1,0,0,0,0,0,0,1
"76714798",0,0,0,0,0,0,0,1,6
"76774807",0,1,0,0,0,0,0,0,1
"76714884",1,0,0,0,0,0,0,0,3
"76774942",0,0,1,0,0,0,0,0,8
"76420981",0,0,0,0,1,0,0,0,4
"76518032",0,1,0,0,0,0,0,0,1
"76492787",0,1,0,0,0,0,0,0,1
"76775201",0,1,0,0,0,0,0,0,1
"76568636",0,1,0,0,0,0,0,0,1
"76613390",0,1,0,0,0,0,0,0,1
"76715919",0,0,0,0,0,0,0,1,6
"76518044",0,1,0,0,0,0,0,0,1
"76447707",0,0,0,1,0,0,0,0,7
"76775402",0,1,0,0,0,0,0,0,1
"76401262",0,1,0,0,0,0,0,0,1
"76463097",0,1,0,0,0,0,0,0,1
"76569101",0,0,0,0,0,1,0,0,2
"76518621",0,0,0,0,0,1,0,0,2
"76421339",1,0,0,0,0,0,0,0,3
"76775851",0,1,0,0,0,0,0,0,1
"76569241",1,0,0,0,0,0,0,0,3
"76463319",0,0,0,0,0,0,0,1,6
"76569373",0,1,0,0,0,0,0,0,1
"76776333",0,0,0,0,0,1,0,0,2
"76716841",0,1,0,0,0,0,0,0,1
"76463607",0,1,0,0,0,0,0,0,1
"76493319",0,1,0,0,0,0,0,0,1
"76370253",0,1,0,0,0,0,0,0,1
"76717038",0,1,0,0,0,0,0,0,1
"76776688",0,0,0,0,0,1,0,0,2
"76717091",0,0,0,0,0,1,0,0,2
"76431621",0,0,0,0,0,0,0,1,6
"76717931",1,0,0,0,0,0,0,0,3
"76615130",0,1,0,0,0,0,0,0,1
"76569579",0,1,0,0,0,0,0,0,1
"76615354",1,0,0,0,0,0,0,0,3
"76569594",0,1,0,0,0,0,0,0,1
"76777326",0,1,0,0,0,0,0,0,1
"76569619",0,1,0,0,0,0,0,0,1
"76615628",0,0,0,1,0,0,0,0,7
"76421387",0,1,0,0,0,0,0,0,1
"76615638",0,0,0,0,0,0,0,1,6
"76718625",0,1,0,0,0,0,0,0,1
"76615660",0,1,0,0,0,0,0,0,1
"76718764",0,1,0,0,0,0,0,0,1
"76615957",0,0,0,0,0,0,0,1,6
"76569653",0,1,0,0,0,0,0,0,1
"76777889",0,1,0,0,0,0,0,0,1
"76569655",0,1,0,0,0,0,0,0,1
"76431634",0,0,0,0,0,0,0,1,6
"76362211",0,0,0,0,0,0,0,1,6
"76616903",0,1,0,0,0,0,0,0,1
"76718937",0,1,0,0,0,0,0,0,1
"76519635",0,0,0,0,0,0,0,1,6
"76493582",0,1,0,0,0,0,0,0,1
"76617062",0,0,0,0,0,0,0,1,6
"76493648",0,0,1,0,0,0,0,0,8
"76779052",0,1,0,0,0,0,0,0,1
"76379955",0,0,0,0,1,0,0,0,4
"76779677",0,1,0,0,0,0,0,0,1
"76570022",0,1,0,0,0,0,0,0,1
"76370272",0,1,0,0,0,0,0,0,1
"76570114",1,0,0,0,0,0,0,0,3
"76780174",0,1,0,0,0,0,0,0,1
"76719902",0,1,0,0,0,0,0,0,1
"76618017",0,1,0,0,0,0,0,0,1
"76719936",0,0,0,0,0,1,0,0,2
"76464182",0,0,1,0,0,0,0,0,8
"76570203",0,1,0,0,0,0,0,0,1
"76520181",0,0,0,0,0,1,0,0,2
"76401351",0,0,0,0,0,0,0,1,6
"76619142",0,0,0,0,1,0,0,0,4
"76720349",0,0,0,1,0,0,0,0,7
"76619164",0,1,0,0,0,0,0,0,1
"76421573",0,0,0,0,0,1,0,0,2
"76781326",0,1,0,0,0,0,0,0,1
"76401355",0,1,0,0,0,0,0,0,1
"76781607",0,1,0,0,0,0,0,0,1
"76380012",0,1,0,0,0,0,0,0,1
"76392916",0,1,0,0,0,0,0,0,1
"76570924",0,0,0,0,0,1,0,0,2
"76781979",0,0,1,0,0,0,0,0,8
"76448468",0,0,1,0,0,0,0,0,8
"76782092",0,0,0,0,1,0,0,0,4
"76720635",0,1,0,0,0,0,0,0,1
"76782838",0,0,0,0,0,1,0,0,2
"76720716",0,1,0,0,0,0,0,0,1
"76620190",0,0,1,0,0,0,0,0,8
"76720800",0,1,0,0,0,0,0,0,1
"76620344",0,0,1,0,0,0,0,0,8
"76571132",0,1,0,0,0,0,0,0,1
"76432222",0,1,0,0,0,0,0,0,1
"76720891",0,1,0,0,0,0,0,0,1
"76520416",0,1,0,0,0,0,0,0,1
"76448505",1,0,0,0,0,0,0,0,3
"76620537",0,1,0,0,0,0,0,0,1
"76720955",0,1,0,0,0,0,0,0,1
"76621316",0,1,0,0,0,0,0,0,1
"76448515",0,0,0,0,0,1,0,0,2
"76783887",0,0,0,0,0,1,0,0,2
"76448763",0,0,1,0,0,0,0,0,8
"76784429",0,1,0,0,0,0,0,0,1
"76571283",0,1,0,0,0,0,0,0,1
"76784710",0,0,1,0,0,0,0,0,8
"76571333",0,1,0,0,0,0,0,0,1
"76784822",0,1,0,0,0,0,0,0,1
"76721511",0,0,1,0,0,0,0,0,8
"76520678",0,1,0,0,0,0,0,0,1
"76721530",0,1,0,0,0,0,0,0,1
"76393116",0,1,0,0,0,0,0,0,1
"76571472",0,1,0,0,0,0,0,0,1
"76785327",0,1,0,0,0,0,0,0,1
"76721801",0,1,0,0,0,0,0,0,1
"76520812",0,1,0,0,0,0,0,0,1
"76571481",0,1,0,0,0,0,0,0,1
"76383519",0,1,0,0,0,0,0,0,1
"76494802",0,1,0,0,0,0,0,0,1
"76464978",0,0,0,1,0,0,0,0,7
"76571755",0,1,0,0,0,0,0,0,1
"76785918",0,0,0,0,0,0,0,1,6
"76448787",0,0,0,1,0,0,0,0,7
"76622374",0,1,0,0,0,0,0,0,1
"76721914",0,1,0,0,0,0,0,0,1
"76383551",0,1,0,0,0,0,0,0,1
"76360819",0,1,0,0,0,0,0,0,1
"76622832",0,1,0,0,0,0,0,0,1
"76722102",0,1,0,0,0,0,0,0,1
"76465443",0,1,0,0,0,0,0,0,1
"76401502",0,0,0,0,0,0,0,1,6
"76786732",0,1,0,0,0,0,0,0,1
"76494993",0,1,0,0,0,0,0,0,1
"76623739",0,1,0,0,0,0,0,0,1
"76495159",0,1,0,0,0,0,0,0,1
"76787299",0,1,0,0,0,0,0,0,1
"76722185",0,1,0,0,0,0,0,0,1
"76432854",0,1,0,0,0,0,0,0,1
"76363822",0,1,0,0,0,0,0,0,1
"76787488",0,1,0,0,0,0,0,0,1
"76722260",0,0,1,0,0,0,0,0,8
"76521538",0,0,0,0,0,0,0,1,6
"76374695",0,1,0,0,0,0,0,0,1
"76787752",0,0,0,0,0,0,0,1,6
"76572499",0,1,0,0,0,0,0,0,1
"76624661",0,0,0,0,0,1,0,0,2
"76722615",0,0,0,0,0,1,0,0,2
"76624663",0,0,0,1,0,0,0,0,7
"76495359",0,1,0,0,0,0,0,0,1
"76624754",1,0,0,0,0,0,0,0,3
"76390202",0,1,0,0,0,0,0,0,1
"76788204",1,0,0,0,0,0,0,0,3
"76422145",0,1,0,0,0,0,0,0,1
"76788245",0,0,0,0,0,0,0,1,6
"76723014",0,1,0,0,0,0,0,0,1
"76625686",0,1,0,0,0,0,0,0,1
"76723111",0,1,0,0,0,0,0,0,1
"76433254",0,0,0,0,0,0,0,1,6
"76723366",0,0,0,0,0,0,0,1,6
"76626095",0,1,0,0,0,0,0,0,1
"76573162",0,1,0,0,0,0,0,0,1
"76626231",1,0,0,0,0,0,0,0,3
"76422173",0,1,0,0,0,0,0,0,1
"76409798",0,1,0,0,0,0,0,0,1
"76495851",0,1,0,0,0,0,0,0,1
"76626653",0,0,0,0,0,1,0,0,2
"76369344",0,1,0,0,0,0,0,0,1
"76789567",0,1,0,0,0,0,0,0,1
"76374932",0,1,0,0,0,0,0,0,1
"76789761",0,0,0,0,1,0,0,0,4
"76723912",0,1,0,0,0,0,0,0,1
"76790237",0,1,0,0,0,0,0,0,1
"76723917",0,0,0,0,0,0,0,1,6
"76626978",0,1,0,0,0,0,0,0,1
"76723997",0,1,0,0,0,0,0,0,1
"76627126",0,1,0,0,0,0,0,0,1
"76724381",0,0,0,0,0,1,0,0,2
"76790793",0,1,0,0,0,0,0,0,1
"76724417",0,0,0,0,0,1,0,0,2
"76628212",0,0,0,0,0,0,0,1,6
"76573838",0,0,1,0,0,0,0,0,8
"76522964",0,0,1,0,0,0,0,0,8
"76401839",0,1,0,0,0,0,0,0,1
"76791426",0,0,0,0,0,0,0,1,6
"76574225",1,0,0,0,0,0,0,0,3
"76791468",0,1,0,0,0,0,0,0,1
"76574252",0,1,0,0,0,0,0,0,1
"76466244",0,1,0,0,0,0,0,0,1
"76724474",1,0,0,0,0,0,0,0,3
"76523125",0,1,0,0,0,0,0,0,1
"76574277",1,0,0,0,0,0,0,0,3
"76629170",0,1,0,0,0,0,0,0,1
"76367629",0,1,0,0,0,0,0,0,1
"76792340",0,1,0,0,0,0,0,0,1
"76449338",0,1,0,0,0,0,0,0,1
"76792410",0,1,0,0,0,0,0,0,1
"76574904",0,0,0,0,0,0,0,1,6
"76792622",0,1,0,0,0,0,0,0,1
"76725057",0,1,0,0,0,0,0,0,1
"76394237",0,1,0,0,0,0,0,0,1
"76725070",0,1,0,0,0,0,0,0,1
"76523495",0,0,1,0,0,0,0,0,8
"76449381",0,0,0,0,0,1,0,0,2
"76793012",0,0,0,0,0,0,0,1,6
"76449621",0,0,0,0,0,1,0,0,2
"76793243",0,1,0,0,0,0,0,0,1
"76725361",0,1,0,0,0,0,0,0,1
"76523732",0,1,0,0,0,0,0,0,1
"76449632",1,0,0,0,0,0,0,0,3
"76410511",0,1,0,0,0,0,0,0,1
"76725488",0,1,0,0,0,0,0,0,1
"76524104",0,1,0,0,0,0,0,0,1
"76725534",0,1,0,0,0,0,0,0,1
"76631405",0,1,0,0,0,0,0,0,1
"76496689",0,0,1,0,0,0,0,0,8
"76631514",0,1,0,0,0,0,0,0,1
"76390446",0,0,0,0,0,0,0,1,6
"76434282",0,1,0,0,0,0,0,0,1
"76725778",0,0,0,0,0,0,0,1,6
"76631852",0,0,0,0,0,1,0,0,2
"76725868",0,1,0,0,0,0,0,0,1
"76371034",0,1,0,0,0,0,0,0,1
"76725914",0,1,0,0,0,0,0,0,1
"76524666",0,1,0,0,0,0,0,0,1
"76725933",0,1,0,0,0,0,0,0,1
"76410706",0,1,0,0,0,0,0,0,1
"76726143",0,0,1,0,0,0,0,0,8
"76633109",0,1,0,0,0,0,0,0,1
"76575758",0,1,0,0,0,0,0,0,1
"76795533",0,0,0,0,1,0,0,0,4
"76726418",0,0,0,0,0,0,0,1,6
"76434360",0,1,0,0,0,0,0,0,1
"76497218",0,0,1,0,0,0,0,0,8
"76524820",0,0,0,0,0,0,0,1,6
"76726479",0,0,0,0,1,0,0,0,4
"76383799",0,1,0,0,0,0,0,0,1
"76726554",0,1,0,0,0,0,0,0,1
"76633493",0,1,0,0,0,0,0,0,1
"76575812",0,0,0,0,0,1,0,0,2
"76524852",0,0,0,0,0,1,0,0,2
"76575838",0,1,0,0,0,0,0,0,1
"76796239",0,1,0,0,0,0,0,0,1
"76726893",0,1,0,0,0,0,0,0,1
"76524896",0,0,0,0,0,1,0,0,2
"76726907",0,1,0,0,0,0,0,0,1
"76796682",0,1,0,0,0,0,0,0,1
"76726967",0,1,0,0,0,0,0,0,1
"76394516",0,1,0,0,0,0,0,0,1
"76726988",0,0,0,0,0,0,0,1,6
"76634303",0,1,0,0,0,0,0,0,1
"76422626",0,0,0,0,1,0,0,0,4
"76634449",0,1,0,0,0,0,0,0,1
"76576017",0,1,0,0,0,0,0,0,1
"76796833",0,0,1,0,0,0,0,0,8
"76727126",0,1,0,0,0,0,0,0,1
"76634730",0,0,0,1,0,0,0,0,7
"76576041",0,0,0,0,0,0,0,1,6
"76796977",0,1,0,0,0,0,0,0,1
"76727215",0,0,0,0,0,1,0,0,2
"76797244",0,1,0,0,0,0,0,0,1
"76727227",0,1,0,0,0,0,0,0,1
"76797456",0,0,1,0,0,0,0,0,8
"76497549",0,1,0,0,0,0,0,0,1
"76525472",0,0,0,1,0,0,0,0,7
"76422720",0,1,0,0,0,0,0,0,1
"76467108",0,1,0,0,0,0,0,0,1
"76450079",0,0,1,0,0,0,0,0,8
"76635616",0,0,1,0,0,0,0,0,8
"76727783",0,0,0,0,0,1,0,0,2
"76635661",0,0,0,0,0,1,0,0,2
"76727785",1,0,0,0,0,0,0,0,3
"76798247",0,0,0,0,0,0,0,1,6
"76728077",0,0,0,0,0,0,0,1,6
"76361133",0,1,0,0,0,0,0,0,1
"76497809",0,0,0,0,0,1,0,0,2
"76636239",0,1,0,0,0,0,0,0,1
"76728504",0,0,0,0,0,0,0,1,6
"76798674",0,0,1,0,0,0,0,0,8
"76728772",0,1,0,0,0,0,0,0,1
"76434782",0,0,0,0,1,0,0,0,4
"76576454",0,0,1,0,0,0,0,0,8
"76799327",0,0,0,0,0,0,0,1,6
"76498023",0,1,0,0,0,0,0,0,1
"76525926",0,1,0,0,0,0,0,0,1
"76728892",0,1,0,0,0,0,0,0,1
"76636585",0,1,0,0,0,0,0,0,1
"76365879",0,0,0,0,0,1,0,0,2
"76525946",0,0,0,0,0,0,0,1,6
"76577122",1,0,0,0,0,0,0,0,3
"76525948",0,0,0,0,0,0,0,1,6
"76577157",0,0,0,0,0,1,0,0,2
"76800084",0,0,1,0,0,0,0,0,8
"76729437",0,0,1,0,0,0,0,0,8
"76394818",0,0,0,0,0,0,0,1,6
"76498044",0,1,0,0,0,0,0,0,1
"76800324",0,0,0,0,0,0,0,1,6
"76498067",1,0,0,0,0,0,0,0,3
"76467649",0,0,0,0,0,0,0,1,6
"76577325",0,1,0,0,0,0,0,0,1
"76526562",0,1,0,0,0,0,0,0,1
"76729726",0,1,0,0,0,0,0,0,1
"76801010",0,1,0,0,0,0,0,0,1
"76729771",0,1,0,0,0,0,0,0,1
"76638489",1,0,0,0,0,0,0,0,3
"76577374",0,0,0,1,0,0,0,0,7
"76467790",1,0,0,0,0,0,0,0,3
"76422803",0,1,0,0,0,0,0,0,1
"76801552",0,0,0,0,0,0,0,1,6
"76450369",0,1,0,0,0,0,0,0,1
"76467929",0,1,0,0,0,0,0,0,1
"76402082",0,1,0,0,0,0,0,0,1
"76527017",0,1,0,0,0,0,0,0,1
"76498351",0,1,0,0,0,0,0,0,1
"76638696",0,1,0,0,0,0,0,0,1
"76577871",0,1,0,0,0,0,0,0,1
"76639073",0,0,0,0,0,1,0,0,2
"76450487",0,1,0,0,0,0,0,0,1
"76802768",0,1,0,0,0,0,0,0,1
"76578187",0,0,0,0,0,1,0,0,2
"76394939",0,1,0,0,0,0,0,0,1
"76730065",0,1,0,0,0,0,0,0,1
"76527533",0,0,0,1,0,0,0,0,7
"76450596",0,1,0,0,0,0,0,0,1
"76803381",0,0,1,0,0,0,0,0,8
"76730121",0,0,0,0,0,0,0,1,6
"76639464",0,1,0,0,0,0,0,0,1
"76730200",0,1,0,0,0,0,0,0,1
"76639990",0,1,0,0,0,0,0,0,1
"76730255",0,1,0,0,0,0,0,0,1
"76803885",0,1,0,0,0,0,0,0,1
"76402171",0,0,0,0,1,0,0,0,4
"76527661",0,1,0,0,0,0,0,0,1
"76369547",0,1,0,0,0,0,0,0,1
"76804745",0,1,0,0,0,0,0,0,1
"76498595",0,0,0,0,0,0,0,1,6
"76804820",0,1,0,0,0,0,0,0,1
"76730480",0,1,0,0,0,0,0,0,1
"76527975",0,0,0,0,0,0,0,1,6
"76578768",0,1,0,0,0,0,0,0,1
"76528141",0,0,0,1,0,0,0,0,7
"76402545",0,1,0,0,0,0,0,0,1
"76435851",0,0,0,0,0,0,0,1,6
"76423421",0,0,0,0,0,0,0,1,6
"76528281",0,0,0,0,0,0,0,1,6
"76402687",0,1,0,0,0,0,0,0,1
"76642494",0,1,0,0,0,0,0,0,1
"76499155",0,1,0,0,0,0,0,0,1
"76805938",0,0,1,0,0,0,0,0,8
"76450962",0,1,0,0,0,0,0,0,1
"76642795",0,1,0,0,0,0,0,0,1
"76451010",0,1,0,0,0,0,0,0,1
"76806273",0,1,0,0,0,0,0,0,1
"76731554",0,0,0,0,0,0,0,1,6
"76469309",0,1,0,0,0,0,0,0,1
"76579804",0,0,0,0,0,1,0,0,2
"76528632",0,0,1,0,0,0,0,0,8
"76451061",0,0,1,0,0,0,0,0,8
"76806641",1,0,0,0,0,0,0,0,3
"76731727",0,0,0,0,0,1,0,0,2
"76361573",0,0,0,0,0,0,0,1,6
"76731861",0,0,0,0,0,0,0,1,6
"76806901",0,1,0,0,0,0,0,0,1
"76423494",0,1,0,0,0,0,0,0,1
"76643788",0,1,0,0,0,0,0,0,1
"76580300",0,1,0,0,0,0,0,0,1
"76807328",0,1,0,0,0,0,0,0,1
"76402734",0,0,0,0,0,1,0,0,2
"76807603",0,0,0,0,0,0,0,1,6
"76732031",0,1,0,0,0,0,0,0,1
"76644235",0,0,0,0,0,0,0,1,6
"76451426",0,1,0,0,0,0,0,0,1
"76469749",0,0,0,0,0,1,0,0,2
"76451494",1,0,0,0,0,0,0,0,3
"76384762",0,0,0,0,0,0,0,1,6
"76499943",0,1,0,0,0,0,0,0,1
"76469899",0,0,0,0,0,0,0,1,6
"76732150",0,1,0,0,0,0,0,0,1
"76436927",0,0,0,0,1,0,0,0,4
"76402782",1,0,0,0,0,0,0,0,3
"76529739",0,1,0,0,0,0,0,0,1
"76732268",0,1,0,0,0,0,0,0,1
"76808714",0,0,0,0,1,0,0,0,4
"76732343",0,1,0,0,0,0,0,0,1
"76808942",0,0,0,0,0,0,0,1,6
"76500247",0,1,0,0,0,0,0,0,1
"76645046",0,1,0,0,0,0,0,0,1
"76423789",0,0,0,0,0,0,0,1,6
"76645279",0,1,0,0,0,0,0,0,1
"76732546",0,1,0,0,0,0,0,0,1
"76809725",1,0,0,0,0,0,0,0,3
"76375635",0,1,0,0,0,0,0,0,1
"76530208",0,1,0,0,0,0,0,0,1
"76732857",0,1,0,0,0,0,0,0,1
"76470594",0,1,0,0,0,0,0,0,1
"76733009",0,1,0,0,0,0,0,0,1
"76810381",0,0,0,1,0,0,0,0,7
"76733028",0,0,0,0,0,0,0,1,6
"76810512",0,1,0,0,0,0,0,0,1
"76500475",0,1,0,0,0,0,0,0,1
"76810635",0,0,1,0,0,0,0,0,8
"76402949",0,1,0,0,0,0,0,0,1
"76437318",0,1,0,0,0,0,0,0,1
"76500655",0,0,1,0,0,0,0,0,8
"76470746",0,1,0,0,0,0,0,0,1
"76500767",0,1,0,0,0,0,0,0,1
"76530719",0,1,0,0,0,0,0,0,1
"76581242",0,1,0,0,0,0,0,0,1
"76437418",0,1,0,0,0,0,0,0,1
"76733805",0,1,0,0,0,0,0,0,1
"76647002",0,1,0,0,0,0,0,0,1
"76733954",0,0,0,0,0,0,0,1,6
"76531214",0,1,0,0,0,0,0,0,1
"76451836",0,1,0,0,0,0,0,0,1
"76531439",0,1,0,0,0,0,0,0,1
"76734120",0,1,0,0,0,0,0,0,1
"76040004",0,1,0,0,0,0,0,0,1
"76085148",0,1,0,0,0,0,0,0,1
"76243161",0,0,1,0,0,0,0,0,8
"76118003",0,0,0,0,0,1,0,0,2
"76331042",0,1,0,0,0,0,0,0,1
"76020852",0,0,0,1,0,0,0,0,7
"76352556",1,0,0,0,0,0,0,0,3
"76068078",0,0,1,0,0,0,0,0,8
"76034371",0,0,0,1,0,0,0,0,7
"76268321",0,1,0,0,0,0,0,0,1
"76326853",0,0,1,0,0,0,0,0,8
"76268339",0,1,0,0,0,0,0,0,1
"76159947",0,0,1,0,0,0,0,0,8
"76268455",0,1,0,0,0,0,0,0,1
"76347784",0,0,1,0,0,0,0,0,8
"76268511",0,1,0,0,0,0,0,0,1
"76165729",0,1,0,0,0,0,0,0,1
"76222894",0,1,0,0,0,0,0,0,1
"76184265",0,1,0,0,0,0,0,0,1
"76028091",0,1,0,0,0,0,0,0,1
"76154588",0,0,0,1,0,0,0,0,7
"76268564",0,0,0,1,0,0,0,0,7
"76128441",0,0,0,1,0,0,0,0,7
"76180917",0,1,0,0,0,0,0,0,1
"76329248",0,0,0,0,0,1,0,0,2
"76268728",0,1,0,0,0,0,0,0,1
"76046776",0,0,0,1,0,0,0,0,7
"76118160",0,1,0,0,0,0,0,0,1
"76025511",1,0,0,0,0,0,0,0,3
"76222993",0,1,0,0,0,0,0,0,1
"76032278",0,1,0,0,0,0,0,0,1
"76268812",0,1,0,0,0,0,0,0,1
"76350251",0,1,0,0,0,0,0,0,1
"76223160",0,1,0,0,0,0,0,0,1
"76221205",0,1,0,0,0,0,0,0,1
"76268928",0,1,0,0,0,0,0,0,1
"76358558",0,0,0,0,0,0,0,1,6
"76022744",0,1,0,0,0,0,0,0,1
"76314642",0,1,0,0,0,0,0,0,1
"76021877",0,0,0,0,0,1,0,0,2
"76316788",0,1,0,0,0,0,0,0,1
"76047759",0,0,0,0,1,0,0,0,4
"76173202",0,0,0,1,0,0,0,0,7
"76223309",0,0,0,1,0,0,0,0,7
"76193281",0,1,0,0,0,0,0,0,1
"76269007",0,1,0,0,0,0,0,0,1
"76184896",0,1,0,0,0,0,0,0,1
"76118265",0,1,0,0,0,0,0,0,1
"76128616",0,0,0,0,1,0,0,0,4
"76223503",0,0,0,1,0,0,0,0,7
"76157577",0,0,0,1,0,0,0,0,7
"76047794",1,0,0,0,0,0,0,0,3
"76330250",0,1,0,0,0,0,0,0,1
"76094298",0,1,0,0,0,0,0,0,1
"76253279",0,0,0,0,0,0,0,1,6
"76223661",0,0,1,0,0,0,0,0,8
"76254640",0,1,0,0,0,0,0,0,1
"76075880",0,1,0,0,0,0,0,0,1
"76338255",0,1,0,0,0,0,0,0,1
"76198499",0,1,0,0,0,0,0,0,1
"76257652",0,1,0,0,0,0,0,0,1
"76118522",1,0,0,0,0,0,0,0,3
"76186520",0,0,0,0,1,0,0,0,4
"76060025",0,0,0,0,1,0,0,0,4
"76043051",0,1,0,0,0,0,0,0,1
"76269396",0,1,0,0,0,0,0,0,1
"76349072",0,1,0,0,0,0,0,0,1
"76223751",0,1,0,0,0,0,0,0,1
"76132409",0,1,0,0,0,0,0,0,1
"76043810",0,0,0,1,0,0,0,0,7
"76089745",0,1,0,0,0,0,0,0,1
"76269726",0,0,0,0,0,0,0,1,6
"76355581",0,1,0,0,0,0,0,0,1
"76021304",0,1,0,0,0,0,0,0,1
"76187921",0,0,0,0,1,0,0,0,4
"76105683",0,1,0,0,0,0,0,0,1
"76268063",0,0,1,0,0,0,0,0,8
"76136057",0,1,0,0,0,0,0,0,1
"76018409",0,0,0,0,0,1,0,0,2
"76269784",0,1,0,0,0,0,0,0,1
"76153255",0,0,1,0,0,0,0,0,8
"76223969",0,0,0,0,0,0,0,1,6
"76244270",0,1,0,0,0,0,0,0,1
"76136107",0,0,0,1,0,0,0,0,7
"76317499",0,1,0,0,0,0,0,0,1
"76198878",0,1,0,0,0,0,0,0,1
"76027568",0,1,0,0,0,0,0,0,1
"76136129",0,1,0,0,0,0,0,0,1
