Transportista	Origen	Destino	Ruta	Fecha Expedicion	Periodo Facturacion	Volumen	Peso	 Importe 
PDQ	Temuco	Matta	Sucursal - Sucursal	22-10-2025	45962	0,233	59	 $8.260 
PDQ	Temuco	Matta	Sucursal - Sucursal	22-10-2025	45962	0,283	170	 $12.580 
PDQ	Temuco	Puerto Montt	Sucursal - Sucursal	22-10-2025	45962	0,012	4	 $5.104 
PDQ	Temuco	Valdivia	Sucursal - Sucursal	22-10-2025	45962	0,01	3	 $5.004 
PDQ	Matta	Los Angeles	Santiago - Sucursal	22-10-2025	45962	0,034	10	 $4.800 
PDQ	Matta	Temuco	Santiago - Sucursal	22-10-2025	45962	2,64	727	 $107.596 
PDQ	Matta	Los Angeles	Santiago - Sucursal	22-10-2025	45962	0,03	8	 $4.800 
PDQ	Matta	Valdivia	Santiago - Sucursal	22-10-2025	45962	0,038	10	 $5.900 
PDQ	Proveedores	Antofagasta	Proveedor - Sucursal	23-10-2025	45962	0,012	3	 $3.700 
PDQ	Proveedores	Valdivia	Proveedor - Sucursal	23-10-2025	45962	0,168	42	 $12.390 
PDQ	Proveedores	Concepcion	Proveedor - Sucursal	23-10-2025	45962	0,048	12	 $4.300 
PDQ	Proveedores	Talca	Proveedor - Sucursal	23-10-2025	45962	0,012	3	 $3.800 
PDQ	Proveedores	Puerto Montt	Proveedor - Sucursal	23-10-2025	45962	0,024	6	 $6.100 
PDQ	Proveedores	Chillan	Proveedor - Sucursal	23-10-2025	45962	0,011	9	 $4.300 
PDQ	Proveedores	Puerto Montt	Proveedor - Sucursal	23-10-2025	45962	0,234	59	 $17.995 
PDQ	Proveedores	Valdivia	Proveedor - Sucursal	23-10-2025	45962	0,007	2	 $5.900 
PDQ	Proveedores	Talca	Proveedor - Sucursal	23-10-2025	45962	0,052	13	 $3.800 
PDQ	Proveedores	Calama	Proveedor - Sucursal	23-10-2025	45962	0,008	2	 $3.800 
PDQ	Proveedores	Puerto Montt	Proveedor - Sucursal	23-10-2025	45962	0,009	3	 $6.100 
PDQ	Proveedores	Temuco	Proveedor - Sucursal	23-10-2025	45962	0,009	3	 $5.600 
PDQ	Proveedores	Puerto Montt	Proveedor - Sucursal	23-10-2025	45962	0,016	4	 $6.100 
PDQ	Proveedores	Valparaiso	Proveedor - Sucursal	23-10-2025	45962	0,027	7	 $2.100 
PDQ	Los Angeles	Valdivia	Sucursal - Sucursal	23-10-2025	45962	0,004	1	 $5.004 
PDQ	Proveedores	Iquique	Proveedor - Sucursal	23-10-2025	45962	0,021	6	 $4.200 
PDQ	Valdivia	Puerto Montt	Sucursal - Sucursal	23-10-2025	45962	0,011	3	 $5.104 
PDQ	Proveedores	Temuco	Proveedor - Sucursal	23-10-2025	45962	0,5	125	 $18.500 
PDQ	Valdivia	Valdivia	Sucursal - Cliente	23-10-2025	45962	0,123	31	 $4.588 
PDQ	Valdivia	Temuco	Sucursal - Sucursal	23-10-2025	45962	1,68	420	 $63.000 
PDQ	Valdivia	Copiapo	Sucursal - Sucursal	23-10-2025	45962	0,004	1	 $6.488 
PDQ	Proveedores	Iquique	Proveedor - Sucursal	23-10-2025	45962	0,257	65	 $13.650 
PDQ	Valdivia	Valdivia	Sucursal - Cliente	23-10-2025	45962	2,88	1200	 $435.600 
PDQ	Valdivia	Osorno	Sucursal - Sucursal	23-10-2025	45962	0,008	2	 $5.053 
PDQ	Valdivia	Temuco	Sucursal - Sucursal	23-10-2025	45962	0,36	90	 $24.660 
PDQ	Rancagua	Matta	Sucursal - Sucursal	23-10-2025	45962	0,185	47	 $3.525 
PDQ	Rancagua	Matta	Sucursal - Sucursal	23-10-2025	45962	0,033	9	 $3.000 
PDQ	Rancagua	Matta	Sucursal - Sucursal	23-10-2025	45962	0,016	7	 $3.000 
PDQ	Valdivia	Los Angeles	Sucursal - Sucursal	23-10-2025	45962	0,002	1	 $5.004 
PDQ	Matta	Matta	Santiago - Sucursal	23-10-2025	45962	1,037	260	 $72.280 
PDQ	Rancagua	Matta	Sucursal - Sucursal	23-10-2025	45962	0,069	18	 $3.000 
PDQ	Rancagua	Matta	Sucursal - Sucursal	23-10-2025	45962	0,012	3	 $3.000 
PDQ	Rancagua	Matta	Sucursal - Sucursal	23-10-2025	45962	0,229	58	 $4.350 
PDQ	Valdivia	Concepcion	Sucursal - Sucursal	23-10-2025	45962	0,024	6	 $4.854 
PDQ	Rancagua	Matta	Sucursal - Sucursal	23-10-2025	45962	0,114	29	 $2.175 
PDQ	Rancagua	Matta	Sucursal - Sucursal	23-10-2025	45962	0,013	4	 $3.000 
PDQ	Rancagua	Matta	Sucursal - Sucursal	23-10-2025	45962	0,034	9	 $3.000 
PDQ	Matta	Matta	Santiago - Sucursal	23-10-2025	45962	0,188	47	 $24.346 
PDQ	Calama	Calama	Sucursal - Cliente	23-10-2025	45962	0,129	44	 $4.180 
PDQ	Proveedores	Temuco	Proveedor - Sucursal	23-10-2025	45962	0,342	86	 $24.080 
PDQ	Matta	Valdivia	Santiago - Sucursal	23-10-2025	45962	0,191	48	 $14.160 
PDQ	Matta	Los Angeles	Santiago - Sucursal	23-10-2025	45962	0,3	75	 $18.000 
PDQ	CD Libertadores	Temuco	Santiago - Sucursal	23-10-2025	45962	0,041	11	 $5.600 
PDQ	CD Libertadores	Los Angeles	Santiago - Sucursal	23-10-2025	45962	0,011	6	 $4.800 
PDQ	CD Libertadores	Puerto Montt	Santiago - Sucursal	23-10-2025	45962	0,042	16	 $6.100 
PDQ	CD Libertadores	Valparaiso	Santiago - Sucursal	23-10-2025	45962	0,057	15	 $2.100 
PDQ	CD Libertadores	Concepcion	Santiago - Sucursal	23-10-2025	45962	0,063	17	 $4.300 
PDQ	CD Libertadores	Copiapo	Santiago - Sucursal	23-10-2025	45962	0,098	25	 $4.625 
PDQ	CD Libertadores	La Serena	Santiago - Sucursal	23-10-2025	45962	0,001	1	 $3.200 
PDQ	Matta	Valdivia	Santiago - Sucursal	23-10-2025	45962	1,126	325	 $52.000 
PDQ	Matta	Chillan	Santiago - Sucursal	23-10-2025	45962	0,488	122	 $14.884 
PDQ	Los Angeles	Rancagua	Sucursal - Sucursal	23-10-2025	45962	0,4	100	 $23.300 
PDQ	Proveedores	La Serena	Proveedor - Sucursal	23-10-2025	45962	0,279	70	 $11.200 
PDQ	Proveedores	Valdivia	Proveedor - Sucursal	23-10-2025	45962	0,058	15	 $10.620 
PDQ	Matta	Chillan	Santiago - Sucursal	23-10-2025	45962	3,6	1182	 $144.204 
PDQ	Proveedores	Temuco	Proveedor - Sucursal	23-10-2025	45962	0,009	3	 $5.600 
PDQ	Matta	Temuco	Santiago - Sucursal	23-10-2025	45962	2,4	962	 $142.376 
PDQ	Proveedores	Puerto Montt	Proveedor - Sucursal	23-10-2025	45962	0,009	3	 $6.100 
PDQ	Proveedores	Antofagasta	Proveedor - Sucursal	23-10-2025	45962	0,056	14	 $3.700 
PDQ	Matta	Valdivia	Santiago - Sucursal	23-10-2025	45962	1,92	808	 $129.280 
PDQ	Matta	Los Angeles	Santiago - Sucursal	23-10-2025	45962	1,44	870	 $108.750 
PDQ	Proveedores	Calama	Proveedor - Sucursal	23-10-2025	45962	0,017	5	 $3.800 
PDQ	Proveedores	Puerto Montt	Proveedor - Sucursal	23-10-2025	45962	0,041	11	 $6.100 
PDQ	Proveedores	Antofagasta	Proveedor - Sucursal	23-10-2025	45962	0,072	18	 $3.700 
PDQ	Talca	Lira	Sucursal - Sucursal	23-10-2025	45962	6,209	1553	 $74.544 
PDQ	Talca	Concepcion	Sucursal - Sucursal	23-10-2025	45962	0,104	26	 $13.598 
PDQ	Osorno	Puerto Montt	Sucursal - Sucursal	23-10-2025	45962	0,181	46	 $19.826 
PDQ	Osorno	Valparaiso	Sucursal - Sucursal	23-10-2025	45962	0,416	104	 $21.008 
PDQ	Talca	Concepcion	Sucursal - Sucursal	23-10-2025	45962	0,055	14	 $8.288 
PDQ	Talca	Puerto Montt	Sucursal - Sucursal	23-10-2025	45962	0,088	22	 $13.750 
PDQ	Talca	Concepcion	Sucursal - Sucursal	23-10-2025	45962	0,04	11	 $8.426 
PDQ	Osorno	Copiapo	Sucursal - Sucursal	23-10-2025	45962	0,005	2	 $5.104 
PDQ	Talca	Rancagua	Sucursal - Sucursal	23-10-2025	45962	0,038	10	 $7.720 
PDQ	Talca	Matta	Sucursal - Sucursal	23-10-2025	45962	0,041	11	 $3.800 
PDQ	Osorno	Puerto Montt	Sucursal - Sucursal	23-10-2025	45962	0,048	12	 $7.920 
PDQ	Talca	Matta	Sucursal - Sucursal	23-10-2025	45962	0,202	51	 $4.845 
PDQ	Osorno	Valdivia	Sucursal - Sucursal	23-10-2025	45962	0,004	1	 $5.053 
PDQ	Talca	Valparaiso	Sucursal - Sucursal	23-10-2025	45962	0,057	15	 $10.410 
PDQ	Puerto Montt	Chillan	Sucursal - Sucursal	23-10-2025	45962	0,006	2	 $4.863 
PDQ	Talca	Valparaiso	Sucursal - Sucursal	23-10-2025	45962	0,008	3	 $5.199 
PDQ	Puerto Montt	Osorno	Sucursal - Sucursal	23-10-2025	45962	0,002	1	 $5.104 
PDQ	Los Angeles	Chillan	Sucursal - Sucursal	23-10-2025	45962	0,4	100	 $16.800 
PDQ	Puerto Montt	Valdivia	Sucursal - Sucursal	23-10-2025	45962	0,038	10	 $8.240 
PDQ	Puerto Montt	Concepcion	Sucursal - Sucursal	23-10-2025	45962	0,045	73	 $27.229 
PDQ	Puerto Montt	Rancagua	Sucursal - Sucursal	23-10-2025	45962	0,017	8	 $7.096 
PDQ	Puerto Montt	Temuco	Sucursal - Sucursal	23-10-2025	45962	0,002	1	 $5.104 
PDQ	Puerto Montt	Los Angeles	Sucursal - Sucursal	23-10-2025	45962	0,72	180	 $33.300 
PDQ	Puerto Montt	Osorno	Sucursal - Sucursal	23-10-2025	45962	0,42	105	 $17.430 
PDQ	Puerto Montt	Chillan	Sucursal - Sucursal	23-10-2025	45962	0,14	35	 $16.380 
PDQ	Antofagasta	Antofagasta	Sucursal - Cliente	23-10-2025	45962	0,013	4	 $3.700 
PDQ	Temuco	Valdivia	Sucursal - Sucursal	23-10-2025	45962	0,007	2	 $5.600 
PDQ	Temuco	Valdivia	Sucursal - Sucursal	23-10-2025	45962	0,006	2	 $5.004 
PDQ	Temuco	Los Angeles	Sucursal - Sucursal	23-10-2025	45962	0,006	3	 $4.956 
PDQ	Puerto Montt	Osorno	Sucursal - Sucursal	23-10-2025	45962	0,084	21	 $11.067 
PDQ	Temuco	Osorno	Sucursal - Sucursal	23-10-2025	45962	0,009	4	 $5.053 
PDQ	Temuco	Los Angeles	Sucursal - Sucursal	23-10-2025	45962	4,62	1155	 $168.630 
PDQ	Temuco	Temuco	Sucursal - Cliente	23-10-2025	45962	0,512	128	 $24.064 
PDQ	Temuco	Concepcion	Sucursal - Sucursal	23-10-2025	45962	1,12	280	 $46.480 
PDQ	Temuco	Matta	Sucursal - Sucursal	23-10-2025	45962	0,54	135	 $9.990 
PDQ	Proveedores	Calama	Proveedor - Sucursal	23-10-2025	45962	0,012	11	 $3.800 
PDQ	Temuco	Valdivia	Sucursal - Sucursal	23-10-2025	45962	1,2	300	 $45.000 
PDQ	Proveedores	Valdivia	Proveedor - Sucursal	23-10-2025	45962	0,432	371	 $59.360 
PDQ	Temuco	Valdivia	Sucursal - Sucursal	23-10-2025	45962	1,2	300	 $45.000 
PDQ	Matta	Temuco	Santiago - Sucursal	23-10-2025	45962	2,541	636	 $94.128 
PDQ	Matta	Valdivia	Santiago - Sucursal	23-10-2025	45962	3,255	1685	 $269.600 
PDQ	Matta	Valdivia	Santiago - Sucursal	23-10-2025	45962	1,044	261	 $41.760 
PDQ	Temuco	Los Angeles	Sucursal - Sucursal	23-10-2025	45962	0,005	9	 $7.218 
PDQ	Temuco	Chillan	Sucursal - Sucursal	23-10-2025	45962	0,049	13	 $8.112 
PDQ	Temuco	Concepcion	Sucursal - Sucursal	23-10-2025	45962	0,022	6	 $4.410 
PDQ	Temuco	Matta	Sucursal - Sucursal	23-10-2025	45962	0,006	2	 $5.600 
PDQ	Concepcion	Valparaiso	Sucursal - Sucursal	23-10-2025	45962	0,189	48	 $23.328 
PDQ	Concepcion	Los Angeles	Sucursal - Sucursal	23-10-2025	45962	0,38	128	 $16.896 
PDQ	Concepcion	Temuco	Sucursal - Sucursal	23-10-2025	45962	0,208	52	 $17.940 
PDQ	Concepcion	Matta	Sucursal - Sucursal	23-10-2025	45962	0,018	5	 $4.300 
PDQ	Matta	Chillan	Santiago - Sucursal	23-10-2025	45962	0,124	31	 $6.665 
PDQ	Matta	Valdivia	Santiago - Sucursal	23-10-2025	45962	0,11	35	 $10.325 
PDQ	Matta	Valdivia	Santiago - Sucursal	23-10-2025	45962	0,254	70	 $20.650 
PDQ	Matta	Temuco	Santiago - Sucursal	23-10-2025	45962	2,882	814	 $120.472 
PDQ	Chillan	Chillan	Sucursal - Cliente	23-10-2025	45962	0,067	17	 $15.555 
PDQ	Chillan	Los Angeles	Sucursal - Sucursal	23-10-2025	45962	0,135	35	 $14.770 
PDQ	Curauma	Chillan	Sucursal - Sucursal	23-10-2025	45962	0,16	45	 $33.210 
PDQ	Curauma	Valdivia	Sucursal - Sucursal	23-10-2025	45962	0,025	7	 $10.171 
PDQ	Matta	Valdivia	Santiago - Sucursal	23-10-2025	45962	0,066	17	 $5.900 
PDQ	Proveedores	Puerto Montt	Proveedor - Sucursal	24-10-2025	45962	0,071	18	 $6.100 
PDQ	Antofagasta	Matta	Sucursal - Sucursal	24-10-2025	45962	0,009	8	 $3.700 
PDQ	Proveedores	Antofagasta	Proveedor - Sucursal	24-10-2025	45962	0,01	3	 $3.700 
PDQ	Proveedores	Puerto Montt	Proveedor - Sucursal	23-10-2025	45962	0,056	14	 $6.100 
PDQ	Proveedores	Concepcion	Proveedor - Sucursal	24-10-2025	45962	0,051	13	 $4.300 
PDQ	Proveedores	Puerto Montt	Proveedor - Sucursal	24-10-2025	45962	0,012	4	 $6.100 
PDQ	Proveedores	Puerto Montt	Proveedor - Sucursal	24-10-2025	45962	0,479	120	 $20.400 
PDQ	Proveedores	Antofagasta	Proveedor - Sucursal	24-10-2025	45962	0,347	87	 $16.095 
PDQ	Proveedores	Temuco	Proveedor - Sucursal	24-10-2025	45962	0,055	14	 $5.600 
PDQ	Proveedores	Valparaiso	Proveedor - Sucursal	24-10-2025	45962	0,048	12	 $2.100 
PDQ	Proveedores	Copiapo	Proveedor - Sucursal	24-10-2025	45962	0,251	145	 $22.475 
PDQ	Proveedores	Calama	Proveedor - Sucursal	24-10-2025	45962	0,012	3	 $3.800 
PDQ	Proveedores	Concepcion	Proveedor - Sucursal	24-10-2025	45962	0,006	3	 $4.300 
PDQ	Proveedores	Concepcion	Proveedor - Sucursal	24-10-2025	45962	0,014	4	 $4.300 
PDQ	Proveedores	Talca	Proveedor - Sucursal	24-10-2025	45962	0,05	13	 $3.800 
PDQ	Proveedores	Antofagasta	Proveedor - Sucursal	24-10-2025	45962	0,011	3	 $3.700 
PDQ	Proveedores	Puerto Montt	Proveedor - Sucursal	24-10-2025	45962	0,06	15	 $6.100 
PDQ	Proveedores	Osorno	Proveedor - Sucursal	24-10-2025	45962	0,044	11	 $6.000 
PDQ	Valdivia	Chillan	Sucursal - Sucursal	24-10-2025	45962	0,135	34	 $15.606 
PDQ	Proveedores	La Serena	Proveedor - Sucursal	24-10-2025	45962	0,142	38	 $6.080 
PDQ	Valdivia	Valdivia	Sucursal - Cliente	24-10-2025	45962	0,108	40	 $18.760 
PDQ	Valdivia	Valdivia	Sucursal - Cliente	24-10-2025	45962	0,037	10	 $24.590 
PDQ	Valdivia	Puerto Montt	Sucursal - Sucursal	24-10-2025	45962	0,072	80	 $27.440 
PDQ	Proveedores	Concepcion	Proveedor - Sucursal	24-10-2025	45962	0,066	24	 $5.160 
PDQ	Osorno	Puerto Montt	Sucursal - Sucursal	24-10-2025	45962	0,004	1	 $5.104 
PDQ	Osorno	Puerto Montt	Sucursal - Sucursal	24-10-2025	45962	0,008	2	 $5.104 
PDQ	Proveedores	Talca	Proveedor - Sucursal	24-10-2025	45962	0,027	7	 $5.957 
PDQ	Osorno	Puerto Montt	Sucursal - Sucursal	24-10-2025	45962	0,008	2	 $5.104 
PDQ	Osorno	Puerto Montt	Sucursal - Sucursal	24-10-2025	45962	0,256	64	 $24.448 
PDQ	Osorno	Puerto Montt	Sucursal - Sucursal	24-10-2025	45962	0,004	1	 $5.104 
PDQ	Osorno	Valdivia	Sucursal - Sucursal	24-10-2025	45962	0,512	128	 $21.120 
PDQ	Osorno	Valdivia	Sucursal - Sucursal	24-10-2025	45962	0,512	128	 $21.120 
PDQ	Los Angeles	Valdivia	Sucursal - Sucursal	24-10-2025	45962	0,4	100	 $24.000 
PDQ	Matta	Los Angeles	Santiago - Sucursal	24-10-2025	45962	0,468	492	 $61.500 
PDQ	Proveedores	Calama	Proveedor - Sucursal	24-10-2025	45962	0,196	96	 $18.240 
PDQ	Matta	Chillan	Santiago - Sucursal	24-10-2025	45962	1,422	356	 $43.432 
PDQ	Matta	Valdivia	Santiago - Sucursal	24-10-2025	45962	0,711	355	 $56.800 
PDQ	Rancagua	Matta	Sucursal - Sucursal	24-10-2025	45962	0,02	5	 $3.000 
PDQ	Proveedores	Talca	Proveedor - Sucursal	24-10-2025	45962	0,058	16	 $3.800 
PDQ	Matta	Los Angeles	Santiago - Sucursal	24-10-2025	45962	1,92	480	 $60.000 
PDQ	Matta	Los Angeles	Santiago - Sucursal	24-10-2025	45962	0,03	9	 $4.800 
PDQ	Matta	Los Angeles	Santiago - Sucursal	24-10-2025	45962	0,744	1050	 $131.250 
PDQ	Proveedores	Antofagasta	Proveedor - Sucursal	24-10-2025	45962	0,484	239	 $37.045 
PDQ	Puerto Montt	Matta	Sucursal - Sucursal	24-10-2025	45962	0,044	11	 $6.100 
PDQ	Puerto Montt	Temuco	Sucursal - Sucursal	24-10-2025	45962	0,024	6	 $4.944 
PDQ	Puerto Montt	Valdivia	Sucursal - Sucursal	24-10-2025	45962	0,256	64	 $24.448 
PDQ	Puerto Montt	Temuco	Sucursal - Sucursal	24-10-2025	45962	0,028	8	 $6.592 
PDQ	Puerto Montt	Concepcion	Sucursal - Sucursal	24-10-2025	45962	0,592	179	 $44.750 
PDQ	Temuco	Osorno	Sucursal - Sucursal	24-10-2025	45962	0,003	1	 $5.053 
PDQ	Temuco	Matta	Sucursal - Sucursal	24-10-2025	45962	0,052	13	 $5.600 
PDQ	Temuco	Puerto Montt	Sucursal - Sucursal	24-10-2025	45962	0,336	84	 $23.352 
PDQ	Temuco	Temuco	Sucursal - Cliente	24-10-2025	45962	3,3	825	 $279.675 
PDQ	Temuco	Chillan	Sucursal - Sucursal	24-10-2025	45962	0,007	2	 $4.674 
PDQ	Temuco	Valdivia	Sucursal - Sucursal	24-10-2025	45962	0,024	6	 $4.854 
PDQ	Concepcion	Puerto Montt	Sucursal - Sucursal	24-10-2025	45962	0,008	2	 $6.042 
PDQ	Temuco	Matta	Sucursal - Sucursal	24-10-2025	45962	0,339	85	 $11.900 
PDQ	Concepcion	Concepcion	Sucursal - Cliente	24-10-2025	45962	0,004	1	 $4.300 
PDQ	Concepcion	Concepcion	Sucursal - Cliente	24-10-2025	45962	0,6	150	 $19.800 
PDQ	Proveedores	Temuco	Proveedor - Sucursal	24-10-2025	45962	0,178	45	 $12.600 
PDQ	Concepcion	Talca	Sucursal - Sucursal	24-10-2025	45962	1,08	623	 $88.466 
PDQ	Concepcion	Los Angeles	Sucursal - Sucursal	24-10-2025	45962	1,08	270	 $33.210 
PDQ	Temuco	Temuco	Sucursal - Cliente	24-10-2025	45962	0,675	169	 $31.772 
PDQ	Concepcion	Los Angeles	Sucursal - Sucursal	24-10-2025	45962	0,12	30	 $13.980 
PDQ	Concepcion	Matta	Sucursal - Sucursal	24-10-2025	45962	0,165	43	 $4.644 
PDQ	Concepcion	Matta	Sucursal - Sucursal	24-10-2025	45962	0,043	11	 $4.300 
PDQ	Concepcion	Temuco	Sucursal - Sucursal	24-10-2025	45962	0,046	12	 $7.068 
PDQ	Concepcion	Concepcion	Sucursal - Cliente	24-10-2025	45962	0,028	12	 $9.192 
PDQ	Matta	Valdivia	Santiago - Sucursal	24-10-2025	45962	1,19	298	 $47.680 
PDQ	Matta	Temuco	Santiago - Sucursal	24-10-2025	45962	0,588	147	 $21.756 
PDQ	Antofagasta	Antofagasta	Sucursal - Cliente	24-10-2025	45962	0,009	3	 $3.700 
PDQ	Temuco	Los Angeles	Sucursal - Sucursal	24-10-2025	45962	0,014	4	 $4.956 
PDQ	Matta	Chillan	Santiago - Sucursal	24-10-2025	45962	0,277	70	 $15.050 
PDQ	Proveedores	Puerto Montt	Proveedor - Sucursal	24-10-2025	45962	11,886	2972	 $505.240 
PDQ	Antofagasta	Iquique	Sucursal - Sucursal	24-10-2025	45962	0,028	8	 $5.520 
PDQ	Antofagasta	Antofagasta	Sucursal - Cliente	24-10-2025	45962	0,132	33	 $21.714 
PDQ	CD Libertadores	Chillan	Santiago - Sucursal	24-10-2025	45962	0,033	9	 $4.300 
PDQ	CD Libertadores	Iquique	Santiago - Sucursal	24-10-2025	45962	0,005	3	 $4.200 
PDQ	CD Libertadores	Valparaiso	Santiago - Sucursal	24-10-2025	45962	0,005	2	 $2.100 
PDQ	CD Libertadores	La Serena	Santiago - Sucursal	24-10-2025	45962	0,037	20	 $3.200 
PDQ	CD Libertadores	Antofagasta	Santiago - Sucursal	24-10-2025	45962	0,011	5	 $3.700 
PDQ	CD Libertadores	Los Angeles	Santiago - Sucursal	24-10-2025	45962	0,071	18	 $4.800 
PDQ	CD Libertadores	Calama	Santiago - Sucursal	24-10-2025	45962	0,006	2	 $3.800 
PDQ	Concepcion	Concepcion	Sucursal - Cliente	24-10-2025	45962	0,144	36	 $19.476 
PDQ	Proveedores	Puerto Montt	Proveedor - Sucursal	24-10-2025	45962	1,76	815	 $251.835 
PDQ	Matta	Copiapo	Santiago - Sucursal	24-10-2025	45962	0,146	72	 $13.320 
PDQ	Chillan	Temuco	Sucursal - Sucursal	24-10-2025	45962	0,007	2	 $4.674 
PDQ	Chillan	Matta	Sucursal - Sucursal	24-10-2025	45962	0,026	7	 $4.300 
PDQ	Chillan	Rancagua	Sucursal - Sucursal	24-10-2025	45962	1,845	462	 $62.370 
PDQ	Matta	Valdivia	Santiago - Sucursal	24-10-2025	45962	1,757	571	 $91.360 
PDQ	Matta	Temuco	Santiago - Sucursal	24-10-2025	45962	0,119	31	 $8.680 
PDQ	Proveedores	Copiapo	Proveedor - Sucursal	27-10-2025	45962	0,011	3	 $3.700 
PDQ	Matta	Calama	Santiago - Sucursal	27-10-2025	45962	0,001	1	 $3.800 
PDQ	Proveedores	Calama	Proveedor - Sucursal	27-10-2025	45962	0,814	204	 $37.740 
PDQ	Proveedores	Concepcion	Proveedor - Sucursal	27-10-2025	45962	1,02	255	 $31.110 
PDQ	Proveedores	Antofagasta	Proveedor - Sucursal	27-10-2025	45962	1,68	420	 $65.100 
PDQ	Proveedores	Antofagasta	Proveedor - Sucursal	27-10-2025	45962	0,291	73	 $13.505 
PDQ	Proveedores	Copiapo	Proveedor - Sucursal	27-10-2025	45962	0,004	1	 $3.700 
PDQ	Proveedores	Los Angeles	Proveedor - Sucursal	27-10-2025	45962	0,977	245	 $30.625 
PDQ	Proveedores	Puerto Montt	Proveedor - Sucursal	27-10-2025	45962	0,735	270	 $45.900 
PDQ	Proveedores	La Serena	Proveedor - Sucursal	27-10-2025	45962	0,036	9	 $3.200 
PDQ	Proveedores	Temuco	Proveedor - Sucursal	27-10-2025	45962	0,014	9	 $5.600 
PDQ	Proveedores	La Serena	Proveedor - Sucursal	27-10-2025	45962	0,004	1	 $3.200 
PDQ	Proveedores	Talca	Proveedor - Sucursal	27-10-2025	45962	0,008	2	 $3.800 
PDQ	Proveedores	Concepcion	Proveedor - Sucursal	27-10-2025	45962	0,004	1	 $4.300 
PDQ	Proveedores	Concepcion	Proveedor - Sucursal	27-10-2025	45962	0,055	16	 $4.300 
PDQ	Proveedores	Concepcion	Proveedor - Sucursal	27-10-2025	45962	0,022	11	 $4.300 
PDQ	Valdivia	Temuco	Sucursal - Sucursal	27-10-2025	45962	0,005	29	 $14.993 
PDQ	Valdivia	Matta	Sucursal - Sucursal	27-10-2025	45962	0,151	38	 $5.624 
PDQ	Valdivia	Matta	Sucursal - Sucursal	27-10-2025	45962	12,288	3072	 $245.760 
PDQ	Valdivia	Concepcion	Sucursal - Sucursal	27-10-2025	45962	0,06	15	 $9.720 
PDQ	Valdivia	Temuco	Sucursal - Sucursal	27-10-2025	45962	0,036	20	 $12.960 
PDQ	Los Angeles	Matta	Sucursal - Sucursal	27-10-2025	45962	0,065	17	 $4.800 
PDQ	Los Angeles	Calama	Sucursal - Sucursal	27-10-2025	45962	0,021	6	 $6.582 
PDQ	Proveedores	Puerto Montt	Proveedor - Sucursal	27-10-2025	45962	0,078	27	 $8.235 
PDQ	Proveedores	Concepcion	Proveedor - Sucursal	27-10-2025	45962	0,079	20	 $4.300 
PDQ	Proveedores	Chillan	Proveedor - Sucursal	27-10-2025	45962	0,026	7	 $4.300 
PDQ	Proveedores	Concepcion	Proveedor - Sucursal	27-10-2025	45962	0,046	17	 $4.300 
PDQ	Proveedores	Antofagasta	Proveedor - Sucursal	27-10-2025	45962	0,089	23	 $4.255 
PDQ	Proveedores	Temuco	Proveedor - Sucursal	27-10-2025	45962	0,007	2	 $5.600 
PDQ	Proveedores	Chillan	Proveedor - Sucursal	27-10-2025	45962	0,009	3	 $4.300 
PDQ	Proveedores	Antofagasta	Proveedor - Sucursal	27-10-2025	45962	0,01	3	 $3.700 
PDQ	Proveedores	Iquique	Proveedor - Sucursal	27-10-2025	45962	0,074	19	 $4.200 
PDQ	CD Libertadores	Calama	Santiago - Sucursal	27-10-2025	45962	0,039	10	 $3.800 
PDQ	CD Libertadores	Puerto Montt	Santiago - Sucursal	27-10-2025	45962	0,002	1	 $6.100 
PDQ	CD Libertadores	Antofagasta	Santiago - Sucursal	27-10-2025	45962	0,011	3	 $3.700 
PDQ	CD Libertadores	La Serena	Santiago - Sucursal	27-10-2025	45962	0,008	5	 $3.200 
PDQ	CD Libertadores	Valdivia	Santiago - Sucursal	27-10-2025	45962	0,191	48	 $14.160 
PDQ	CD Libertadores	Talca	Santiago - Sucursal	27-10-2025	45962	0,019	5	 $3.800 
PDQ	CD Libertadores	Chillan	Santiago - Sucursal	27-10-2025	45962	0,01	4	 $4.300 
PDQ	CD Libertadores	Copiapo	Santiago - Sucursal	27-10-2025	45962	0,002	2	 $3.700 
PDQ	Matta	Matta	Santiago - Sucursal	27-10-2025	45962	0,017	14	 $11.368 
PDQ	Talca	Valdivia	Sucursal - Sucursal	27-10-2025	45962	0,502	126	 $6.048 
PDQ	Talca	Puerto Montt	Sucursal - Sucursal	27-10-2025	45962	0,267	80	 $29.520 
PDQ	Talca	Puerto Montt	Sucursal - Sucursal	27-10-2025	45962	0,002	1	 $5.567 
PDQ	Talca	Temuco	Sucursal - Sucursal	27-10-2025	45962	0,002	1	 $5.404 
PDQ	Matta	Valdivia	Santiago - Sucursal	27-10-2025	45962	0,68	170	 $27.200 
PDQ	Talca	Concepcion	Sucursal - Sucursal	27-10-2025	45962	0,036	9	 $6.948 
PDQ	Matta	Chillan	Santiago - Sucursal	27-10-2025	45962	0,06	15	 $4.300 
PDQ	Matta	Los Angeles	Santiago - Sucursal	27-10-2025	45962	0,67	168	 $21.000 
PDQ	Osorno	Matta	Sucursal - Sucursal	27-10-2025	45962	8,1	19250	 $1.540.000 
