Transportista	Origen	Destino	Ruta	Fecha Expedicion	Periodo Facturacion	Volumen	Peso	 Importe 
PDQ	Los Angeles	Matta	Sucursal - Sucursal	13-10-2025	45931	0,298	75	 $9.000 
PDQ	Los Libertadores	Los Angeles	Santiago - Sucursal	13-10-2025	45931	1,05	263	 $32.875 
PDQ	Los Libertadores	Valdivia	Santiago - Sucursal	13-10-2025	45931	0,9	462	 $73.920 
PDQ	Los Libertadores	Chillan	Santiago - Sucursal	13-10-2025	45931	0,963	241	 $29.402 
PDQ	Antofagasta	Matta	Sucursal - Sucursal	13-10-2025	45931	2,1	525	 $44.625 
PDQ	Concepcion	Matta	Sucursal - Sucursal	13-10-2025	45931	2,613	1440	 $87.840 
PDQ	Concepcion	Talca	Sucursal - Sucursal	13-10-2025	45931	0,239	125	 $18.750 
PDQ	Concepcion	Lira	Sucursal - Sucursal	13-10-2025	45931	0,003	1	 $4.300 
PDQ	Antofagasta	Calama	Sucursal - Sucursal	13-10-2025	45931	0,27	68	 $22.712 
PDQ	Antofagasta	Antofagasta	Sucursal - Cliente	13-10-2025	45931	0,038	50	 $23.600 
PDQ	Temuco	Valdivia	Sucursal - Sucursal	13-10-2025	45931	0,12	30	 $15.510 
PDQ	Temuco	CD Libertadores	Sucursal - Sucursal	13-10-2025	45931	0,042	14	 $5.600 
PDQ	Temuco	Puerto Montt	Sucursal - Sucursal	13-10-2025	45931	0,09	30	 $15.810 
PDQ	Temuco	Matta	Sucursal - Sucursal	13-10-2025	45931	0,149	38	 $5.320 
PDQ	Puerto Montt	La Serena	Sucursal - Sucursal	13-10-2025	45931	0,25	63	 $56.637 
PDQ	Temuco	Puerto Montt	Sucursal - Sucursal	13-10-2025	45931	0,08	20	 $13.200 
PDQ	Puerto Montt	Matta	Sucursal - Sucursal	13-10-2025	45931	0,576	144	 $12.240 
PDQ	Temuco	Valdivia	Sucursal - Sucursal	13-10-2025	45931	0,012	6	 $4.854 
PDQ	Temuco	Matta	Sucursal - Sucursal	13-10-2025	45931	0,149	38	 $5.320 
PDQ	Puerto Montt	Valdivia	Sucursal - Sucursal	13-10-2025	45931	0,06	15	 $9.900 
PDQ	Temuco	CD Libertadores	Sucursal - Sucursal	13-10-2025	45931	0,014	17	 $5.600 
PDQ	Proveedores	Valparaiso	Proveedor - Sucursal	13-10-2025	45931	1,008	252	 $22.428 
PDQ	Puerto Montt	Concepcion	Sucursal - Sucursal	13-10-2025	45931	0,003	1	 $6.042 
PDQ	Temuco	Valdivia	Sucursal - Sucursal	13-10-2025	45931	0,021	6	 $4.854 
PDQ	Temuco	Puerto Montt	Sucursal - Sucursal	13-10-2025	45931	0,005	4	 $5.104 
PDQ	Puerto Montt	Valdivia	Sucursal - Sucursal	13-10-2025	45931	0,003	1	 $5.104 
PDQ	Temuco	Valparaiso	Sucursal - Sucursal	13-10-2025	45931	0,002	1	 $6.081 
PDQ	Temuco	Valdivia	Sucursal - Sucursal	13-10-2025	45931	0,002	1	 $5.004 
PDQ	Chillan	Los Angeles	Sucursal - Sucursal	13-10-2025	45931	0,03	20	 $11.720 
PDQ	Los Libertadores	Valdivia	Santiago - Sucursal	13-10-2025	45931	1,742	533	 $85.280 
PDQ	Chillan	Los Angeles	Sucursal - Sucursal	13-10-2025	45931	0,165	42	 $16.002 
PDQ	Los Libertadores	Chillan	Santiago - Sucursal	13-10-2025	45931	0,84	210	 $25.620 
PDQ	Los Libertadores	Temuco	Santiago - Sucursal	13-10-2025	45931	0,084	21	 $5.880 
PDQ	Chillan	Copiapo	Sucursal - Sucursal	13-10-2025	45931	0,012	3	 $6.056 
PDQ	Chillan	Temuco	Sucursal - Sucursal	13-10-2025	45931	0,003	2	 $4.674 
PDQ	Chillan	Matta	Sucursal - Sucursal	13-10-2025	45931	0,154	44	 $4.752 
PDQ	Antofagasta	Los Libertadores	Sucursal - Sucursal	13-10-2025	45931	0,011	3	 $3.700 
PDQ	Antofagasta	Antofagasta	Sucursal - Cliente	13-10-2025	45931	0,003	1	 $7.414 
PDQ	Antofagasta	Antofagasta	Sucursal - Cliente	13-10-2025	45931	0,008	7	 $4.592 
PDQ	Proveedores	Temuco	Proveedor - Sucursal	13-10-2025	45931	0,4	100	 $28.000 
PDQ	Proveedores	Valdivia	Proveedor - Sucursal	13-10-2025	45931	0,084	21	 $6.195 
PDQ	Proveedores	Concepcion	Proveedor - Sucursal	13-10-2025	45931	0,06	15	 $4.300 
PDQ	Antofagasta	Temuco	Sucursal - Sucursal	13-10-2025	45931	0,025	7	 $7.679 
PDQ	Lira	Los Angeles	Sucursal - Sucursal	13-10-2025	45931	0,042	17	 $4.800 
PDQ	Lira	Chillan	Sucursal - Sucursal	13-10-2025	45931	0,05	40	 $8.600 
PDQ	Lira	Temuco	Sucursal - Sucursal	13-10-2025	45931	0,018	7	 $5.600 
PDQ	Proveedores	La Serena	Proveedor - Sucursal	14-10-2025	45931	0,016	8	 $3.200 
PDQ	Proveedores	Calama	Proveedor - Sucursal	14-10-2025	45931	1,445	362	 $66.970 
PDQ	Proveedores	Copiapo	Proveedor - Sucursal	14-10-2025	45931	0,337	85	 $15.725 
PDQ	Proveedores	Antofagasta	Proveedor - Sucursal	14-10-2025	45931	2,04	510	 $79.050 
PDQ	Proveedores	Valparaiso	Proveedor - Sucursal	14-10-2025	45931	0,303	90	 $9.450 
PDQ	Proveedores	Chillan	Proveedor - Sucursal	14-10-2025	45931	0,27	68	 $14.620 
PDQ	Proveedores	Osorno	Proveedor - Sucursal	14-10-2025	45931	0,004	4	 $6.000 
PDQ	Proveedores	Valparaiso	Proveedor - Sucursal	14-10-2025	45931	0,022	9	 $2.100 
PDQ	Proveedores	Antofagasta	Proveedor - Sucursal	14-10-2025	45931	0,078	20	 $3.700 
PDQ	Proveedores	Temuco	Proveedor - Sucursal	14-10-2025	45931	0,166	42	 $11.760 
PDQ	Proveedores	La Serena	Proveedor - Sucursal	14-10-2025	45931	0,007	2	 $3.200 
PDQ	Proveedores	Concepcion	Proveedor - Sucursal	14-10-2025	45931	0,007	2	 $4.300 
PDQ	Proveedores	Valdivia	Proveedor - Sucursal	14-10-2025	45931	0,014	4	 $5.900 
PDQ	Proveedores	Concepcion	Proveedor - Sucursal	14-10-2025	45931	0,007	2	 $4.300 
PDQ	Proveedores	Antofagasta	Proveedor - Sucursal	14-10-2025	45931	0,089	23	 $4.255 
PDQ	Proveedores	Concepcion	Proveedor - Sucursal	14-10-2025	45931	0,081	21	 $4.515 
PDQ	Proveedores	Puerto Montt	Proveedor - Sucursal	14-10-2025	45931	0,044	12	 $6.100 
PDQ	Proveedores	Talca	Proveedor - Sucursal	14-10-2025	45931	0,033	9	 $3.800 
PDQ	Proveedores	Talca	Proveedor - Sucursal	14-10-2025	45931	0,065	17	 $3.800 
PDQ	Lira	Valdivia	Sucursal - Sucursal	14-10-2025	45931	0,004	1	 $5.900 
PDQ	Lira	Los Angeles	Sucursal - Sucursal	14-10-2025	45931	0,024	6	 $4.800 
PDQ	Los Angeles	Puerto Montt	Sucursal - Sucursal	14-10-2025	45931	0,028	7	 $5.768 
PDQ	Valdivia	CD Libertadores	Sucursal - Sucursal	14-10-2025	45931	11,52	2880	 $230.400 
PDQ	Valdivia	Valdivia	Sucursal - Cliente	14-10-2025	45931	0,189	48	 $7.104 
PDQ	Valdivia	Talca	Sucursal - Sucursal	14-10-2025	45931	0,05	13	 $11.674 
PDQ	Matta	Matta	Santiago - Sucursal	14-10-2025	45931	0,04	56	 $10.360 
PDQ	Valdivia	Osorno	Sucursal - Sucursal	14-10-2025	45931	0,005	4	 $5.053 
PDQ	Valdivia	Matta	Sucursal - Sucursal	14-10-2025	45931	2,31	578	 $46.240 
PDQ	Valdivia	Puerto Montt	Sucursal - Sucursal	14-10-2025	45931	0,14	35	 $16.765 
PDQ	Valdivia	Temuco	Sucursal - Sucursal	14-10-2025	45931	0,004	2	 $5.004 
PDQ	Matta	Matta	Santiago - Sucursal	14-10-2025	45931	0,225	188	 $37.224 
PDQ	Matta	Valdivia	Santiago - Sucursal	14-10-2025	45931	0,47	133	 $21.280 
PDQ	Matta	Chillan	Santiago - Sucursal	14-10-2025	45931	0,584	146	 $17.812 
PDQ	Matta	Copiapo	Santiago - Sucursal	14-10-2025	45931	0,936	234	 $36.270 
PDQ	Matta	Los Angeles	Santiago - Sucursal	14-10-2025	45931	0,186	66	 $15.840 
PDQ	Proveedores	Antofagasta	Proveedor - Sucursal	14-10-2025	45931	0,06	50	 $9.250 
PDQ	Proveedores	Puerto Montt	Proveedor - Sucursal	14-10-2025	45931	0,037	14	 $6.100 
PDQ	Proveedores	Talca	Proveedor - Sucursal	14-10-2025	45931	0,004	6	 $3.800 
PDQ	Proveedores	Concepcion	Proveedor - Sucursal	14-10-2025	45931	0,002	2	 $4.300 
PDQ	Proveedores	La Serena	Proveedor - Sucursal	14-10-2025	45931	0,354	89	 $14.240 
PDQ	Osorno	Valdivia	Sucursal - Sucursal	14-10-2025	45931	0,02	11	 $7.183 
PDQ	Osorno	Valdivia	Sucursal - Sucursal	14-10-2025	45931	0,2	50	 $21.400 
PDQ	Talca	Valdivia	Sucursal - Sucursal	14-10-2025	45931	0,015	4	 $5.456 
PDQ	Talca	Osorno	Sucursal - Sucursal	14-10-2025	45931	0,003	1	 $5.511 
PDQ	Osorno	Puerto Montt	Sucursal - Sucursal	14-10-2025	45931	0,004	1	 $5.104 
PDQ	Osorno	Puerto Montt	Sucursal - Sucursal	14-10-2025	45931	0,005	3	 $5.104 
PDQ	Osorno	Puerto Montt	Sucursal - Sucursal	14-10-2025	45931	0,027	7	 $5.768 
PDQ	Osorno	Matta	Sucursal - Sucursal	14-10-2025	45931	0,448	112	 $8.960 
PDQ	Osorno	Puerto Montt	Sucursal - Sucursal	14-10-2025	45931	0,25	63	 $24.066 
PDQ	Talca	Matta	Sucursal - Sucursal	14-10-2025	45931	0,871	218	 $10.464 
PDQ	Talca	Matta	Sucursal - Sucursal	14-10-2025	45931	0,021	6	 $3.800 
PDQ	Proveedores	Calama	Proveedor - Sucursal	14-10-2025	45931	0,024	6	 $3.800 
PDQ	Talca	Los Libertadores	Sucursal - Sucursal	14-10-2025	45931	0,111	28	 $19.908 
PDQ	Rancagua	Valdivia	Sucursal - Sucursal	14-10-2025	45931	0,257	75	 $24.075 
PDQ	Proveedores	Calama	Proveedor - Sucursal	14-10-2025	45931	0,509	128	 $23.680 
PDQ	Curauma	Chillan	Sucursal - Sucursal	14-10-2025	45931	0,033	9	 $12.807 
PDQ	Puerto Montt	Valparaiso	Sucursal - Sucursal	14-10-2025	45931	0,002	3	 $6.841 
PDQ	Curauma	Temuco	Sucursal - Sucursal	14-10-2025	45931	0,521	131	 #REF! 
PDQ	Puerto Montt	Temuco	Sucursal - Sucursal	14-10-2025	45931	0,129	33	 $15.807 
PDQ	Puerto Montt	Temuco	Sucursal - Sucursal	14-10-2025	45931	0,256	64	 $24.448 
PDQ	Antofagasta	Antofagasta	Sucursal - Cliente	14-10-2025	45931	0,36	90	 $31.590 
PDQ	Concepcion	Valdivia	Sucursal - Sucursal	14-10-2025	45931	3,3	2504	 $390.624 
PDQ	Concepcion	Concepcion	Sucursal - Cliente	14-10-2025	45931	0,96	240	 $29.280 
PDQ	Antofagasta	Matta	Sucursal - Sucursal	14-10-2025	45931	2,7	675	 $57.375 
PDQ	Concepcion	Osorno	Sucursal - Sucursal	14-10-2025	45931	0,35	94	 $29.328 
PDQ	Concepcion	Matta	Sucursal - Sucursal	14-10-2025	45931	0,768	207	 $12.627 
PDQ	Concepcion	Concepcion	Sucursal - Cliente	14-10-2025	45931	0,028	7	 $4.300 
PDQ	Concepcion	Valdivia	Sucursal - Sucursal	14-10-2025	45931	0,103	26	 $13.442 
PDQ	Concepcion	Temuco	Sucursal - Sucursal	14-10-2025	45931	0,029	20	 $11.780 
PDQ	Concepcion	Los Angeles	Sucursal - Sucursal	14-10-2025	45931	0,041	11	 $6.413 
PDQ	Proveedores	Rancagua	Proveedor - Sucursal	14-10-2025	45931	0,016	4	 $3.000 
PDQ	Proveedores	Copiapo	Proveedor - Sucursal	14-10-2025	45931	0,025	7	 $3.700 
PDQ	Concepcion	Talca	Sucursal - Sucursal	14-10-2025	45931	0,019	7	 $5.404 
PDQ	Proveedores	Antofagasta	Proveedor - Sucursal	14-10-2025	45931	0,135	34	 $6.290 
PDQ	Temuco	Matta	Sucursal - Sucursal	14-10-2025	45931	0,296	74	 $10.360 
PDQ	Temuco	Valdivia	Sucursal - Sucursal	14-10-2025	45931	0,005	2	 $5.004 
PDQ	Temuco	Valdivia	Sucursal - Sucursal	14-10-2025	45931	0,006	2	 $5.004 
PDQ	Temuco	Talca	Sucursal - Sucursal	14-10-2025	45931	0,009	3	 $5.404 
PDQ	Temuco	Matta	Sucursal - Sucursal	14-10-2025	45931	0,034	9	 $5.600 
PDQ	Temuco	Valdivia	Sucursal - Sucursal	14-10-2025	45931	0,059	50	 $21.100 
PDQ	Proveedores	Temuco	Proveedor - Sucursal	14-10-2025	45931	1,332	333	 $49.284 
PDQ	Proveedores	Valdivia	Proveedor - Sucursal	14-10-2025	45931	0,255	64	 $18.880 
PDQ	Antofagasta	La Serena	Sucursal - Sucursal	14-10-2025	45931	0,036	30	 $16.080 
PDQ	Antofagasta	Antofagasta	Sucursal - Cliente	14-10-2025	45931	1,08	270	 $33.210 
PDQ	Antofagasta	Antofagasta	Sucursal - Cliente	14-10-2025	45931	0,011	4	 $7.414 
PDQ	Los Libertadores	Temuco	Santiago - Sucursal	14-10-2025	45931	0,04	10	 $5.600 
PDQ	Los Libertadores	Valdivia	Santiago - Sucursal	14-10-2025	45931	0,84	210	 $33.600 
PDQ	Los Libertadores	Chillan	Santiago - Sucursal	14-10-2025	45931	0,846	526	 $64.172 
PDQ	Chillan	Temuco	Sucursal - Sucursal	14-10-2025	45931	0,027	8	 $6.240 
PDQ	Antofagasta	Iquique	Sucursal - Sucursal	14-10-2025	45931	1,211	360	 $51.480 
PDQ	Chillan	Los Angeles	Sucursal - Sucursal	14-10-2025	45931	0,011	3	 $4.535 
PDQ	Chillan	Puerto Montt	Sucursal - Sucursal	14-10-2025	45931	0,02	5	 $4.863 
PDQ	Chillan	Matta	Sucursal - Sucursal	14-10-2025	45931	0,003	3	 $4.300 
PDQ	Chillan	Matta	Sucursal - Sucursal	14-10-2025	45931	0,019	5	 $4.300 
PDQ	Chillan	Chillan	Sucursal - Cliente	14-10-2025	45931	0,044	29	 $32.625 
PDQ	Lira	Los Angeles	Sucursal - Sucursal	14-10-2025	45931	0,086	28	 $6.720 
PDQ	Lira	Temuco	Sucursal - Sucursal	14-10-2025	45931	0,366	97	 $27.160 
PDQ	Proveedores	Calama	Proveedor - Sucursal	15-10-2025	45931	0,099	25	 $4.750 
PDQ	Proveedores	Temuco	Proveedor - Sucursal	15-10-2025	45931	0,093	31	 $8.680 
PDQ	Proveedores	Antofagasta	Proveedor - Sucursal	15-10-2025	45931	0,032	13	 $3.700 
PDQ	Proveedores	Rancagua	Proveedor - Sucursal	15-10-2025	45931	0,119	30	 $4.500 
PDQ	Proveedores	Chillan	Proveedor - Sucursal	15-10-2025	45931	0,16	40	 $8.600 
PDQ	Proveedores	Temuco	Proveedor - Sucursal	15-10-2025	45931	0,137	35	 $9.800 
PDQ	Proveedores	Antofagasta	Proveedor - Sucursal	15-10-2025	45931	0,061	16	 $3.700 
PDQ	Proveedores	Copiapo	Proveedor - Sucursal	15-10-2025	45931	0,022	6	 $3.700 
PDQ	Proveedores	Puerto Montt	Proveedor - Sucursal	15-10-2025	45931	0,576	144	 $24.480 
PDQ	Proveedores	Talca	Proveedor - Sucursal	15-10-2025	45931	1,469	368	 $34.960 
PDQ	Proveedores	Temuco	Proveedor - Sucursal	15-10-2025	45931	0,009	3	 $5.600 
PDQ	Proveedores	Antofagasta	Proveedor - Sucursal	15-10-2025	45931	0,117	30	 $5.550 
PDQ	Proveedores	La Serena	Proveedor - Sucursal	15-10-2025	45931	0,008	2	 $3.200 
PDQ	Proveedores	Calama	Proveedor - Sucursal	15-10-2025	45931	0,009	3	 $3.800 
PDQ	Proveedores	Osorno	Proveedor - Sucursal	15-10-2025	45931	0,008	3	 $6.000 
PDQ	Proveedores	Calama	Proveedor - Sucursal	15-10-2025	45931	0,068	17	 $3.800 
PDQ	Proveedores	Concepcion	Proveedor - Sucursal	15-10-2025	45931	0,058	15	 $4.300 
PDQ	Proveedores	Copiapo	Proveedor - Sucursal	15-10-2025	45931	0,139	35	 $6.475 
PDQ	Proveedores	Antofagasta	Proveedor - Sucursal	15-10-2025	45931	0,96	328	 $50.840 
PDQ	Valdivia	Temuco	Sucursal - Sucursal	15-10-2025	45931	0,032	8	 $6.472 
PDQ	Valdivia	Temuco	Sucursal - Sucursal	15-10-2025	45931	0,45	113	 $18.419 
PDQ	Valdivia	Talca	Sucursal - Sucursal	15-10-2025	45931	0,049	13	 $11.674 
PDQ	Valdivia	Valdivia	Sucursal - Cliente	15-10-2025	45931	3,6	900	 $72.000 
PDQ	Valdivia	Valdivia	Sucursal - Cliente	15-10-2025	45931	0,137	35	 $5.180 
PDQ	Talca	La Serena	Sucursal - Sucursal	15-10-2025	45931	0,051	13	 $8.606 
PDQ	Talca	Puerto Montt	Sucursal - Sucursal	15-10-2025	45931	0,003	1	 $5.567 
PDQ	Valdivia	Valdivia	Sucursal - Cliente	15-10-2025	45931	0,056	14	 $22.946 
PDQ	Talca	Los Angeles	Sucursal - Sucursal	15-10-2025	45931	0,017	5	 $4.698 
PDQ	Valdivia	Puerto Montt	Sucursal - Sucursal	15-10-2025	45931	0,016	4	 $5.104 
PDQ	Valdivia	Valdivia	Sucursal - Cliente	15-10-2025	45931	0,006	2	 $5.104 
PDQ	Osorno	Valdivia	Sucursal - Sucursal	15-10-2025	45931	0,106	27	 $14.148 
PDQ	Osorno	Puerto Montt	Sucursal - Sucursal	15-10-2025	45931	0,027	7	 $5.768 
PDQ	Proveedores	Temuco	Proveedor - Sucursal	15-10-2025	45931	0,013	7	 $5.600 
PDQ	Osorno	Puerto Montt	Sucursal - Sucursal	15-10-2025	45931	0,009	3	 $5.104 
PDQ	Osorno	Valdivia	Sucursal - Sucursal	15-10-2025	45931	0,004	1	 $5.053 
PDQ	Matta	Valdivia	Santiago - Sucursal	15-10-2025	45931	0,001	1	 $5.900 
PDQ	Matta	Puerto Montt	Santiago - Sucursal	15-10-2025	45931	0,001	1	 $6.100 
PDQ	Curauma	Valdivia	Sucursal - Sucursal	15-10-2025	45931	0,03	8	 $11.624 
PDQ	Proveedores	Talca	Proveedor - Sucursal	15-10-2025	45931	2,904	726	 $68.970 
PDQ	Los Angeles	Rancagua	Sucursal - Sucursal	15-10-2025	45931	0,141	36	 $16.848 
PDQ	Los Libertadores	Chillan	Santiago - Sucursal	15-10-2025	45931	1,748	437	 $53.314 
PDQ	Proveedores	Puerto Montt	Proveedor - Sucursal	15-10-2025	45931	2,304	576	 $97.920 
PDQ	Temuco	Puerto Montt	Sucursal - Sucursal	15-10-2025	45931	1,65	413	 $62.776 
PDQ	Temuco	Antofagasta	Sucursal - Sucursal	15-10-2025	45931	2,893	724	 $192.584 
PDQ	Temuco	La Serena	Sucursal - Sucursal	15-10-2025	45931	1,324	331	 $92.018 
PDQ	Antofagasta	Matta	Sucursal - Sucursal	15-10-2025	45931	0,058	15	 $3.700 
PDQ	Puerto Montt	Valdivia	Sucursal - Sucursal	15-10-2025	45931	0,012	3	 $5.104 
PDQ	Temuco	Matta	Sucursal - Sucursal	15-10-2025	45931	1,26	315	 $23.310 
PDQ	Puerto Montt	Temuco	Sucursal - Sucursal	15-10-2025	45931	0,04	10	 $8.240 
PDQ	Temuco	Valdivia	Sucursal - Sucursal	15-10-2025	45931	0,016	4	 $5.004 
PDQ	Puerto Montt	Matta	Sucursal - Sucursal	15-10-2025	45931	0,01	3	 $6.100 
PDQ	Temuco	Valdivia	Sucursal - Sucursal	15-10-2025	45931	0,004	1	 $5.004 
PDQ	Proveedores	Talca	Proveedor - Sucursal	15-10-2025	45931	0,014	4	 $3.800 
PDQ	Temuco	Puerto Montt	Sucursal - Sucursal	15-10-2025	45931	0,002	1	 $5.104 
PDQ	Matta	Valdivia	Santiago - Sucursal	15-10-2025	45931	1,982	573	 $91.680 
PDQ	Proveedores	Valdivia	Proveedor - Sucursal	15-10-2025	45931	0,129	33	 $9.735 
PDQ	Temuco	Valdivia	Sucursal - Sucursal	15-10-2025	45931	0,009	3	 $5.004 
PDQ	Matta	Los Angeles	Santiago - Sucursal	15-10-2025	45931	0,537	135	 $16.875 
PDQ	Matta	Chillan	Santiago - Sucursal	15-10-2025	45931	3,519	880	 $107.360 
PDQ	Proveedores	Calama	Proveedor - Sucursal	15-10-2025	45931	0,036	9	 $3.800 
PDQ	Proveedores	Puerto Montt	Proveedor - Sucursal	15-10-2025	45931	0,071	18	 $6.100 
PDQ	Los Libertadores	Temuco	Santiago - Sucursal	15-10-2025	45931	2,64	660	 $97.680 
PDQ	Los Libertadores	Temuco	Santiago - Sucursal	15-10-2025	45931	1,152	288	 $42.624 
PDQ	Los Libertadores	Valdivia	Santiago - Sucursal	15-10-2025	45931	0,019	11	 $5.900 
PDQ	Proveedores	Concepcion	Proveedor - Sucursal	15-10-2025	45931	0,6	150	 $18.300 
PDQ	Los Libertadores	Valdivia	Santiago - Sucursal	15-10-2025	45931	1,044	261	 $41.760 
PDQ	Los Libertadores	Temuco	Santiago - Sucursal	15-10-2025	45931	1,44	360	 $53.280 
PDQ	Los Libertadores	Chillan	Santiago - Sucursal	15-10-2025	45931	0,088	22	 $4.730 
PDQ	Chillan	Valparaiso	Sucursal - Sucursal	15-10-2025	45931	0,465	117	 $19.422 
PDQ	Chillan	Los Angeles	Sucursal - Sucursal	15-10-2025	45931	0,038	10	 $7.340 
PDQ	Concepcion	Puerto Montt	Sucursal - Sucursal	15-10-2025	45931	0,144	69	 $28.497 
PDQ	Concepcion	Valdivia	Sucursal - Sucursal	15-10-2025	45931	0,054	14	 $9.072 
PDQ	Concepcion	Rancagua	Sucursal - Sucursal	15-10-2025	45931	0,144	58	 $21.692 
PDQ	Concepcion	Matta	Sucursal - Sucursal	15-10-2025	45931	0,023	6	 $4.300 
PDQ	Concepcion	Concepcion	Sucursal - Cliente	15-10-2025	45931	0,004	1	 $8.207 
PDQ	Concepcion	Valdivia	Sucursal - Sucursal	15-10-2025	45931	0,99	248	 $105.063 
PDQ	Concepcion	Talca	Sucursal - Sucursal	15-10-2025	45931	0,015	4	 $4.652 
PDQ	Matta	Chillan	Santiago - Sucursal	15-10-2025	45931	0,043	22	 $4.730 
PDQ	Matta	Valdivia	Santiago - Sucursal	15-10-2025	45931	0,043	22	 $6.490 
PDQ	Matta	Valdivia	Santiago - Sucursal	15-10-2025	45931	0,23	71	 $20.945 
PDQ	Matta	Temuco	Santiago - Sucursal	15-10-2025	45931	1,056	312	 $46.176 
PDQ	Proveedores	Puerto Montt	Proveedor - Sucursal	16-10-2025	45931	0,033	9	 $6.100 
PDQ	Proveedores	Antofagasta	Proveedor - Sucursal	16-10-2025	45931	0,032	8	 $3.700 
PDQ	Proveedores	Copiapo	Proveedor - Sucursal	16-10-2025	45931	0,04	10	 $3.700 
PDQ	Proveedores	Talca	Proveedor - Sucursal	16-10-2025	45931	0,216	54	 $10.260 
PDQ	Proveedores	Chillan	Proveedor - Sucursal	16-10-2025	45931	0,071	18	 $4.300 
PDQ	Proveedores	Valdivia	Proveedor - Sucursal	16-10-2025	45931	6,671	3369	 $539.040 
PDQ	Proveedores	Talca	Proveedor - Sucursal	16-10-2025	45931	0,054	14	 $3.800 
PDQ	Proveedores	Valdivia	Proveedor - Sucursal	16-10-2025	45931	0,067	17	 $5.900 
PDQ	Proveedores	Puerto Montt	Proveedor - Sucursal	16-10-2025	45931	0,038	10	 $6.100 
PDQ	Proveedores	Puerto Montt	Proveedor - Sucursal	16-10-2025	45931	0,064	16	 $6.100 
PDQ	Proveedores	Talca	Proveedor - Sucursal	16-10-2025	45931	0,13	33	 $6.270 
PDQ	Proveedores	Concepcion	Proveedor - Sucursal	16-10-2025	45931	0,059	15	 $4.300 
PDQ	Proveedores	Puerto Montt	Proveedor - Sucursal	16-10-2025	45931	0,075	19	 $6.100 
PDQ	Proveedores	Concepcion	Proveedor - Sucursal	16-10-2025	45931	0,062	16	 $4.300 
PDQ	Proveedores	Concepcion	Proveedor - Sucursal	16-10-2025	45931	0,059	15	 $4.300 
PDQ	Proveedores	Valdivia	Proveedor - Sucursal	16-10-2025	45931	0,318	83	 $24.485 
PDQ	Rancagua	Los Libertadores	Sucursal - Sucursal	16-10-2025	45931	0,396	99	 $7.425 
PDQ	Proveedores	La Serena	Proveedor - Sucursal	16-10-2025	45931	0,014	7	 $3.200 
PDQ	Rancagua	Copiapo	Sucursal - Sucursal	16-10-2025	45931	0,002	1	 $6.354 
PDQ	Rancagua	Los Libertadores	Sucursal - Sucursal	16-10-2025	45931	0,607	152	 $7.144 
PDQ	Valdivia	Valdivia	Sucursal - Cliente	16-10-2025	45931	0,24	60	 $25.140 
PDQ	Valdivia	Matta	Sucursal - Sucursal	16-10-2025	45931	0,003	1	 $5.900 
PDQ	Valdivia	Matta	Sucursal - Sucursal	16-10-2025	45931	0,096	628	 $50.240 
PDQ	Valdivia	Puerto Montt	Sucursal - Sucursal	16-10-2025	45931	0,06	15	 $9.900 
PDQ	Valdivia	Temuco	Sucursal - Sucursal	16-10-2025	45931	0,008	2	 $5.004 
PDQ	Valdivia	Temuco	Sucursal - Sucursal	16-10-2025	45931	0,012	3	 $5.004 
PDQ	Valdivia	Puerto Montt	Sucursal - Sucursal	16-10-2025	45931	0,125	32	 $15.008 
PDQ	Antofagasta	Antofagasta	Sucursal - Cliente	16-10-2025	45931	0,1	50	 $19.850 
PDQ	Proveedores	Temuco	Proveedor - Sucursal	16-10-2025	45931	0,127	32	 $8.960 
PDQ	Antofagasta	Matta	Sucursal - Sucursal	16-10-2025	45931	0,72	180	 $15.300 
PDQ	Antofagasta	Calama	Sucursal - Sucursal	16-10-2025	45931	0,008	10	 $6.560 
PDQ	Osorno	Matta	Sucursal - Sucursal	16-10-2025	45931	0,293	105	 $8.400 
PDQ	Antofagasta	Matta	Sucursal - Sucursal	16-10-2025	45931	0,221	56	 $5.208 
PDQ	Antofagasta	Matta	Sucursal - Sucursal	16-10-2025	45931	0,082	21	 $1.953 
PDQ	Antofagasta	Matta	Sucursal - Sucursal	16-10-2025	45931	0,171	140	 $11.900 
PDQ	Osorno	Puerto Montt	Sucursal - Sucursal	16-10-2025	45931	0,036	9	 $7.416 
PDQ	Osorno	Puerto Montt	Sucursal - Sucursal	16-10-2025	45931	0,036	9	 $7.416 
PDQ	Proveedores	Concepcion	Proveedor - Sucursal	16-10-2025	45931	0,164	41	 $8.815 
PDQ	Rancagua	Calama	Sucursal - Sucursal	16-10-2025	45931	0,122	31	 $26.102 
PDQ	Talca	Rancagua	Sucursal - Sucursal	16-10-2025	45931	0,077	20	 $12.360 
PDQ	Talca	Valdivia	Sucursal - Sucursal	16-10-2025	45931	0,053	14	 $12.572 
PDQ	Talca	Valdivia	Sucursal - Sucursal	16-10-2025	45931	0,193	49	 $23.275 
PDQ	Talca	Rancagua	Sucursal - Sucursal	16-10-2025	45931	0,131	33	 $14.652 
PDQ	Talca	Puerto Montt	Sucursal - Sucursal	16-10-2025	45931	0,02	6	 $5.208 
PDQ	Talca	Valparaiso	Sucursal - Sucursal	16-10-2025	45931	0,049	13	 $9.022 
PDQ	Antofagasta	Antofagasta	Sucursal - Cliente	16-10-2025	45931	2,1	525	 $59.325 
PDQ	Talca	Calama	Sucursal - Sucursal	16-10-2025	45931	0,127	32	 $21.312 
